,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,7077000.000,7291000.000,7412000.000,7222000.000,6855000.000,7560000.000,7780000.000,6280000.000,6948000.000,8827000.000,8132000.000,13327000.000,12053000.000,12994000.000
AccountsPayableCurrent,5713000.000,,,,5142000.000,,,,5636000.000,,,,9722000.000,
AccountsReceivableGrossCurrent,12336000.000,10234000.000,9798000.000,11535000.000,9367000.000,13798000.000,10449000.000,9890000.000,13482000.000,,,,14647000.000,
AccountsReceivableNet,11631000.000,9509000.000,9009000.000,10548000.000,8584000.000,12909000.000,9474000.000,8806000.000,11916000.000,12484000.000,11749000.000,13966000.000,13662000.000,9811000.000
AccruedLiabilitiesCurrent,697000.000,,,,793000.000,,,,812000.000,,,,1807000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9606000.000,-10009000.000,-10406000.000,,-11317000.000,-11869000.000,-12448000.000,-12961000.000,-13658000.000,-14364000.000,15277000.000,16326000.000,16638000.000,17517000.000
AdditionalPaidInCapital,37913000.000,37555000.000,37203000.000,36495000.000,36799000.000,35905000.000,44894000.000,44905000.000,42790000.000,45885000.000,44780000.000,43669000.000,44155000.000,44182000.000
AllowanceForDoubtfulAccountsReceivable,705000.000,725000.000,789000.000,987000.000,783000.000,889000.000,-889000.000,-1084000.000,1566000.000,-1614000.000,-1002000.000,-1009000.000,985000.000,-902000.000
Assets,53156000.000,51422000.000,50847000.000,53787000.000,50172000.000,54554000.000,58407000.000,59116000.000,65920000.000,77813000.000,78579000.000,89168000.000,88250000.000,88120000.000
AssetsCurrent,39539000.000,38362000.000,38584000.000,39648000.000,36928000.000,41948000.000,41596000.000,42579000.000,44021000.000,48420000.000,48365000.000,56057000.000,56122000.000,56312000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,1700000.000,1675000.000
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,,,,0.000,,,,,,,,,,
BankLoans,3748000.000,3298000.000,2848000.000,2398000.000,1948000.000,1498000.000,2613000.000,2517000.000,8363000.000,11523000.000,10960000.000,10396000.000,9833000.000,9270000.000
CapitalLeaseObligations,2060000.000,1875000.000,1686000.000,1161000.000,1787000.000,1680000.000,1615000.000,1539000.000,1645000.000,1678000.000,3484000.000,4790000.000,5018000.000,5100000.000
CapitalLeasedAssetsGross,4503000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,14712000.000,,,,13148000.000,,,,18930000.000,,,,17179000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,1600000.000,,,,1674000.000,,,,1931000.000,,,,1973000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,1085000.000,,,,1047000.000,,,,1506000.000,,,,1501000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,1064000.000,,,,1085000.000,,,,1831000.000,,,,1506000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,1677000.000,,,,1064000.000,,,,1849000.000,,,,1857000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,1638000.000,,,,1677000.000,,,,1897000.000,,,,1927000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,7648000.000,,,,6601000.000,,,,9916000.000,,,,8415000.000,
CapitalizedComputerSoftwareGross,318000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,490000.000,966000.000,955000.000,771000.000,561000.000,687000.000,1169000.000,1568000.000,1418000.000,2458000.000,1214000.000,791000.000,529000.000,369000.000
