,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,663.000,566.000,3263.000,,9399.000
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,2881.000,642.000,,
AccountsPayableAndAccruedLiabilitiesCurrent,,1333.000,2550.000,861.000,700.000,1181.000,,5478.000,,,3270.000,,1863.000,3884.000,13407.000
AccruedLiabilitiesCurrent,,,,,,5635.000,8050.000,11860.000,9660.000,14060.000,14060.000,4400.000,,6600.000,11000.000
AdditionalPaidInCapital,,,500.000,500.000,500.000,500.000,4875.000,4875.000,49695.000,52185.000,61398.000,105918.000,638778.000,643758.000,643758.000
Assets,0.000,0.000,0.000,15080.000,14438.000,7601.000,9552.000,11808.000,46369.000,23896.000,41064.000,57716.000,48654.000,51061.000,50475.000
AssetsCurrent,0.000,,,14072.000,13521.000,6776.000,10285.000,11166.000,45819.000,23438.000,40697.000,57441.000,48471.000,50969.000,50475.000
CapitalizedComputerSoftwareGross,,,,,,,733.000,642.000,550.000,,,,,,
Cash,0.000,0.000,0.000,4015.000,5749.000,4905.000,1470.000,1365.000,19850.000,5967.000,9913.000,6482.000,1099.000,2848.000,2250.000
CashAndCashEquivalentsAtCarryingValue,,0.000,,4015.000,5749.000,4905.000,1470.000,1470.000,1470.000,5967.000,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,10000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,52250000.000,54050000.000,,54520000.000,54920000.000,77320000.000,77520000.000,77520000.000
CommonStockSharesOutstanding,10000000.000,10000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,52250000.000,54050000.000,,54520000.000,54920000.000,77320000.000,77520000.000,77520000.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,5000.000,35000.000,,,
CommonStockValue,1000.000,1000.000,5000.000,5000.000,5000.000,5000.000,625.000,5225.000,5405.000,5415.000,5452.000,5592.000,7732.000,7752.000,7752.000
DeferredRevenue,,,,,,2225.000,,5500.000,15863.000,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1917.000,-2833.000,-8050.000,-9939.000,14920.000,30098.000,-46423.000,-69288.000,-73754.000,-87264.000,82616.000,127694.000,,,
DueToRelatedPartiesCurrent,917.000,500.000,,18658.000,,23158.000,43158.000,48158.000,39500.000,39500.000,34500.000,34500.000,29500.000,29500.000,29500.000
DueToRelatedPartiesNoncurrent,,,,,23158.000,,,,,,,,,,
InventoryGross,,,,10057.000,7772.000,1871.000,,,,17471.000,30121.000,41268.000,43467.000,48121.000,38826.000
InventoryNet,,,,,,,7082.000,4601.000,22319.000,,,,,,
Liabilities,917.000,1833.000,,,23858.000,32199.000,51208.000,70996.000,65023.000,53560.000,51830.000,38900.000,31363.000,39984.000,53907.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,15080.000,14438.000,7601.000,10285.000,11808.000,46369.000,23896.000,41064.000,57716.000,48654.000,51061.000,50475.000
LiabilitiesCurrent,917.000,1833.000,2550.000,19519.000,700.000,32199.000,51208.000,70996.000,65023.000,53560.000,51830.000,38900.000,31363.000,39984.000,53907.000
MarketableSecurities,,,,,,,,,,,,6244.000,,,
OtherPrepaidExpenseCurrent,,,,,,,1000.000,5200.000,3650.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentNet,,,,1008.000,917.000,825.000,,,,458.000,367.000,275.000,183.000,92.000,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-629219.000,-640433.000,-654942.000
StockholdersEquity,-917.000,-1833.000,-2550.000,-4439.000,-9420.000,-24598.000,-40923.000,-59188.000,-18654.000,-29664.000,-10766.000,18816.000,17291.000,11077.000,-3432.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-917.000,-1833.000,,,-9420.000,-24598.000,-40923.000,-59188.000,-18654.000,-29664.000,-10766.000,18816.000,17291.000,11077.000,-3432.000
