,2011-05-28,2012-05-26,2013-05-25,2014-05-31,2015-05-30,2016-05-28,2017-05-27
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,782000.000,762000.000,,,1565000.000,4344000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,9669000.000,7520000.000,7188000.000,,,6280000.000,6068000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-390000.000,,,,,,
AllocatedShareBasedCompensationExpense,,7742000.000,7188000.000,6519000.000,5989000.000,6280000.000,6068000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,5343000.000,4914000.000,4424000.000,3823000.000,4159000.000,3962000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,-557000.000,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,-609000.000,,,
AmortizationOfIntangibleAssets,5030000.000,3364000.000,1694000.000,1688000.000,918000.000,90000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,8138000.000,8084000.000,7828000.000,5746000.000,4745000.000,4582000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,25852000.000,33440000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,8965000.000,-34500000.000,-11108000.000,-13725000.000,6959000.000,3839000.000,-28760000.000
CommonStockDividendsPerShareDeclared,0.160,0.200,0.240,0.280,0.320,0.400,0.440
ComprehensiveIncomeNetOfTax,32881000.000,35810000.000,18436000.000,21271000.000,19164000.000,30566000.000,18049000.000
CostOfServices,335071000.000,352524000.000,342040000.000,351359000.000,362227000.000,366355000.000,362086000.000
CurrentFederalTaxExpenseBenefit,,13877000.000,14872000.000,13722000.000,18046000.000,18320000.000,10901000.000
CurrentForeignTaxExpenseBenefit,,1702000.000,1484000.000,740000.000,1101000.000,1398000.000,1472000.000
CurrentIncomeTaxExpenseBenefit,,18987000.000,19325000.000,17473000.000,23175000.000,23886000.000,14924000.000
CurrentStateAndLocalTaxExpenseBenefit,,3408000.000,2969000.000,3011000.000,4028000.000,4168000.000,2551000.000
DebtInstrumentBasisSpreadOnVariableRate1,,,,0.022,,,
DeferredFederalIncomeTaxExpenseBenefit,,11056000.000,167000.000,1057000.000,-502000.000,-178000.000,259000.000
DeferredForeignIncomeTaxExpenseBenefit,,-435000.000,-148000.000,-439000.000,345000.000,-135000.000,-123000.000
DeferredIncomeTaxExpenseBenefit,10663000.000,13215000.000,48000.000,784000.000,-277000.000,-340000.000,198000.000
DeferredIncomeTaxesAndTaxCredits,,13191000.000,982000.000,1828000.000,692000.000,1243000.000,4538000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,2594000.000,29000.000,166000.000,-120000.000,-27000.000,62000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,512000.000,940000.000,1086000.000,1100000.000
DefinedContributionPlanCostRecognized,,4400000.000,4200000.000,4500000.000,4800000.000,5000000.000,5100000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,0.060,0.060,0.060,0.060,0.060
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.500,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.500,0.500,0.500,0.500
DepreciationAndAmortization,12253000.000,9095000.000,6274000.000,5316000.000,4307000.000,3557000.000,3452000.000
DepreciationNonproduction,7223000.000,5731000.000,4580000.000,3628000.000,3389000.000,3467000.000,3452000.000
DividendsCommonStockCash,7354000.000,8587000.000,9790000.000,,,14726000.000,13743000.000
EarningsPerShareBasic,0.540,0.940,0.500,0.510,0.730,0.820,0.570
EarningsPerShareDiluted,0.530,0.940,0.500,0.510,0.720,0.810,0.560
EffectOfExchangeRateOnCashAndCashEquivalents,2771000.000,-1233000.000,-2823000.000,-118000.000,-2562000.000,185000.000,-558000.000
EffectiveIncomeTaxRateContinuingOperations,,0.439,0.486,0.479,0.454,0.436,0.448
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.019,0.041,0.036,0.028,0.013,0.012
EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,0.008,0.012,0.008,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.010,0.016,0.025,0.011,0.004,0.001
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,,0.008,0.015,0.014,0.013,0.015,0.022
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,0.005,0.006,0.007
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.009,0.010,-0.018,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,0.011,-0.003,-0.001,0.006
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,,,0.188,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.053,0.048,0.053,0.050,0.049,0.050
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,,,-0.194,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,491000.000,238000.000,18000.000,35000.000,86000.000,185000.000,8000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,491000.000,238000.000,18000.000,35000.000,86000.000,185000.000,8000.000
FutureAmortizationExpenseYearOne,,1672000.000,,,,,
FutureAmortizationExpenseYearThree,,863000.000,,,,,
FutureAmortizationExpenseYearTwo,,1615000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-50000.000,-478000.000,-116000.000,-65000.000,-15000.000,,-19000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,305000.000,-95000.000
GoodwillTranslationAdjustments,,-2899000.000,699000.000,1152000.000,-4549000.000,,
GrossProfit,210475000.000,219239000.000,214294000.000,215822000.000,228362000.000,232166000.000,221325000.000
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,76115000.000,43828000.000,43843000.000,51997000.000,53417000.000,32390000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-2771000.000,-3951000.000,-5700000.000,-1591000.000,572000.000,1383000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,51925000.000,73344000.000,39877000.000,38143000.000,50406000.000,53989000.000,33773000.000
IncomeTaxExpenseBenefit,27070000.000,32202000.000,19373000.000,18257000.000,22898000.000,23546000.000,15122000.000
IncomeTaxesPaid,,17505000.000,19785000.000,16187000.000,24326000.000,23135000.000,16756000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1726000.000,-2140000.000,-973000.000,-1496000.000,304000.000,176000.000,681000.000
IncreaseDecreaseInAccountsReceivable,9919000.000,-525000.000,-37000.000,5747000.000,10052000.000,2702000.000,1494000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,1832000.000,-1566000.000,429000.000,6097000.000,4090000.000,1574000.000,-434000.000
IncreaseDecreaseInIncomeTaxesReceivable,-465000.000,-1844000.000,600000.000,-845000.000,2187000.000,949000.000,6232000.000
IncreaseDecreaseInOtherOperatingAssets,-436000.000,-173000.000,64000.000,-110000.000,-254000.000,-15000.000,-253000.000
IncreaseDecreaseInOtherOperatingLiabilities,1045000.000,431000.000,536000.000,-1445000.000,158000.000,-1657000.000,1939000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,777000.000,867000.000,-548000.000,225000.000,-547000.000,651000.000,-374000.000
InterestExpense,,,,,,,773000.000
InterestPaidNet,,,,,,,628000.000
InvestmentIncomeInterest,473000.000,252000.000,175000.000,168000.000,148000.000,186000.000,144000.000
NetCashProvidedByUsedInFinancingActivities,-20746000.000,-49109000.000,-38092000.000,-32910000.000,-28864000.000,-32258000.000,-76876000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-20746000.000,-49109000.000,-38092000.000,-32910000.000,-28864000.000,-32258000.000,-76876000.000
NetCashProvidedByUsedInInvestingActivities,876000.000,-20528000.000,-5152000.000,-12715000.000,6634000.000,-2350000.000,20409000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,876000.000,-20528000.000,-5152000.000,-12715000.000,6634000.000,-2350000.000,20409000.000
