,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,2650.000,1040.000,1660.000,5795.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,550.000,6200.000,14600.000,20429.000,28328.000
AccountsPayableCurrent,,,,,,2720.000,7619.000,116.000,116.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,3986.000,7819.000,11494.000,17764.000,25882.000,40091.000,55801.000,74889.000,95970.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,3986.000,,,,,,,,
AdditionalPaidInCapital,68200.000,68200.000,68200.000,68200.000,,,,15965.000,120333.000,,,,6783208.000,6783208.000,6717605.000,6324903.000
AdditionalPaidInCapitalCommonStock,,,,,68200.000,68200.000,16000.000,,,6817333.000,6817333.000,6780633.000,,,,
Assets,10547.000,6357.000,4417.000,8973.000,8108.000,7868.000,1534776.000,1596513.000,1541990.000,2141.000,78968.000,212603.000,122683.000,56762.000,26596.000,35255.000
AssetsCurrent,10547.000,6357.000,4417.000,8973.000,8108.000,7868.000,21776.000,83513.000,28990.000,2141.000,78968.000,212603.000,122683.000,56762.000,26596.000,35255.000
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,,,,,,,1513000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationEquipment,,,,0.000,,,,,,,,,,,,
Cash,6147.000,1957.000,17.000,4573.000,3708.000,3468.000,20293.000,82304.000,27781.000,1155.000,621.000,5732.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,82304.000,27781.000,1155.000,621.000,5732.000,28.000,6204.000,8185.000,1538.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,28.000,6204.000,,
CommitmentsAndContingencies,,,,,,,,,,0.000,0.000,,,,,
CommonStockParOrStatedValuePerShare,5800.000,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,75000000.000,75000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,1750000000.000
CommonStockSharesIssued,,,,,5800000.000,5800000.000,71000000.000,71000000.000,71666667.000,71666667.000,71666667.000,138166667.000,146846667.000,146846667.000,232400238.000,659143027.000
CommonStockSharesOutstanding,,,,,5800000.000,5800000.000,71000000.000,71000000.000,71666667.000,71666667.000,71666667.000,138166667.000,146846667.000,146846667.000,232400238.000,659143027.000
CommonStockValue,,5800.000,5800.000,5800.000,5800.000,5800.000,71000.000,71000.000,71667.000,71667.000,71667.000,138167.000,146847.000,146847.000,232400.000,659143.000
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,,,,1500000.000,1500000.000,,,,,,,
ConvertibleNotesPayable,,,,,,,,,,,,,,,,66000.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,80295.000,151586.000,228823.000,306040.000,353837.000,410746.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,345500.000,342750.000,385750.000,428800.000,465608.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,0.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,193914.000,113927.000,79710.000,74963.000,54862.000
DepositLiabilitiesAccruedInterest,,,,,,,739.000,,,,,,,,,
Deposits,4400.000,4400.000,4400.000,4400.000,4400.000,4400.000,1483.000,,,,,,,,,
DepositsAssetsCurrent,,,,,,,,1209.000,1209.000,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,-330873.000,-1804275.000,-1024627.000,-1182442.000,-885402.000,-1085866.000
DerivativeLiabilities,,,,,,,,,,,,,,73687.000,425619.000,570602.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,330873.000,1804275.000,1024627.000,1182442.000,885402.000,1085866.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-66103.000,-68683.000,-71243.000,-90822.000,-93892.000,-96852.000,-143240.000,181879.000,345270.000,7100678.000,7441289.000,8915077.000,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,,37325.000,37325.000,37325.000,37325.000
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,,,,,20462.000,45841.000,59769.000,59769.000,65768.000
DueToRelatedPartiesCurrent,,,,,,,,,,37325.000,37325.000,37325.000,37325.000,41575.000,41575.000,41575.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,15000.000,41575.000,41575.000,41575.000,41575.000
InterestPayableCurrent,,,,,,,,,7819.000,,,,,,,
Liabilities,2650.000,1040.000,1660.000,25795.000,28000.000,30720.000,1591016.000,1691427.000,1695260.000,213819.000,631257.000,2208880.000,1575157.000,1848227.000,1608901.000,1903753.000
LiabilitiesAndStockholdersEquity,10547.000,6357.000,4417.000,8973.000,8108.000,7868.000,1534776.000,1596513.000,1541990.000,2141.000,78968.000,212603.000,122683.000,56762.000,26596.000,35255.000
LiabilitiesCurrent,2650.000,1040.000,1660.000,25795.000,28000.000,30720.000,1591016.000,1691427.000,1695260.000,198819.000,616257.000,2208880.000,1575157.000,1848227.000,1608901.000,1903753.000
LoansPayableCurrent,,,,,,,,37325.000,37325.000,,,,3000.000,3000.000,3000.000,5500.000
MineralPropertiesNet,,,,,,,,1513000.000,1513000.000,,,,,,,
NotesPayable,,,,,,,50000.000,,,,,,,,,
NotesPayableCurrent,,,,,,,,150000.000,150000.000,150000.000,150000.000,150000.000,170000.000,170000.000,170000.000,170000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,41125.000,15000.000,15000.000,,
NotesPayableRelatedPartiesCurrent,,,,20000.000,28000.000,28000.000,37325.000,,,,,,,,,
