,2011-08-31,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,41675.000,,,,121995.000,,,,120732.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,45000.000,,,,75000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,1287.000,,,,1146076.000,,,,-168447.000,,,,-704031.000,
CashPeriodIncreaseDecrease,,-1280.000,,,,-4103.000,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,83.000,456.000,5729.000,3683.000,13820.000,112157.000,9388.000,-37627.000,9204.000,5911.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,,507042.000,,,,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,,34250.000,,,,,,,,,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.010,0.010,-0.030,-0.030,-0.060,-0.030,-0.020,-0.020,-0.030,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,,,,-0.030,-0.030
ExplorationCosts,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
ExplorationExpenseMining,0.000,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,1860.000,580.000,1925.000,3073.000,-264.000,143.000,20742.000,3074.000,6949.000,2260.000,3214.000,7293.000,23850.000,39635.000,164130.000,462214.000,1620369.000,543344.000,556644.000,422072.000,1159298.000,726200.000,740474.000
GrossProfit,,,,,,,,,,,,,,887.000,214.000,4186.000,1331.000,5375.000,92674.000,7640.000,-35385.000,7482.000,5391.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,647862.000,,,,
IncomeTaxesPaid,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,2648.000,,,,-960.000,,,,-5615.000,,,,-141024.000,,,,,,,,132615.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,-1833.000,
IncreaseDecreaseInDeposits,,0.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,,,,,,-13172.000,,,,-23283.000,
IncreaseDecreaseInNotesPayableCurrent,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,0.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,,0.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,59146.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,109917.000,,,,-40024.000,,,,100879.000,
IncreaseDecreaseInPrepaidRent,,1500.000,,,,,,,,,,,,,,,,,,,,,
InterestAndDebtExpense,,,,,,0.000,0.000,,,,,,,,,,,,,,,,
InterestExpense,,348.000,352.000,,,,,,,,1333.000,4882.000,,88996.000,167344.000,205077.000,203132.000,168178.000,103906.000,79269.000,224720.000,253732.000,304958.000
InterestPaid,,0.000,,,,0.000,,,,,,,,34250.000,,,,,,,,,
LeaseAndRentalExpense,,1500.000,1500.000,,,,,,,1500.000,1500.000,2496.000,2397.000,2397.000,2440.000,,,,,,,,
MarketingExpense,,,,,,,,,,,23400.000,26357.000,,107065.000,264598.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,0.000,,,,12793.000,,,,1711930.000,,,,250000.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,0.000,,,,12793.000,,,,1711930.000,,,,250000.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-1280.000,,,,-4103.000,,,,-11505.000,,,,-565854.000,,,,-418447.000,,,,-704031.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1280.000,,,,-4103.000,,,,-11505.000,,,,-565854.000,,,,-418447.000,,,,-704031.000,
NetIncomeLoss,-3360.000,-5428.000,-5377.000,16608.000,-3369.000,-3143.000,-24487.000,-13014.000,-14797.000,-5890.000,-136531.000,-144627.000,-222152.000,-390838.000,-792857.000,-721883.000,-1249603.000,-776363.000,-648063.000,-566582.000,-1144976.000,-963158.000,-1030750.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,-2724.000,201.000,-7706.000,-40914.000,-9292.000,-9291.000
NonoperatingIncomeExpense,,,,,,,,,,,-50000.000,-30000.000,,-138167.000,-226094.000,-263855.000,-261978.000,-241118.000,-184093.000,-159856.000,8994.000,-253732.000,-304958.000
OfficersCompensation,,,,,,,,,,,14000.000,21000.000,,21000.000,21000.000,,,,,,,,
OperatingCostsAndExpenses,,,-5377.000,,,,,,,,,,,,,,,,,,,,
OperatingExpenses,3360.000,5428.000,,4673.000,,3143.000,-24487.000,13014.000,63893.000,5890.000,86531.000,114627.000,192325.000,253558.000,566977.000,,,,,,,,
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,,,-718718.000,-735083.000
OtherExpenses,,,,21281.000,,,0.000,0.000,,,,,,,,,,,,,,,
OtherIncome,,,,0.000,,,,,,,,,,,,,,,,,,,
OtherOperatingIncomeExpenseNet,,,,,,0.000,0.000,,,,,,,,,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,,,,,1800000.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,12793.000,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,75000.000,,,,,,,,,
ProceedsFromShortTermDebt,,,,,,,,,,,,,,100000.000,,,,250000.000,,,,,
