,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,43648.000,55862.000,134346.000,66855.000,284708.000,883032.000,542856.000,318262.000,551214.000,588034.000,146909.000,157765.000,128315.000,170186.000
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,,,,216003.000,464059.000,379852.000,301925.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,171657.000,210153.000,365113.000,318074.000,465613.000,571003.000,547874.000,1237720.000,4896058.000,4607438.000,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,1000000.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,370675.000,888565.000,4618212.000,2978852.000,5328419.000,5238480.000,871439.000,1119972.000,1568969.000,1015843.000,1590641.000,1745673.000,2160433.000,2303715.000,2326099.000,3147288.000,3500267.000,3864105.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,112500.000,112500.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,,,,,,,399110.000,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,216003.000,464059.000,379852.000,301925.000,,,,,,,,,,
AccountsReceivableNetCurrent,,562.000,,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxes,,,,,,,,,,,415506.000,492682.000,256225.000,289272.000,146577.000,153871.000,154798.000,171163.000,355949.000,383804.000,413722.000,414694.000,511902.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,6357684.000,6816285.000,2422664.000,2852192.000,9450544.000,8235489.000,4019565.000,4111610.000,5146724.000,5755058.000,6745643.000,7650394.000,7955976.000,6987808.000
