,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
Assets,136524919.000,133902585.000,123494814.000,116824617.000,95096710.000,85825931.000,72059442.000,66134663.000,62092807.000,54518746.000,53452225.000,43379766.000,40951292.000,34128423.000,33196837.000,34474474.000,31484226.000,27695735.000,25178299.000,25184018.000,23319849.000,21568398.000
CapitalUnitsAuthorized,602106.000,522570.000,,,,,,,,,,,,,,,,,,,,
CapitalUnitsOutstanding,477442.000,440061.000,419820.000,404078.000,373271.000,341574.000,307292.000,286440.000,262250.000,246345.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,97342.000,313250.000,468957.000,411337.000,359131.000,563102.000,499274.000,515790.000,431492.000,469572.000,466144.000,398088.000,487947.000,510941.000,508449.000,493411.000,562021.000,597750.000,547201.000,552465.000,,
DueFromRelatedParties,,,,,,,,,,,,,,,,,,,,16672.000,20303.000,15433.000
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,,,,,0.000,,,,,,,,,,,
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,,,,,0.000,,,,,,,,,,,
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,,,,,,,,,,,0.000,,,,,,,,,,,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,,,,,,,,,0.000,,,,,,,,,,,
GeneralPartnersCapitalAccount,3918904.000,4167410.000,1705074.000,1663893.000,1441574.000,1408430.000,1318046.000,813142.000,674944.000,638127.000,699838.000,660216.000,679160.000,718843.000,750192.000,786207.000,103.000,95.000,92.000,96.000,91.000,89.000
GeneralPartnersCapitalAccountUnitsOutstanding,,,,,,,,,,,2991.000,2991.000,2991.000,2991.000,2991.000,2991.000,0.410,0.410,0.410,0.410,0.410,0.410
InterestReceivable,4961.000,84.000,,,,,5904.000,5263.000,2491.000,1048.000,3146.000,1928.000,1365.000,463.000,970.000,696.000,284.000,1098.000,5148.000,,,
InvestmentOwnedPercentOfNetAssets,,,,,-0.028,-0.011,-0.002,-0.010,-0.002,-0.020,0.035,0.004,-0.000,0.020,0.034,0.001,-0.011,0.010,0.002,0.005,0.012,0.007
InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,,,,,,,,,,,1653977.000,187142.000,-10457.000,648684.000,1099103.000,37122.000,-334396.000,254575.000,45280.000,122871.000,279065.000,136897.000
Liabilities,2069832.000,2116031.000,4190743.000,4767508.000,5413615.000,5645298.000,4555191.000,3184217.000,2913279.000,1960692.000,6093742.000,887298.000,1140177.000,1160836.000,1010266.000,1583844.000,1488540.000,917521.000,755003.000,544982.000,738053.000,376507.000
LiabilitiesAndStockholdersEquity,136524919.000,133902585.000,123494814.000,116824617.000,95096710.000,85825931.000,72059442.000,66134663.000,62092807.000,54518746.000,53452225.000,43379766.000,40951292.000,34128423.000,33196837.000,34474474.000,31484226.000,27695735.000,25178299.000,25184018.000,23319849.000,21568398.000
LimitedPartnersCapitalAccount,130536183.000,127619144.000,117598997.000,110393216.000,88241521.000,78772203.000,66186205.000,62137304.000,58504584.000,51919927.000,46658645.000,41832252.000,39131955.000,32248744.000,31436379.000,32104423.000,29995583.000,26778119.000,24423204.000,24638940.000,22581705.000,21191802.000
LimitedPartnersCapitalAccountUnitsOutstanding,,,,,,,,,,,199410.000,189512.000,172334.000,134181.000,125335.000,122135.000,118658.000,115265.000,108563.000,105246.000,101746.000,96925.000
OtherAssets,,,,9388.000,6829.000,11215.000,,,,,,,,,,,,,,6213.000,529.000,803.000
OtherLiabilities,,,,81.000,44.000,3490.000,,6.000,215.000,42.000,21.000,35.000,8.000,34.000,18.000,3.000,12.000,4.000,6.000,6.000,98.000,55.000
PartnersCapital,134455087.000,131786554.000,119304071.000,112057109.000,89683095.000,80180633.000,67504251.000,62950446.000,59179528.000,52558054.000,47358483.000,42492468.000,39811115.000,32967587.000,32186571.000,32890630.000,29995686.000,26778214.000,24423296.000,24639036.000,22581796.000,21191891.000
PartnersCapitalAccountUnits,477442.000,440061.000,419820.000,404078.000,373271.000,341574.000,307292.000,286440.000,262250.000,246345.000,202401.000,192503.000,175325.000,137172.000,128326.000,125126.000,118658.000,115265.000,108563.000,105246.000,101746.000,96925.000
PayablesToBrokerDealersAndClearingOrganizations,624317.000,609699.000,,,,,,,,,,,,,,,,,,,,
RestrictedCashAndCashEquivalents,4292927.000,11349380.000,7624023.000,10438452.000,9902775.000,8568527.000,5303414.000,4042669.000,7591233.000,5155107.000,4742530.000,4526967.000,4476863.000,2423565.000,2811494.000,2383638.000,3499567.000,1386486.000,1166429.000,907325.000,1423150.000,1112680.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,134455087.000,131786554.000,119304071.000,112057109.000,89683095.000,80180633.000,67504251.000,62950446.000,59179528.000,52558054.000,47358483.000,42492468.000,39811115.000,32967587.000,32186571.000,32890630.000,29995686.000,26778214.000,24423296.000,24639036.000,22581796.000,21191891.000
