,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-8112000.000,-3319000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,108000.000,-24000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,118857000.000,120390000.000,126683000.000,156126000.000,137001000.000,133766000.000,113402000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,460000.000,3000.000,-52000.000,-88000.000,21000.000,,
AdvertisingExpense,,,,,,,500000.000
AllocatedShareBasedCompensationExpense,118405000.000,119863000.000,,,,,113970000.000
AmortizationOfIntangibleAssets,79538000.000,49357000.000,52700000.000,43925000.000,16397000.000,10748000.000,8376000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,12200000.000,21000000.000,,,,64420000.000,22642000.000
AssetImpairmentCharges,1140000.000,,,,,3500000.000,45000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,1449000.000,-1473000.000,1500000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,3600000.000,1600000.000,1618000.000,1654000.000,2047000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,300000.000,300000.000,169000.000,1923000.000,547000.000
BusinessExitCosts1,,,,,,1407000.000,6587000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,9069000.000,2547000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,741646000.000,-1062172000.000,-32949000.000,213797000.000,245227000.000,67203000.000,-464088000.000
CommonStockDividendsPerShareCashPaid,,,0.180,0.240,0.240,0.240,0.240
CommonStockDividendsPerShareDeclared,,,0.180,0.240,0.240,0.240,0.240
ComprehensiveIncomeNetOfTax,906106000.000,614775000.000,306957000.000,314769000.000,435057000.000,-812503000.000,21969000.000
CostMethodInvestmentsRealizedGains,7900000.000,,,,,,
CostOfGoodsSold,1473274000.000,1465805000.000,1493497000.000,1663730000.000,1843706000.000,1494736000.000,1029527000.000
CostsAndExpenses,2710701000.000,2788894000.000,2873973000.000,3123709000.000,3298144000.000,3542567000.000,2217680000.000
CurrentFederalTaxExpenseBenefit,,,,5774000.000,9096000.000,10756000.000,8289000.000
CurrentForeignTaxExpenseBenefit,3282000.000,-1069000.000,-8289000.000,-18829000.000,785000.000,-4589000.000,19916000.000
