,2017-03-31
AccountsPayableCurrent,3080000.000
AccountsReceivableNetCurrent,62276000.000
AccruedLiabilitiesCurrent,10447000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4552000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1547000.000
AdditionalPaidInCapital,516051000.000
AllowanceForDoubtfulAccountsReceivableCurrent,583000.000
Assets,428182000.000
AssetsCurrent,418830000.000
AssetsFairValueDisclosure,70866000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,0.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,61000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,51379000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,61000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,51318000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,61000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,51318000.000
AvailableForSaleSecuritiesDebtSecurities,51318000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,51318000.000
Cash,268700000.000
CashAndCashEquivalentsAtCarryingValue,288267000.000
CashAndCashEquivalentsFairValueDisclosure,19548000.000
DeferredRevenueCurrent,131320000.000
DeferredRevenueNoncurrent,5393000.000
EmployeeRelatedLiabilitiesCurrent,8695000.000
Goodwill,603000.000
IntangibleAssetsNetExcludingGoodwill,1197000.000
Liabilities,160053000.000
LiabilitiesAndStockholdersEquity,428182000.000
LiabilitiesCurrent,153542000.000
OperatingLeasesFutureMinimumPaymentsDue,23677000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,2955000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,4319000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,4298000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,4475000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,3879000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,3751000.000
OtherAssetsNoncurrent,1124000.000
OtherLiabilitiesNoncurrent,1118000.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,100000000.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,16969000.000
PropertyPlantAndEquipmentNet,6033000.000
RestrictedCashAndCashEquivalentsNoncurrent,395000.000
RetainedEarningsAccumulatedDeficit,-246378000.000
StockholdersEquity,268129000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,268129000.000
