,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,21837000.000,26800000.000,30557000.000,25389000.000,22739000.000,27300000.000,26639000.000,26937000.000,25781000.000,29660000.000,25166000.000,30410000.000,32047000.000,33772000.000,30226000.000
AccountsReceivableNetCurrent,139817000.000,141474000.000,145846000.000,156109000.000,137626000.000,149907000.000,174334000.000,168951000.000,158354000.000,156182000.000,175618000.000,184174000.000,191200000.000,210114000.000,206714000.000
AccruedAdvertisingCurrent,,,,1234000.000,,,,514000.000,,,,352000.000,,,
AccruedIncomeTaxesCurrent,4009000.000,8371000.000,9960000.000,2590000.000,8102000.000,3119000.000,6225000.000,942000.000,9455000.000,10478000.000,17427000.000,18439000.000,647000.000,7030000.000,14990000.000
AccruedLiabilitiesCurrent,,,,58767000.000,41144000.000,33413000.000,36857000.000,48705000.000,45099000.000,56426000.000,48892000.000,64480000.000,73448000.000,79306000.000,78177000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,92750000.000,,,,106813000.000,,,,128528000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,-72000.000,-82000.000,-57000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-22309000.000,-32991000.000,-22407000.000,-25943000.000,,,,-36502000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8088000.000,-7221000.000,-21894000.000,-32014000.000,-22381000.000,-33073000.000,-22464000.000,-26016000.000,-32531000.000,-42892000.000,-40328000.000,-36551000.000,-33088000.000,-29477000.000,-42508000.000
AdditionalPaidInCapitalCommonStock,567275000.000,576008000.000,527192000.000,536836000.000,541403000.000,546426000.000,555026000.000,561063000.000,568664000.000,570679000.000,578160000.000,586673000.000,594110000.000,593613000.000,601116000.000
AllowanceForDoubtfulAccountsReceivableCurrent,107000.000,88000.000,141000.000,86000.000,86000.000,12000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,2500000.000,,,
Assets,645887000.000,681600000.000,665454000.000,713038000.000,712822000.000,684023000.000,745650000.000,796321000.000,790796000.000,823861000.000,874222000.000,950648000.000,949167000.000,994089000.000,1006509000.000
AssetsCurrent,471701000.000,501176000.000,429861000.000,481101000.000,472283000.000,446233000.000,510131000.000,538819000.000,534636000.000,574340000.000,621673000.000,667695000.000,648885000.000,685216000.000,715295000.000
AvailableForSaleSecurities,,,,,,,,,,6016000.000,7310000.000,5870000.000,6169000.000,6309000.000,6255000.000
