,2011-07-03,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28
AllocatedShareBasedCompensationExpense,,,,3000.000,3000.000,,,,,,,65000.000,13000.000
AmortizationOfDebtDiscountPremium,,,94000.000,,,,104000.000,102000.000,280000.000,307000.000,305000.000,308000.000,334000.000
AmortizationOfFinancingCosts,,,413000.000,,,,414000.000,414000.000,575000.000,617000.000,606000.000,604000.000,577000.000
AmortizationOfIntangibleAssets,138000.000,136000.000,126000.000,124000.000,126000.000,127000.000,117000.000,115000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,416000.000,461000.000,,,,-12000.000
BusinessDevelopment,,,,,,,,,,,500000.000,9000.000,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,23000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8956000.000,,,,-24414000.000,,,,-5195000.000,,
ComprehensiveIncomeNetOfTax,,,-4267000.000,-7004000.000,4043000.000,-538000.000,4626000.000,3255000.000,11736000.000,10636000.000,-8719000.000,-13305000.000,-8767000.000
CostOfRevenue,25535000.000,40015000.000,36270000.000,36706000.000,39998000.000,49203000.000,45098000.000,45765000.000,51614000.000,51251000.000,39957000.000,44640000.000,40517000.000
CurrentForeignTaxExpenseBenefit,657000.000,1027000.000,416000.000,330000.000,231000.000,734000.000,741000.000,-54000.000,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,12000.000,,,,
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,0.096,,,,
DeferredForeignIncomeTaxExpenseBenefit,,,-99000.000,167000.000,-7000.000,-22000.000,-60000.000,75000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,-210000.000,,3000.000,,
DefinedBenefitPlanCurtailments,,,1527000.000,,,,,,,,,,
DepreciationDepletionAndAmortization,,,1440000.000,1449000.000,1454000.000,1353000.000,1162000.000,1206000.000,1926000.000,2065000.000,2308000.000,2369000.000,2427000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,,,,,,0.000,683000.000,0.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,,,,3508000.000,2640000.000,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,3343000.000,,,,,,1200000.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,90000.000,,,,-113000.000,,,,14000.000,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,497000.000,224000.000,,681000.000,21000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-11000.000,,,,,,,,,,
GeneralAndAdministrativeExpense,2686000.000,3795000.000,4304000.000,3463000.000,3255000.000,3263000.000,3725000.000,3237000.000,3886000.000,4449000.000,3909000.000,3801000.000,4088000.000
GoodwillTranslationAdjustments,,,,,,,,,,,-389000.000,,
GrossProfit,11015000.000,18862000.000,8307000.000,8406000.000,16557000.000,17881000.000,18751000.000,18470000.000,14583000.000,24903000.000,9812000.000,4993000.000,10597000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,-89000.000,141000.000,152000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1230000.000,4432000.000,-6194000.000,-6168000.000,3233000.000,3824000.000,5751000.000,4179000.000,10947000.000,6552000.000,-7914000.000,-12570000.000,-6324000.000
