,2011-05-31,2012-05-31,2013-05-31,2014-05-31,2015-05-31,2016-05-31,2017-05-31
AllocatedShareBasedCompensationExpense,98000000.000,105000000.000,109000000.000,117000000.000,133000000.000,144000000.000,154000000.000
AmortizationOfIntangibleAssets,,,27000000.000,23000000.000,21000000.000,14000000.000,91000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,9300000.000,12600000.000,11100000.000,3300000.000,2100000.000,3900000.000,4500000.000
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,5.600,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,1566000000.000,
BusinessAcquisitionsProFormaRevenue,,,,,,57899000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,376000000.000,515000000.000,2074000000.000,-2009000000.000,855000000.000,-229000000.000,435000000.000
CommonStockDividendsPerShareDeclared,,,0.560,0.600,0.800,1.000,1.600
ComprehensiveIncomeNetOfTax,1342000000.000,-371000000.000,2694000000.000,2223000000.000,716000000.000,1479000000.000,2751000000.000
CostOfPropertyRepairsAndMaintenance,1979000000.000,1980000000.000,1909000000.000,1862000000.000,2099000000.000,2108000000.000,2374000000.000
CostsAndExpenses,,,,,,,55282000000.000
CurrentFederalTaxExpenseBenefit,79000000.000,-120000000.000,512000000.000,624000000.000,795000000.000,513000000.000,269000000.000
CurrentForeignTaxExpenseBenefit,198000000.000,181000000.000,170000000.000,194000000.000,214000000.000,200000000.000,285000000.000
CurrentIncomeTaxExpenseBenefit,325000000.000,141000000.000,768000000.000,874000000.000,1111000000.000,785000000.000,642000000.000
CurrentStateAndLocalTaxExpenseBenefit,48000000.000,80000000.000,86000000.000,56000000.000,102000000.000,72000000.000,88000000.000
DeferredFederalIncomeTaxExpenseBenefit,485000000.000,947000000.000,175000000.000,238000000.000,-474000000.000,155000000.000,989000000.000
DeferredForeignIncomeTaxExpenseBenefit,-9000000.000,,-42000000.000,18000000.000,-13000000.000,-2000000.000,-108000000.000
DeferredIncomeTaxExpenseBenefit,488000000.000,968000000.000,126000000.000,318000000.000,-534000000.000,135000000.000,940000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,12000000.000,21000000.000,-7000000.000,62000000.000,-47000000.000,-18000000.000,59000000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,,0.080,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,,660000000.000,
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,0.083,0.080,0.077,0.075,0.073,0.083,0.078
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.045,0.045,0.045,0.045,0.045,0.045,0.045
DefinedContributionPlanCostRecognized,257000000.000,338000000.000,354000000.000,363000000.000,385000000.000,416000000.000,480000000.000
Depreciation,1900000000.000,2100000000.000,2300000000.000,2600000000.000,2600000000.000,2600000000.000,2900000000.000
DepreciationAndAmortization,,,,2587000000.000,2611000000.000,2631000000.000,2995000000.000
DepreciationDepletionAndAmortization,1973000000.000,2113000000.000,2386000000.000,2587000000.000,2611000000.000,2631000000.000,2995000000.000
DividendsCommonStockCash,152000000.000,164000000.000,176000000.000,187000000.000,227000000.000,277000000.000,426000000.000
EarningsPerShareBasic,4.610,6.440,4.950,6.820,3.700,6.590,11.240
EarningsPerShareDiluted,4.570,6.410,4.910,6.750,3.650,6.510,11.070
EffectOfExchangeRateOnCashAndCashEquivalents,41000000.000,-27000000.000,5000000.000,-3000000.000,-108000000.000,-102000000.000,-42000000.000
EffectiveIncomeTaxRateContinuingOperations,0.359,0.353,0.364,0.363,0.355,0.336,0.346
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.008,-0.018,-0.007,-0.010,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.017,0.021,0.021,0.023,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,23000000.000,18000000.000,23000000.000,44000000.000,51000000.000,3000000.000,
FiniteLivedIntangibleAssetsAmortizationExpense,32000000.000,18000000.000,,,,,
FuelCosts,4151000000.000,4956000000.000,4746000000.000,4557000000.000,3720000000.000,2399000000.000,2773000000.000
GainLossOnSaleOfInvestments,,,,,,,35000000.000
GoodwillAcquiredDuringPeriod,89000000.000,104000000.000,351000000.000,24000000.000,1133000000.000,2964000000.000,
GoodwillTranslationAndPurchaseAccountingAdjustments,37000000.000,-43000000.000,17000000.000,11000000.000,-113000000.000,-27000000.000,407000000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,29000000.000,134000000.000,100000000.000,,276000000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,905000000.000,919000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2265000000.000,3141000000.000,2455000000.000,3289000000.000,1627000000.000,2740000000.000,4579000000.000
IncomeTaxExpenseBenefit,813000000.000,1109000000.000,894000000.000,1192000000.000,577000000.000,920000000.000,1582000000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,-43000000.000,-50000000.000,-87000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,569000000.000,959000000.000,1603000000.000
IncomeTaxReconciliationOtherAdjustments,,,,,15000000.000,14000000.000,-58000000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,36000000.000,33000000.000,99000000.000
IncomeTaxesPaid,493000000.000,403000000.000,687000000.000,820000000.000,1122000000.000,996000000.000,397000000.000
IncomeTaxesPaidNet,387000000.000,257000000.000,468000000.000,766000000.000,1113000000.000,991000000.000,377000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,370000000.000,144000000.000,10000000.000,-235000000.000,659000000.000,467000000.000,103000000.000
IncreaseDecreaseInOtherOperatingAssets,-114000000.000,-231000000.000,257000000.000,-22000000.000,25000000.000,-234000000.000,-78000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-19000000.000,-41000000.000,-16000000.000,-22000000.000,-37000000.000,-225000000.000,139000000.000
IncreaseDecreaseInReceivables,-400000000.000,-254000000.000,-451000000.000,-516000000.000,-392000000.000,-199000000.000,556000000.000
InterestCostsCapitalized,71000000.000,85000000.000,45000000.000,29000000.000,37000000.000,42000000.000,41000000.000
InterestExpense,-86000000.000,-52000000.000,82000000.000,160000000.000,235000000.000,336000000.000,512000000.000
InterestIncomeExpenseNonoperatingNet,,,,,,-315000000.000,-479000000.000
InterestPaidNet,93000000.000,52000000.000,80000000.000,131000000.000,201000000.000,321000000.000,484000000.000
InvestmentIncomeInterest,9000000.000,13000000.000,21000000.000,18000000.000,14000000.000,21000000.000,33000000.000
LaborAndRelatedExpense,15276000000.000,16099000000.000,16570000000.000,16555000000.000,17110000000.000,18581000000.000,21542000000.000
LeaseAndRentalExpense,2218000000.000,2228000000.000,2253000000.000,2351000000.000,2443000000.000,2608000000.000,2992000000.000
LitigationSettlementAmount,,,,,228000000.000,,
LitigationSettlementExpense,,,,,,,22000000.000
LossContingencyAccrualProvision,,,,,,,39000000.000
LossContingencyLossInPeriod,,,,,,256000000.000,
MarketingAndAdvertisingExpense,375000000.000,421000000.000,424000000.000,407000000.000,403000000.000,417000000.000,458000000.000
NetCashProvidedByUsedInFinancingActivities,-287000000.000,-244000000.000,1184000000.000,-2719000000.000,1349000000.000,3611000000.000,528000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-287000000.000,-244000000.000,1184000000.000,-2719000000.000,1349000000.000,3611000000.000,528000000.000
NetCashProvidedByUsedInInvestingActivities,-3419000000.000,-4049000000.000,-3803000000.000,-3551000000.000,-5752000000.000,-9446000000.000,-4981000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3419000000.000,-4049000000.000,-3803000000.000,-3551000000.000,-5752000000.000,-9446000000.000,-4981000000.000
NetCashProvidedByUsedInOperatingActivities,4041000000.000,4835000000.000,4688000000.000,4264000000.000,5366000000.000,5708000000.000,4930000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4041000000.000,4835000000.000,4688000000.000,4264000000.000,5366000000.000,5708000000.000,4930000000.000
NetIncomeLoss,1452000000.000,2032000000.000,1561000000.000,2097000000.000,1050000000.000,1820000000.000,2997000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,2029000000.000,1558000000.000,2093000000.000,1048000000.000,1818000000.000,2993000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,2029000000.000,1558000000.000,2093000000.000,1048000000.000,1818000000.000,2993000000.000
NonoperatingIncomeExpense,-113000000.000,-45000000.000,-96000000.000,-157000000.000,-240000000.000,-337000000.000,-458000000.000
OperatingCostsAndExpenses,36926000000.000,39494000000.000,,,,,
OperatingExpenses,,,41736000000.000,42121000000.000,45586000000.000,47288000000.000,
OperatingIncomeLoss,2378000000.000,3186000000.000,2551000000.000,3446000000.000,1867000000.000,3077000000.000,5037000000.000
OperatingLeasesRentExpenseContingentRentals,193000000.000,210000000.000,192000000.000,197000000.000,194000000.000,214000000.000,178000000.000
OperatingLeasesRentExpenseMinimumRentals,2025000000.000,2018000000.000,2061000000.000,2154000000.000,2249000000.000,2394000000.000,2814000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-235000000.000,2308000000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,125000000.000,-95000000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,-261000000.000,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,-121000000.000,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,,,,,,-75000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,,,,,,45000000.000,43000000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,-4000000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,41000000.000,-25000000.000,-334000000.000,-261000000.000,-171000000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,-12000000.000,-1000000.000,45000000.000,22000000.000,52000000.000
OtherComprehensiveIncomeLossNetOfTax,,,1133000000.000,126000000.000,-334000000.000,-341000000.000,-246000000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,-246000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,-1092000000.000,-151000000.000,,80000000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,-677000000.000,-104000000.000,-1000000.000,45000000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,,,,,-76000000.000,
OtherComprehensiveIncomeLossTax,,,665000000.000,-103000000.000,44000000.000,67000000.000,9000000.000
OtherCostAndExpenseOperating,5322000000.000,5390000000.000,5672000000.000,5927000000.000,6415000000.000,7251000000.000,8752000000.000
OtherNonoperatingIncomeExpense,-36000000.000,-6000000.000,-35000000.000,-15000000.000,-19000000.000,-22000000.000,21000000.000
PaymentsForRepurchaseOfCommonStock,,197000000.000,246000000.000,4857000000.000,1254000000.000,2722000000.000,509000000.000
PaymentsOfDividends,151000000.000,164000000.000,177000000.000,187000000.000,227000000.000,277000000.000,426000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,96000000.000,116000000.000,483000000.000,36000000.000,1429000000.000,4618000000.000,
PaymentsToAcquireProductiveAssets,3434000000.000,4007000000.000,3375000000.000,3533000000.000,4347000000.000,4818000000.000,5116000000.000
PensionAndOtherPostretirementBenefitExpense,860000000.000,932000000.000,1111000000.000,925000000.000,2615000000.000,2210000000.000,766000000.000
ProceedsFromIncomeTaxRefunds,106000000.000,146000000.000,219000000.000,54000000.000,9000000.000,5000000.000,20000000.000
ProceedsFromIssuanceOfLongTermDebt,,,1739000000.000,1997000000.000,2491000000.000,6519000000.000,1190000000.000
ProceedsFromIssuanceOrSaleOfEquity,108000000.000,128000000.000,280000000.000,557000000.000,320000000.000,183000000.000,337000000.000
ProceedsFromPaymentsForOtherFinancingActivities,-5000000.000,,-18000000.000,-19000000.000,-27000000.000,-54000000.000,18000000.000
ProvisionForDoubtfulAccounts,152000000.000,160000000.000,167000000.000,130000000.000,145000000.000,121000000.000,136000000.000
RepaymentsOfLongTermCapitalLeaseObligations,12000000.000,29000000.000,116000000.000,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,262000000.000,29000000.000,417000000.000,254000000.000,5000000.000,41000000.000,82000000.000
RestructuringCostsAndAssetImpairmentCharges,29000000.000,134000000.000,,,,,
RestructuringSettlementAndImpairmentProvisions,89000000.000,134000000.000,,,,,
Revenues,39304000000.000,42680000000.000,44287000000.000,45567000000.000,47453000000.000,50365000000.000,60319000000.000
SalesRevenueNet,39304000000.000,42680000000.000,44287000000.000,45567000000.000,47453000000.000,50365000000.000,60319000000.000
ShareBasedCompensation,98000000.000,105000000.000,109000000.000,117000000.000,133000000.000,144000000.000,154000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,12198.000,2530.000,27506.000,1425.000,-2310.000,3795.000,2955.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,80.130,100.460,116.120,158.820,159.460
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,235998.000,214435.000,220391.000,191964.000,154115.000,139838.000,153984.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,78.740,88.950,85.450,100.800,148.890,168.830,166.120
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,234716.000,248413.000,253423.000,239716.000,-192920.000,185933.000,177877.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,81.110,78.250,75.460,75.480,88.330,104.420,123.250
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.006,0.006,0.006,0.006,0.004,0.005,0.007
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm,5.900,6.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMaximum,,10.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.340,0.340,0.350,0.350,0.340,0.280,0.250
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.024,0.018,0.009,0.015,0.020,0.019,0.016
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableIntrinsicValue,181000000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm,4.300,4.200,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod,2043050.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,80000000.000,67000000.000,107000000.000,347000000.000,253000000.000,115000000.000,274000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,506446.000,292583.000,464035.000,514240.000,-341666.000,187428.000,296503.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,104.380,84.700,91.440,91.610,107.620,138.400,152.910
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,2474603.000,3303368.000,2547290.000,3482179.000,2445146.000,2229582.000,2783968.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,28.120,29.920,29.200,35.790,53.330,52.400,43.990
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm,5.700,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,70.410,86.150,91.180,100.400,100.650
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,88.080,103.830,150.320,171.410,169.730
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,,,,98000000.000,104000000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,,,,,,2572129.000,2427837.000
ShippingHandlingAndTransportationCosts,,,,,,9966000000.000,13630000000.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,,4172976.000,6700000.000,3700000.000,2000000.000,3500000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,2142410.000,3979359.000,6468517.000,-3516512.000,1822547.000,3330197.000
StockIssuedDuringPeriodValueShareBasedCompensation,224000000.000,239000000.000,399000000.000,700000000.000,481000000.000,311000000.000,473000000.000
TreasuryStockAcquiredAverageCostPerShare,,70.000,91.000,131.830,154.030,149.350,172.130
TreasuryStockSharesAcquired,,,,36800000.000,8100000.000,18200000.000,3000000.000
TreasuryStockValueAcquiredCostMethod,,,,,,2722000000.000,509000000.000
TreasuryStockValueAcquiredParValueMethod,5000000.000,,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,10000000.000,35000000.000,3000000.000,3000000.000,2000000.000,5000000.000,1000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,11000000.000,3000000.000,9000000.000,6000000.000,2000000.000,4000000.000,4000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,,,4000000.000,,,25000000.000,17000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000,3000000.000,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,6000000.000,4000000.000,3000000.000,3000000.000,6000000.000,3000000.000,8000000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,2000000.000,3000000.000,,7000000.000,2000000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,2000000.000,2000000.000,2000000.000,3000000.000,4000000.000,3000000.000,4000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,317000000.000,317000000.000,317000000.000,310000000.000,287000000.000,279000000.000,270000000.000
WeightedAverageNumberOfSharesOutstandingBasic,315000000.000,315000000.000,315000000.000,307000000.000,283000000.000,276000000.000,266000000.000
