,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableTradeCurrent,2542.000,2574000.000,2909.000,3227000.000,4092000.000,2129000.000,1082000.000,712000.000,841000.000,954000.000,1217000.000,1000000.000,844000.000,987000.000,524000.000
AccruedIncomeTaxesCurrent,,179000.000,179.000,171000.000,147000.000,0.000,,,,,,,,,
AccruedIncomeTaxesNoncurrent,3532.000,3943000.000,4629.000,4275000.000,4583000.000,5942000.000,3423000.000,864000.000,0.000,25000.000,0.000,0.000,0.000,0.000,
AccruedRoyaltiesCurrent,823.000,882000.000,,,,301000.000,,,,19000.000,,,,0.000,66000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-272.000,160000.000,-88.000,-318000.000,-178000.000,-538000.000,-437000.000,0.000,20000.000,45000.000,0.000,0.000,0.000,0.000,
AdditionalPaidInCapital,11873.000,,,,,,,,,,91826000.000,91850000.000,91928000.000,91937000.000,91937000.000
Assets,96699.000,103350000.000,109916.000,108615000.000,115600000.000,107970000.000,100245000.000,92689000.000,91185000.000,86648000.000,89823000.000,86841000.000,89344000.000,31374000.000,27991000.000
AssetsCurrent,30336.000,35449000.000,40194.000,38942000.000,42879000.000,34785000.000,27455000.000,20405000.000,16907000.000,13662000.000,15531000.000,10765000.000,11581000.000,7802000.000,4404000.000
AvailableForSaleSecuritiesNoncurrent,1669.000,2540000.000,2159.000,1534000.000,1801000.000,1432000.000,1083000.000,530000.000,560000.000,600000.000,0.000,0.000,0.000,0.000,
CapitalLeaseObligationsCurrent,373.000,360000.000,936.000,973000.000,1261000.000,991000.000,971000.000,953000.000,935000.000,925000.000,1084000.000,401000.000,1917000.000,4377000.000,
CapitalLeaseObligationsNoncurrent,500.000,408000.000,1595.000,1319000.000,1649000.000,1289000.000,1060000.000,829000.000,597000.000,364000.000,0.000,0.000,2929000.000,0.000,
CashAndCashEquivalentsAtCarryingValue,19890.000,16086000.000,19563.000,20881000.000,23374000.000,18986000.000,11749000.000,8392000.000,7385000.000,7951000.000,9024000.000,6060000.000,7240000.000,2896000.000,722000.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,,0.000,,,0.000
CommonStockNoParValue,,,,,0.000,0.000,0.000,,,,,,,,
