,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,106553000.000,129904000.000,87657000.000,131014000.000,117997000.000,114259000.000,102413000.000,123786000.000,139896000.000,127349000.000,87440000.000,107533000.000,135446000.000,139349000.000,114215000.000,131972000.000,177356000.000,170236000.000,162883000.000,185558000.000
AccountsPayableCurrent,49620000.000,56808000.000,39024000.000,45100000.000,45485000.000,43870000.000,39273000.000,49700000.000,58790000.000,53349000.000,34686000.000,43187000.000,67077000.000,70200000.000,59992000.000,74779000.000,91227000.000,90656000.000,89308000.000,96163000.000
AccountsReceivableNetCurrent,,127571000.000,85463000.000,104003000.000,116539000.000,109266000.000,96736000.000,118380000.000,134601000.000,125189000.000,85553000.000,95644000.000,130812000.000,137259000.000,112369000.000,130042000.000,,,,
AccrualForEnvironmentalLossContingencies,,5726000.000,7320000.000,7220000.000,6420000.000,3703000.000,4603000.000,4203000.000,3503000.000,3222000.000,3822000.000,2922000.000,3422000.000,3222000.000,3922000.000,3622000.000,2822000.000,2622000.000,11749000.000,11049000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,,,,,,6000000.000,5500000.000,,
AccruedLiabilitiesCurrent,39528000.000,53046000.000,46097000.000,44250000.000,49138000.000,44021000.000,45349000.000,41450000.000,56400000.000,46933000.000,41133000.000,42661000.000,53948000.000,55599000.000,60802000.000,42333000.000,66041000.000,69885000.000,81509000.000,71504000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,33101000.000,42763000.000,48711000.000,50192000.000,55155000.000,60994000.000,67880000.000,74862000.000,81540000.000,78045000.000,84180000.000,90287000.000,99664000.000,114230000.000,123330000.000,,,152195000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6870000.000,-14995000.000,-17862000.000,10731000.000,14742000.000,12170000.000,41584000.000,44158000.000,50925000.000,41922000.000,2805000.000,4904000.000,-5403000.000,-29802000.000,-54268000.000,-52154000.000,-45867000.000,-50818000.000,-68761000.000,-49626000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2555000.000,2422000.000,2264000.000,2494000.000,2148000.000,2422000.000,1981000.000,2104000.000,2382000.000,2307000.000,2149000.000,1739000.000,2009000.000,2066000.000,1945000.000,2026000.000,3117000.000,2863000.000,3040000.000,3529000.000
AllowanceForNotesAndLoansReceivableCurrent,,386000.000,285000.000,267000.000,308000.000,296000.000,424000.000,409000.000,362000.000,504000.000,557000.000,638000.000,624000.000,620000.000,630000.000,889000.000,1101000.000,1610000.000,1483000.000,1556000.000
AllowanceForNotesAndLoansReceivableNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,1198971000.000,1409447000.000,1378359000.000,1393669000.000,1441629000.000,1453375000.000,1521590000.000,1526435000.000,1555638000.000,1550736000.000,1492905000.000,1557048000.000,1632743000.000,1669097000.000,1684773000.000,1706899000.000,1881229000.000,1933613000.000,1967115000.000,1974383000.000
AssetsCurrent,428478000.000,705428000.000,680752000.000,670236000.000,677189000.000,684932000.000,647950000.000,673496000.000,676467000.000,673016000.000,664422000.000,635752000.000,744430000.000,791039000.000,719474000.000,750065000.000,864619000.000,848296000.000,915511000.000,911883000.000
AssetsFairValueDisclosure,,,,,,,,,,,453720000.000,,,,255365000.000,,,,187532000.000,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,,7779000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,4406000.000,,,,76418000.000,,,,2549000.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000,0.000,23378000.000,0.000,5155000.000,4467000.000,4406000.000,4367000.000,4416000.000,3172000.000,76418000.000,2500000.000,2500000.000,2524000.000,2549000.000,2549000.000,2549000.000,2549000.000,,2549000.000
AvailableForSaleSecuritiesCurrent,,188207000.000,199128000.000,202337000.000,163518000.000,169495000.000,178485000.000,198966000.000,157263000.000,169635000.000,138457000.000,136510000.000,120499000.000,119323000.000,80842000.000,79078000.000,67188000.000,67290000.000,53650000.000,59979000.000
AvailableForSaleSecuritiesNoncurrent,,,153506000.000,134336000.000,126209000.000,122352000.000,131861000.000,132352000.000,137706000.000,118806000.000,131094000.000,164688000.000,87170000.000,68224000.000,66042000.000,69061000.000,80547000.000,77957000.000,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,116000.000,116000.000,116000.000,116000.000,116000.000,,116000.000,116000.000,116000.000,,116000.000,116000.000,116000.000,,,,,,
Capital,,,,,,,,,,,42861000.000,,48509000.000,54357000.000,65353000.000,74211000.000,81995000.000,83287000.000,90369000.000,93555000.000
CapitalLeaseObligations,,2637000.000,2684000.000,2259000.000,2011000.000,1802000.000,1687000.000,1448000.000,1250000.000,1050000.000,774000.000,656000.000,567000.000,232000.000,2927000.000,2595000.000,,,,
CapitalLeaseObligationsCurrent,,823000.000,1039000.000,955000.000,944000.000,937000.000,953000.000,825000.000,705000.000,625000.000,486000.000,483000.000,447000.000,85000.000,1028000.000,981000.000,,,,
