,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AccruedLiabilitiesCurrentAndNoncurrent,7036.000,4920.000,6276.000,8396.000,9484.000,4444.000,6032.000,7075.000,3186.000,3586.000,4029.000,3955.000,4030.000,4230.000,4525.000,5295.000,3795.000,3995.000,3645.000
AdditionalPaidInCapital,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
Assets,,,80.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,80.000,0.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
CumulativeEarningsDeficit,,,,,,,,,,,,,,,,,-66347.000,-68122.000,-69197.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,51096.000,52684.000,54127.000,55182.000,56182.000,58126.000,59875.000,61145.000,63823.000,65118.000,65888.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,11641.000,15475.000,15575.000,15575.000,15575.000,21652.000,21652.000,22052.000,26996.000,27596.000,29097.000,30920.000,32115.000,34593.000,35593.000,35593.000,37552.000,39127.000,40552.000
Liabilities,18677.000,20395.000,21851.000,23971.000,25059.000,26096.000,27684.000,29127.000,30182.000,31182.000,33126.000,34875.000,36145.000,38823.000,40118.000,40888.000,41347.000,43122.000,44197.000
LiabilitiesAndStockholdersEquity,0.000,,80.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,0.000,,,,,,
PreferredStockValueOutstanding,,,,,,,,,,,,0.000,0.000,,,,,,
RetainedEarningsAccumulatedDeficit,-43677.000,-45395.000,-46771.000,-48971.000,-50059.000,51096.000,52684.000,54127.000,55182.000,56182.000,58126.000,59875.000,61145.000,63823.000,65118.000,65888.000,66347.000,68122.000,69197.000
SharesOutstanding,,,,,-25059.000,,,,,,,,,,,,,,
StockholdersEquity,-18677.000,-20395.000,-21771.000,-23971.000,-25059.000,-26096.000,-27684.000,-29127.000,-30182.000,-31182.000,-33126.000,-34875.000,-36145.000,-38823.000,-40118.000,-40888.000,-41347.000,-43122.000,-44197.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-18677.000,,-21771.000,-23971.000,,-26096.000,-27684.000,-29127.000,-30182.000,-31182.000,-33126.000,-34875.000,-36145.000,,,,,,
