,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2013-10-27,2014-01-26,2014-04-27,2014-07-27,2014-10-26,2015-01-25,2015-04-26,2015-07-26,2015-10-25,2016-01-31
AccountsPayableCurrent,30182000.000,33914000.000,34788000.000,31491000.000,35894000.000,42529000.000,35634000.000,35257000.000,39610000.000,50977000.000,46942000.000,44904000.000,44921000.000,51247000.000,45592000.000,47548000.000,48106000.000,48871000.000,49289000.000
AccountsReceivableNet,,,,,,,246000.000,,,,186000.000,,,,159000.000,,,,76000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,3336000.000,,,,4193000.000,5015000.000,4769000.000,5111000.000,4619000.000,5223000.000,5132000.000,5046000.000,
AccruedIncomeTaxesCurrent,,,,,,,5824000.000,,,,0.000,15316000.000,,,,12905000.000,,,
AccruedInsuranceCurrentAndNoncurrent,,,,,,,14232000.000,,,,17356000.000,,,,21802000.000,,,,24672000.000
AccruedLiabilitiesCurrent,43065000.000,52463000.000,46354000.000,53179000.000,45888000.000,46051000.000,54385000.000,63808000.000,62090000.000,63440000.000,63694000.000,80492000.000,67050000.000,71339000.000,74641000.000,87121000.000,75147000.000,78287000.000,82763000.000
AccruedSalariesCurrent,,,,,,,,,,,,26028000.000,29619000.000,31416000.000,,29783000.000,31701000.000,33884000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,152821000.000,161359000.000,168518000.000,178879000.000,187597000.000,198356000.000,207060000.000,217258000.000,228455000.000,241307000.000,280669000.000,295749000.000,310162000.000,305957000.000,327489000.000,347856000.000,355009000.000,366770000.000,383837000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-486000.000,-308000.000,0.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,96951000.000,97522000.000,98622000.000,99961000.000,101203000.000,103227000.000,105431000.000,107362000.000,110049000.000,111528000.000,113029000.000,114781000.000,116677000.000,118588000.000,122526000.000,126442000.000,126857000.000,127950000.000,129031000.000
Assets,291395000.000,315694000.000,323340000.000,324471000.000,346879000.000,366228000.000,385369000.000,395031000.000,449337000.000,485043000.000,469628000.000,484907000.000,491112000.000,512845000.000,537452000.000,571316000.000,578533000.000,556924000.000,582118000.000
AssetsCurrent,53033000.000,64824000.000,63067000.000,60001000.000,65695000.000,76038000.000,71011000.000,70105000.000,79525000.000,89665000.000,87762000.000,91718000.000,96569000.000,111590000.000,134377000.000,166930000.000,160686000.000,131452000.000,146754000.000
BuildingsAndImprovementsGross,4161000.000,4579000.000,15077000.000,14861000.000,14992000.000,19016000.000,19106000.000,19086000.000,56197000.000,60887000.000,61338000.000,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,15517000.000,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,,,,42707000.000,,,,46506000.000,,,,46557000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,62755000.000,71196000.000,,,,,,,,,
