,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentForAmortization,451000.000,450000.000,409000.000,410000.000,369000.000,290000.000,372000.000,378000.000,355000.000,363000.000,336000.000
AmortizationOfFinancingCosts,,,130000.000,,,,139000.000,,,,138000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,198000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,3308000.000,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,94000.000,230000.000,0.000,1000.000,330000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,409000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3561000.000,,,,-2191000.000,,,,-220000.000
CommonStockDividendsPerShareDeclared,0.120,0.130,0.120,0.120,0.130,,0.120,0.120,0.130,,0.120
Depreciation,908000.000,909000.000,842000.000,,,,769000.000,,,,763000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,181000.000,150000.000,164000.000,182000.000,142000.000,154000.000,150000.000,173000.000,204000.000,164000.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,,,,0.000,3721000.000,,0.000,0.000,0.000,0.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,3715000.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,0.000,6000.000,,,,,,
DividendsCommonStock,,,1254000.000,,,,1245000.000,,,,1245000.000
EarningsPerShareBasicAndDiluted,0.010,-0.000,0.010,0.010,0.370,0.010,0.010,0.000,0.040,0.020,0.000
GeneralAndAdministrativeExpense,130000.000,182000.000,202000.000,168000.000,195000.000,242000.000,208000.000,215000.000,168000.000,238000.000,180000.000
IncomeLossFromContinuingOperations,,,90000.000,86000.000,50000.000,40000.000,120000.000,-44000.000,416000.000,245000.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.010,0.010,0.010,-0.000,0.010,0.000,0.040,0.020,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,0.370,,0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-132000.000,,,,-178000.000,,,,118000.000
IncreaseDecreaseInDueToAffiliates,,,-3000.000,,,,-2000.000,,,,32000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-28000.000,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,55000.000,,,,-32000.000,,,,-26000.000
InterestExpense,2117000.000,2168000.000,1857000.000,1824000.000,1543000.000,1009000.000,1493000.000,1508000.000,1524000.000,1531000.000,1491000.000
InterestPaid,,,1763000.000,,,,1359000.000,,,,1355000.000
NetCashProvidedByUsedInFinancingActivities,,,-4550000.000,,,,-1431000.000,,,,-1442000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4550000.000,,,,-1431000.000,,,,-1442000.000
NetCashProvidedByUsedInInvestingActivities,,,-74000.000,,,,-1739000.000,,,,17000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-74000.000,,,,-1739000.000,,,,17000.000
NetCashProvidedByUsedInOperatingActivities,,,1063000.000,,,,979000.000,,,,1205000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1063000.000,,,,979000.000,,,,1205000.000
NetIncomeLoss,116000.000,-9000.000,90000.000,86000.000,3771000.000,102000.000,120000.000,-44000.000,416000.000,245000.000,36000.000
NonoperatingIncomeExpense,-2117000.000,-2168000.000,-1857000.000,-1824000.000,-1543000.000,,,,-1392000.000,,-1491000.000
OperatingExpenses,1769000.000,1839000.000,1715000.000,1695000.000,1595000.000,1333000.000,1694000.000,1860000.000,1563000.000,1685000.000,1877000.000
OperatingIncomeLoss,2233000.000,2159000.000,1947000.000,1910000.000,1593000.000,1049000.000,1613000.000,1464000.000,1808000.000,1768000.000,1527000.000
OperatingLeasesIncomeStatementLeaseRevenue,,3901000.000,3557000.000,3504000.000,3094000.000,2293000.000,3187000.000,3244000.000,3259000.000,3313000.000,3268000.000
OtherIncome,,,,,,,,,132000.000,,
OwnedPropertyManagementCosts,118000.000,117000.000,112000.000,,,,,,,,
PaymentsOfDividends,,,1256000.000,,,,1243000.000,,,,1245000.000
PaymentsOfFinancingCosts,,,5000.000,,,,0.000,,,,
RealEstateImprovements,,,-19000.000,,,,,,,,
RepaymentsOfNotesPayable,,,3289000.000,,,,188000.000,,,,197000.000
Revenues,4002000.000,3998000.000,3662000.000,3605000.000,3188000.000,2382000.000,3307000.000,3324000.000,3371000.000,3453000.000,3404000.000
SalesRevenueNet,4002000.000,3998000.000,3662000.000,3605000.000,3188000.000,2382000.000,3307000.000,3324000.000,3239000.000,3453000.000,3404000.000
TenantReimbursements,98000.000,97000.000,105000.000,101000.000,94000.000,89000.000,120000.000,80000.000,112000.000,140000.000,136000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,10090951.000,10090951.000,,10090951.000,10090951.000,10090951.000,-20181902.000,10090951.000
