,2012-09-30,2013-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,
EarningsPerShareBasic,-0.000,-0.000
GeneralAndAdministrativeExpense,1000.000,500.000
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccountsPayable,,500.000
IncreaseDecreaseInOperatingCapital,0.000,
InterestPaid,0.000,
NetCashProvidedByUsedInFinancingActivities,1000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1000.000,
NetCashProvidedByUsedInInvestingActivities,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInOperatingActivities,-1000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1000.000,
NetIncomeLoss,-1000.000,-500.000
OperatingExpenses,1000.000,500.000
ProceedsFromRelatedPartyDebt,1000.000,
Revenues,0.000,
SalesRevenueNet,0.000,
ShareBasedCompensation,0.000,
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,10000000.000
