,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1557000.000,1692000.000,574000.000,750000.000,781000.000,1198000.000,692000.000,909000.000,710000.000,690000.000,1030000.000,748000.000,809000.000,1028000.000,615000.000,675000.000,1294000.000,513000.000,840000.000,671000.000,819000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,175000.000,120000.000,30205000.000,
AccountsReceivableRelatedParties,,377000.000,291000.000,,,,,,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,494000.000,377000.000,291000.000,1156000.000,934000.000,902000.000,523000.000,393000.000,4000.000,0.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,3513000.000,4758000.000,6023000.000,6267000.000,5440000.000,5543000.000,5004000.000,5649000.000,6187000.000,7130000.000,7050000.000,7442000.000,6937000.000,4213000.000,4919000.000,4819000.000,6094000.000,6720000.000,7188000.000,8645000.000,6809000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,422000.000,516000.000,254000.000,425000.000,330000.000,516000.000,454000.000,471000.000,461000.000,456000.000,421000.000,996000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,6303000.000,,,,,,,,7324000.000,,,,7611000.000,,,,7950000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,6303000.000,,,,6866000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-21000.000,-30000.000,51000.000,2000.000,-7000.000,-164000.000,9000.000,40000.000,58000.000,22000.000,-14000.000,-70000.000,8000.000,11000.000,44000.000,-40000.000,16000.000,80000.000,-4000.000,-50000.000,-84000.000
AdditionalPaidInCapital,239764000.000,240695000.000,242326000.000,244513000.000,247653000.000,314576000.000,316467000.000,318103000.000,321499000.000,324040000.000,326095000.000,328440000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,331170000.000,334741000.000,336947000.000,339615000.000,342128000.000,351740000.000,353720000.000,356966000.000,359429000.000
Assets,150115000.000,140214000.000,130644000.000,122323000.000,113186000.000,169656000.000,159953000.000,152422000.000,144461000.000,135546000.000,126823000.000,116981000.000,107336000.000,96319000.000,87194000.000,78155000.000,67365000.000,142274000.000,133747000.000,155872000.000,152371000.000
AssetsCurrent,121469000.000,133216000.000,126513000.000,104480000.000,77781000.000,131667000.000,125622000.000,134302000.000,133687000.000,100799000.000,86066000.000,74329000.000,76053000.000,71359000.000,74169000.000,72035000.000,65180000.000,127041000.000,122668000.000,148691000.000,119854000.000
AssetsFairValueDisclosure,,135335000.000,127522000.000,117565000.000,108160000.000,164243000.000,156281000.000,147828000.000,140322000.000,131382000.000,122438000.000,,,,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,19000.000,86000.000,26000.000,1000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,3000.000,6000.000,31000.000,51000.000,84000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,135365000.000,127471000.000,117563000.000,108167000.000,,,,140263000.000,131359000.000,122453000.000,,,,,,64418000.000,139564000.000,130302000.000,121533000.000,148829000.000
AvailableForSaleSecurities,,,,,,164243000.000,156281000.000,147828000.000,,131382000.000,122438000.000,114467000.000,103629000.000,92214000.000,83821000.000,74806000.000,64434000.000,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,29000.000,13000.000,39000.000,40000.000,48000.000,1000.000,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,44000.000,83000.000,31000.000,29000.000,4000.000,41000.000,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,114537000.000,103621000.000,92203000.000,83777000.000,74846000.000,,,,,
AvailableForSaleSecuritiesAndHeldToMaturitySecurities,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,57282000.000,49406000.000,58877000.000,58816000.000,58455000.000,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,,,,,,,,64434000.000,139644000.000,130297000.000,121483000.000,148745000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,,,,,,,,,50769000.000,103784000.000,107728000.000,105740000.000,99493000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,,,,,,,,,,,,,,,1100000.000,14145000.000,10016000.000,5997000.000,31203000.000
AvailableForSaleSecuritiesFairValueDisclosure,,135335000.000,127522000.000,117565000.000,108160000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,46000.000,5000.000,26000.000,29000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,,41263000.000,29927000.000,23724000.000,11850000.000,5011000.000,1100000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,16000.000,56000.000,28000.000,22000.000,,,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,506000.000,511000.000,517000.000,522000.000,527000.000,,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,807000.000,666000.000,523000.000,379000.000,233000.000,,,,,,,,,,,,,,,,
Cash,,,,,,,,2000000.000,1600000.000,1800000.000,2200000.000,200000.000,1100000.000,2000000.000,1400000.000,1500000.000,900000.000,200000.000,1300000.000,2300000.000,900000.000
CashAndCashEquivalentsAtCarryingValue,20733000.000,2756000.000,13115000.000,8460000.000,11637000.000,50278000.000,22315000.000,10258000.000,11628000.000,13107000.000,20896000.000,16075000.000,25436000.000,11570000.000,14572000.000,12823000.000,13420000.000,21925000.000,13867000.000,12024000.000,18954000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,15922000.000,24296000.000,9613000.000,13155000.000,11340000.000,12565000.000,21715000.000,12553000.000,9746000.000,18049000.000
CashEquivalentsAtCarryingValue,,,,,10089000.000,48141000.000,21326000.000,8212000.000,10041000.000,11259000.000,18671000.000,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,150000.000,150000.000,,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
