,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsAndNotesReceivableNet,127488000.000,128211000.000,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,35751000.000,44173000.000,62738000.000,42537000.000,54915000.000,49325000.000,62346000.000,44605000.000,46296000.000,51522000.000,67321000.000
AccountsReceivableRelatedParties,1378000.000,1451000.000,2088000.000,2698000.000,2975000.000,3778000.000,3745000.000,3844000.000,1947000.000,3762000.000,4017000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,1100000.000,,,,4200000.000,,,,6500000.000
AccruedIncomeTaxes,,,,,,,,3942000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,6002000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7194000.000,4064000.000,4517000.000,4647000.000,4754000.000,4769000.000,4788000.000,4967000.000,5101000.000,5122000.000,5106000.000
AdvancesToAffiliate,,,,,,,,,,,8727000.000
Assets,1285942000.000,1330391000.000,1373537000.000,1383503000.000,1411557000.000,1442963000.000,1505333000.000,1523447000.000,1546906000.000,1603645000.000,1666710000.000
AvailableForSaleSecuritiesAmortizedCost,17239000.000,7241000.000,4651000.000,,,,,,,,
AvailableForSaleSecuritiesCurrent,29025000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,1017000.000,1017000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,7414000.000,8168000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,435000.000,378000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,525000.000,478000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,225000.000,219000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,314000.000,347000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,7237000.000,4646000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,5499000.000,2998000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,5592000.000,3025000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,61000.000,34000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,72000.000,45000.000,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,13917000.000,12063000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,3000.000,8000.000,0.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,11789000.000,6691000.000,7427000.000,,,,,,,,
BilledContractReceivables,,2312000.000,3325000.000,3205000.000,3095000.000,3095000.000,3093000.000,1932000.000,1633000.000,1317000.000,1317000.000
CashAndCashEquivalentsAtCarryingValue,240937000.000,205640000.000,279756000.000,251478000.000,157997000.000,143198000.000,206205000.000,104775000.000,83408000.000,139282000.000,236902000.000
CommitmentsAndContingencies,,,257399000.000,254144000.000,253403000.000,255296000.000,241951000.000,232739000.000,231799000.000,240984000.000,232904000.000
DeferredIncomeTaxLiabilities,,,4142000.000,,,,1544000.000,,,,635000.000
DeferredRevenue,26886000.000,26422000.000,30902000.000,30141000.000,31943000.000,30117000.000,30036000.000,28182000.000,27317000.000,23471000.000,22769000.000
DeferredTaxAssetsDeferredIncome,,,0.000,,,,,,,,
