,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-08-31
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,2329.000,195338.000
AccountsReceivableNetCurrent,600.000,600.000,600.000,7000.000,7000.000,920.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,127347.000,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,210453.000,283986.000,352476.000,410134.000,483129.000,104340.000,218972.000,219494.000,
AccruedSalariesCurrent,,,,,,,24000.000,24000.000,96000.000,144000.000,24000.000,60000.000,108000.000,156000.000,
AdditionalPaidInCapitalCommonStock,76142.000,76142.000,989591.000,989591.000,1004434.000,1015179.000,1027161.000,1027161.000,1039147.000,1039147.000,1039147.000,7638340.000,8940500.000,8940500.000,9306860.000
Assets,27944.000,9123.000,49630.000,38741.000,16645.000,25522.000,15408.000,23918.000,24333.000,5537.000,7047.000,4619995.000,5264535.000,5358227.000,5011743.000
AssetsCurrent,27944.000,9123.000,49630.000,,,,,,,,,90605.000,640431.000,650982.000,611743.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,4389390.000,4484104.000,,4260000.000
Cash,27344.000,8523.000,41253.000,23704.000,3148.000,18039.000,8845.000,2178.000,2593.000,5537.000,7047.000,39605.000,16039.000,115893.000,251762.000
CashAndCashEquivalentsAtCarryingValue,27344.000,8523.000,41253.000,23704.000,3148.000,18039.000,8845.000,2178.000,2593.000,5537.000,7047.000,39605.000,16039.000,115893.000,251762.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,250000.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,,57615000.000,62182477.000,62182477.000,62382477.000,62882477.000,64700659.000,64700659.000,66146442.000,66146442.000,66146442.000,144171187.000,152046210.000,152046210.000,156803649.000
CommonStockSharesOutstanding,57615000.000,57615000.000,62182477.000,62182477.000,62382477.000,62882477.000,64700659.000,64700659.000,66146442.000,66146442.000,66146442.000,144171187.000,152046210.000,152046210.000,156803649.000
CommonStockValue,576.000,576.000,622.000,622.000,624.000,629.000,647.000,647.000,661.000,661.000,661.000,1441.000,1521.000,1521.000,1570.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,967346.000
ConvertibleNotesPayable,,,,,,,,,,,,,,180000.000,92885.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,168775.000
ConvertibleSubordinatedDebt,,,,,,,,,,,,,,,52982.000
ConvertibleSubordinatedDebtCurrent,,,,,,,,,,,,,,,261660.000
CumulativeEarningsDeficit,,,,,1569618.000,,1914674.000,,,,,,,,
CustomerDepositsCurrent,,,3200.000,,,,,,,,,,,50000.000,100000.000
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,,,,,,,,,,,41454.000,
DebtInstrumentFaceAmount,,,,118165.000,287774.000,287774.000,44940.000,34380.000,80330.000,44940.000,85500.000,,50000.000,180000.000,
DebtInstrumentInterestRateEffectivePercentage,,,,0.100,0.100,,0.080,0.080,0.080,,,,0.180,0.080,
DebtInstrumentUnamortizedDiscount,,,,,,,63852.000,63120.000,5170.000,,,,,,36268.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,705686.000
DeferredOfferingCosts,,,27155.000,27155.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,802059.000,582221.000,662799.000,622799.000,1015897.000,719014.000,1303710.000,1772744.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,,,,,4567245.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,0.000,0.000,0.000,,,,,
DeferredTaxAssetsNet,,,,-582221.000,-660103.000,-727719.000,,-582221.000,,,,,,,
DeferredTaxAssetsNetCurrent,,,,582221.000,660103.000,727719.000,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,0.000,0.000,0.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,3000000.000
