,2011-09-30,2011-12-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,1342843.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,4695399.000,,11721205.000,7712924.000,8173356.000,16543261.000,28393037.000,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,,24290625.000,23900432.000,28096948.000,27761000.000,28826000.000,37834000.000,40442000.000,39652000.000,39365000.000,39098000.000,36093000.000,9625000.000,10891000.000
AccountsReceivableGrossCurrent,,,4416193.000,8964808.000,10492646.000,11833677.000,14830487.000,20274972.000,19849929.000,24224380.000,18665000.000,,,,26057000.000,,,,15574000.000,
AccountsReceivableNetCurrent,3605076.000,2569092.000,3302344.000,8028406.000,9235094.000,10911439.000,13741180.000,19634074.000,19197544.000,23220072.000,16644000.000,18959000.000,24607000.000,15586000.000,22003000.000,22339000.000,20217000.000,15872000.000,13353000.000,15236000.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,1717265.000,2235759.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,25832.000,6430.000,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,3188048.000,4527085.000,4894350.000,7023000.000,6050000.000,9121000.000,10986000.000,12526000.000,12738000.000,11538000.000,10065000.000,9051000.000,8180000.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,143000.000,40707.000,87339.000,78081.000,,,,,,,,,,,,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,516490.000,335433.000,335433.000,335433.000,335433.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,674941.000,836282.000,1008323.000,1185830.000,1360991.000,1665164.000,1995548.000,2266984.000,2632000.000,3009000.000,3465000.000,3543000.000,3960000.000,4294000.000,4087000.000,4195000.000,4119000.000,4405000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-7917.000,-6068.000,-1841.000,43571.000,-14042.000,-18289.000,4665.000,-32392.000,-66000.000,-146000.000,-243000.000,-171000.000,-172000.000,-177000.000,-166000.000,-212000.000,-162000.000,-156000.000
AdditionalPaidInCapital,28711667.000,31579538.000,54817341.000,79262218.000,87061004.000,101025625.000,103064901.000,115395134.000,118259128.000,125014545.000,129130000.000,134278000.000,138600000.000,142458000.000,147646000.000,152436000.000,153506000.000,153562000.000,156301000.000,156908000.000
AggregateIndebtedness,,,,,,,,,,,,,,,,,,,39000000.000,38525000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,25129.000,119709.000,253552.000,172238.000,29307.000,105277.000,141319.000,153033.000,159000.000,187000.000,229000.000,297000.000,347000.000,293000.000,299000.000,329000.000,462000.000,521000.000
Assets,5717368.000,5046128.000,6766727.000,20537257.000,23250785.000,41547463.000,52157696.000,65617662.000,66932918.000,79610086.000,66356000.000,67901000.000,75091000.000,62243000.000,63781000.000,61233000.000,50627000.000,38335000.000,34096000.000,31109000.000
AssetsCurrent,4673570.000,4016833.000,4949881.000,18982167.000,21748744.000,34407715.000,44526480.000,48998928.000,50547702.000,59027678.000,46417000.000,45766000.000,53164000.000,45169000.000,47279000.000,45189000.000,44789000.000,32899000.000,28794000.000,26552000.000
AssetsFairValueDisclosure,,,,,,2617925.000,378963.000,215000.000,0.000,,,,,,0.000,,,,,
AssetsNoncurrent,,,1816846.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,925574.000,259715.000,215000.000,0.000,,,,,,,,,,,
BankOverdrafts,27008.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,9840000.000,,,,,,,,,,
BusinessAcquisitionSharePrice,,,,,,,,10.000,10.000,8.200,,8.200,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,11239392.000,7155662.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,3183152.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,577453.000,577453.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,806212.000,806212.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,327038.000,327038.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,76423.000,76423.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,7155662.000,,7133000.000,,,,,,,,,,
