,2016-09-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,175000.000
AmortizationOfFinancingCosts,1484000.000,1936000.000
AmortizationOfFinancingCostsAndDiscounts,,1979000.000
AssetImpairmentCharges,49640000.000,
CargoAndFreightRevenue,13905000.000,21627000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,9066000.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,6263000.000,3318000.000
ComprehensiveIncomeNetOfTax,-44249000.000,21188000.000
CostsAndExpenses,128529000.000,75406000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,552000.000,
DebtorReorganizationItemsOtherExpenseIncome,3277000.000,
DepreciationDepletionAndAmortization,20376000.000,18616000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-157000.000,-131000.000
EarningsPerShareBasicAndDiluted,-1.740,0.620
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,23990000.000,26331000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,61955000.000,60969000.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,-49640000.000,
GeneralAndAdministrativeExpense,9894000.000,6358000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-50882000.000,18071000.000
IncomeLossFromEquityMethodInvestments,12488000.000,13606000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,13436000.000
IncomeTaxExpenseBenefit,-20000.000,4000.000
IncreaseDecreaseInOperatingLiabilities,,-6713000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-628000.000
IncreaseDecreaseInReceivables,,457000.000
InterestExpense,9519000.000,8965000.000
InterestExpenseDebt,9212000.000,8735000.000
LeaseAndRentalExpense,9613000.000,11351000.000
NetCashProvidedByUsedInFinancingActivities,,-1710000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1710000.000
NetCashProvidedByUsedInInvestingActivities,,-497000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-497000.000
NetCashProvidedByUsedInOperatingActivities,,11273000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,11273000.000
NetIncomeLoss,-50862000.000,18067000.000
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,0.000,
NonoperatingIncomeExpense,,86000.000
OperatingIncomeLoss,-47758000.000,13344000.000
OperatingLeasesIncomeStatementLeaseRevenue,24012000.000,17350000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,-45000.000,18000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,305000.000,-179000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,2302000.000,-270000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,6263000.000,3318000.000
OtherComprehensiveIncomeLossNetOfTax,6613000.000,3121000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,350000.000,-197000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,350000.000,-197000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-3961000.000,-3588000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2302000.000,-270000.000
OtherNoncashIncomeExpense,,-131000.000
OtherNonoperatingIncomeExpense,-2244000.000,86000.000
PaymentsForAdvanceToAffiliate,,74000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,164000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,26000.000
PaymentsToAcquirePropertyPlantAndEquipment,,397000.000
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,-1546000.000
ReorganizationItems,3849000.000,
Revenues,80771000.000,88750000.000
SalesRevenueNet,80771000.000,88750000.000
ShareBasedCompensation,,740000.000
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,,227000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,15289.000
WeightedAverageNumberOfDilutedSharesOutstanding,,29195544.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,29157387.000,
WeightedAverageNumberOfSharesOutstandingBasic,,29180255.000
