,2012-03-31,2012-09-30
AccountsPayableCurrent,100909.000,114592.000
AccruedLiabilitiesCurrent,59419.000,60726.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2477.000,-2477.000
AdditionalPaidInCapital,174980.000,174980.000
Assets,9960.000,2998.000
BankOverdrafts,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,6952.000,2998.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000
CommonStockSharesIssued,91827466.000,91827466.000
CommonStockSharesOutstanding,91827466.000,91827466.000
CommonStockValue,91827.000,91827.000
ConvertibleDebtCurrent,159000.000,159000.000
DueToRelatedPartiesCurrent,706153.000,707906.000
DueToRelatedPartiesCurrentAndNoncurrent,,179117.000
Liabilities,1025481.000,1042224.000
LiabilitiesAndStockholdersEquity,9960.000,2998.000
OtherAdditionalCapital,31250.000,34250.000
PrepaidExpenseCurrent,3008.000,
RetainedEarningsAccumulatedDeficit,-1311101.000,-1337806.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1015521.000,-1039226.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,91827466.000,91827466.000
