,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,21852000.000,17710000.000,17961000.000,,15501000.000,13598000.000,13547000.000,,13023000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,3175000.000,3482000.000,3690000.000,4846000.000,6999000.000,8336000.000,21852000.000,17710000.000,17961000.000,16565000.000,15501000.000,13598000.000,13547000.000,18820000.000,13023000.000
AccountsPayableCurrent,1126000.000,1442000.000,1246000.000,1472000.000,3039000.000,2068000.000,3180000.000,2072000.000,2022000.000,1629000.000,3722000.000,2270000.000,2120000.000,5610000.000,1957000.000
AccruedIncomeTaxes,,,,,,,12331000.000,8655000.000,5699000.000,1721000.000,0.000,0.000,0.000,0.000,
AccruedLiabilitiesAndOtherLiabilities,998000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,950000.000,,,,1023000.000,,,,1275000.000,,,,2245000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-21000.000,-13000.000,-9000.000,-107000.000,-58000.000,-41000.000,-32000.000,-179000.000,-68000.000,-10000.000,-13000.000,-68000.000,-105000.000
AdditionalPaidInCapital,1123000.000,162021000.000,164008000.000,166398000.000,168844000.000,171326000.000,209092000.000,213106000.000,229670000.000,236492000.000,240154000.000,246070000.000,415638000.000,422002000.000,426597000.000
Assets,7242000.000,70458000.000,65961000.000,57702000.000,173283000.000,161085000.000,195197000.000,176337000.000,175239000.000,159127000.000,139201000.000,120130000.000,265918000.000,248254000.000,225408000.000
AssetsCurrent,7066000.000,70267000.000,65783000.000,57254000.000,171717000.000,141047000.000,170955000.000,159907000.000,156586000.000,138427000.000,120691000.000,108202000.000,256542000.000,237690000.000,210215000.000
AssetsFairValueDisclosure,,,65111000.000,56573000.000,171061000.000,,179310000.000,162929000.000,162945000.000,150370000.000,130769000.000,112136000.000,255602000.000,233662000.000,207864000.000
AvailableForSaleSecurities,,,29268000.000,28697000.000,,72614000.000,179310000.000,162929000.000,162945000.000,59310000.000,130769000.000,112136000.000,255602000.000,35717000.000,207864000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,2000.000,5000.000,9000.000,10000.000,1000.000,14000.000,24000.000,14000.000,8000.000,2000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,109000.000,62000.000,50000.000,42000.000,180000.000,82000.000,34000.000,27000.000,76000.000,107000.000
AvailableForSaleSecuritiesAmortizedCost,,,29289000.000,28710000.000,,72721000.000,179367000.000,162970000.000,162977000.000,59489000.000,130837000.000,112146000.000,255615000.000,35785000.000,207969000.000
CapitalLeaseObligations,,,,,,,,,,,,,,,4200000.000
CashAndCashEquivalentsAtCarryingValue,4619000.000,69649000.000,35843000.000,27876000.000,148884000.000,85586000.000,113450000.000,100916000.000,106946000.000,91060000.000,74266000.000,58519000.000,211938000.000,197945000.000,139534000.000
CashAndCashEquivalentsFairValueDisclosure,,,35843000.000,27876000.000,148884000.000,85586000.000,113450000.000,100916000.000,106946000.000,91060000.000,74266000.000,58519000.000,211938000.000,197945000.000,139534000.000
CashFDICInsuredAmount,,250000.000,,,,250000.000,,,,250000.000,,,,250000.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,22000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,1021209.000,23285549.000,23328576.000,23866830.000,23967696.000,24018577.000,25275672.000,25499192.000,26290705.000,26458495.000,26518449.000,26649605.000,33376170.000,33458607.000,33634673.000
CommonStockSharesOutstanding,1021209.000,23285549.000,23328576.000,23866830.000,23967696.000,24018577.000,25275672.000,25499192.000,26290705.000,26458495.000,26518449.000,26649605.000,33376170.000,33458607.000,33634673.000
CommonStockValue,1000.000,23000.000,23000.000,24000.000,24000.000,24000.000,25000.000,25000.000,26000.000,26000.000,27000.000,27000.000,33000.000,33000.000,34000.000
ConvertibleDebt,,,,,,125000000.000,,,,125000000.000,125000000.000,125000000.000,125000000.000,,
ConvertibleLongTermNotesPayable,,,,,124125000.000,124156000.000,124187000.000,124218000.000,124250000.000,123236000.000,123310000.000,123387000.000,123463000.000,123539000.000,123615000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,125000000.000,125000000.000
DebtInstrumentUnamortizedDiscount,,,,,,875000.000,,,,2146000.000,2146000.000,2146000.000,2147000.000,,
DeferredFinanceCostsNoncurrentNet,,,,,,,1378000.000,1331000.000,1266000.000,,,,,,
DeferredIncomeTaxLiabilities,,782000.000,,,,693000.000,,,,,,,,,
DeferredOfferingCosts,2330000.000,,,,,,,,,,,,,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,556000.000,,,,631000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,35428000.000,,,,42863000.000,,,,6335000.000,,,,39188000.000,
DeferredTaxAssetsOther,,1742000.000,,,,4882000.000,,,,1488000.000,,,,1998000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,3823000.000,,,,4566000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,7231000.000,,,,11845000.000,
DeferredTaxAssetsValuationAllowance,,36944000.000,,,,47683000.000,,,,18181000.000,,,,56737000.000,
DeferredTaxLiabilitiesInvestments,,,,,,,,,,0.000,,,,0.000,
DeferredTaxLiabilitiesOther,,,,,,,,,,696000.000,,,,860000.000,
EmployeeRelatedLiabilitiesCurrent,1051000.000,966000.000,556000.000,842000.000,1170000.000,2257000.000,940000.000,1431000.000,2494000.000,3085000.000,1517000.000,2347000.000,3109000.000,4111000.000,2031000.000
InterestAndDividendsPayableCurrent,,,,,,551000.000,539000.000,545000.000,551000.000,551000.000,545000.000,545000.000,551000.000,551000.000,539000.000
InterestPayableCurrent,504000.000,,,,,,,,,,,,,,
InvestmentsFairValueDisclosure,,,29268000.000,28697000.000,22177000.000,30241000.000,65860000.000,62013000.000,55999000.000,59310000.000,56503000.000,53617000.000,43664000.000,35717000.000,68330000.000
Liabilities,29597000.000,3482000.000,3690000.000,4846000.000,131124000.000,133043000.000,146578000.000,142473000.000,142762000.000,140352000.000,139356000.000,137530000.000,137561000.000,142910000.000,141292000.000
LiabilitiesAndStockholdersEquity,7242000.000,70458000.000,65961000.000,57702000.000,173283000.000,161085000.000,195197000.000,176337000.000,175239000.000,159127000.000,139201000.000,120130000.000,265918000.000,248254000.000,225408000.000
LiabilitiesCurrent,18112000.000,3482000.000,3690000.000,4846000.000,6999000.000,8887000.000,22391000.000,18255000.000,18512000.000,17116000.000,16046000.000,14143000.000,14098000.000,19371000.000,13562000.000
LongTermDebtFairValue,,,,,,,174000000.000,111100000.000,114700000.000,,92300000.000,124200000.000,211300000.000,,255400000.000
LongTermInvestments,,,,249000.000,,18275000.000,9574000.000,4140000.000,7707000.000,13808000.000,11480000.000,5105000.000,1970000.000,0.000,
NotesPayableRelatedPartiesClassifiedCurrent,14433000.000,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,910000.000,,,,2092000.000,,,,7808000.000,,,,6229000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,311000.000,,,,460000.000,,,,1623000.000,,,,1449000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,82000.000,,,,396000.000,,,,1295000.000,,,,566000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,139000.000,,,,328000.000,,,,1390000.000,,,,1339000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,135000.000,,,,332000.000,,,,1291000.000,,,,1457000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,243000.000,,,,309000.000,,,,1598000.000,,,,1373000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,267000.000,,,,611000.000,,,,45000.000,
OperatingLossCarryforwards,,91700000.000,,,,,,,,,,,,,
OtherAssetsMiscellaneousNoncurrent,,,,,,,153000.000,274000.000,280000.000,,,,,,
OtherAssetsNoncurrent,62000.000,59000.000,32000.000,39000.000,1338000.000,1523000.000,13872000.000,10587000.000,8034000.000,3076000.000,3037000.000,2979000.000,2799000.000,2707000.000,2661000.000
OtherLiabilitiesNoncurrent,,,,,,,,,,,,,,,4115000.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,117000.000,618000.000,672000.000,930000.000,656000.000,1122000.000,1219000.000,1118000.000,1348000.000,1865000.000,1402000.000,1171000.000,2910000.000,4028000.000,2351000.000
PrepaidExpenseNoncurrent,,,,,,,12341000.000,8982000.000,6488000.000,,,,,,
PrepaidTaxes,,,,,,,,,,2800000.000,,,,,
PropertyPlantAndEquipmentGross,,1082000.000,,,,1263000.000,,,,5091000.000,,,,10102000.000,
PropertyPlantAndEquipmentNet,114000.000,132000.000,146000.000,160000.000,228000.000,240000.000,796000.000,1703000.000,2912000.000,3816000.000,3993000.000,3844000.000,4607000.000,7857000.000,12532000.000
