,2011-09-30,2012-03-31,2012-09-30
AccountsPayableCurrent,1240104.000,4798239.000,4064479.000
AccountsPayableRelatedPartiesCurrent,1018822.000,1107999.000,66504.000
AccountsReceivableNetCurrent,5718860.000,9578981.000,9352601.000
AccountsReceivableRelatedPartiesCurrent,1389865.000,894087.000,0.000
AccruedLiabilitiesCurrentAndNoncurrent,109660.000,213311.000,
AccruedSalariesCurrent,150493.000,513037.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-200371.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,22303.000,-566460.000,-574533.000
AdditionalPaidInCapital,,938477.000,1441150.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,998744.000
Assets,10463050.000,18162086.000,15843141.000
AssetsCurrent,8386515.000,13134132.000,11294177.000
AssetsHeldForSaleCurrent,0.000,,
AssetsNoncurrent,2076535.000,5027954.000,
CashAndCashEquivalentsAtCarryingValue,123969.000,532947.000,415307.000
CommonStockNoParValue,,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000,200000000.000
CommonStockSharesIssued,39888750.000,39959338.000,7720519.000
CommonStockSharesOutstanding,39888750.000,39959338.000,7720519.000
CommonStockValue,1583113.000,1643112.000,372252.000
ConvertibleNotesPayableCurrent,,89887.000,
DeferredRevenueCurrent,350344.000,,
DeferredTaxAssetsNetCurrent,88166.000,170513.000,
DeferredTaxAssetsNetNoncurrent,18828.000,20855.000,
DefinedBenefitPlanBenefitObligation,,126126.000,
DueToRelatedPartiesCurrent,441623.000,320000.000,185000.000
DueToRelatedPartiesNoncurrent,,16642.000,
IntangibleAssetsNetExcludingGoodwill,1488448.000,4306106.000,3915248.000
InventoryNet,0.000,353378.000,206047.000
Liabilities,,11381053.000,8948519.000
LiabilitiesAndStockholdersEquity,10463050.000,18162086.000,15843141.000
LiabilitiesCurrent,4009871.000,10524974.000,8457531.000
LiabilitiesNoncurrent,109660.000,856079.000,
LinesOfCreditCurrent,,1266059.000,774584.000
LongTermDebtNoncurrent,0.000,500000.000,0.000
NotesPayableCurrent,400000.000,1700000.000,2248900.000
OtherAssetsCurrent,,,1320222.000
OtherAssetsNoncurrent,164477.000,120262.000,263868.000
OtherLiabilitiesCurrent,408485.000,729753.000,1118064.000
OtherLiabilitiesNoncurrent,,,490988.000
PreferredStockNoParValue,,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,428034.000
PreferredStockSharesOutstanding,,,428034.000
PreferredStockValue,0.000,0.000,2068374.000
PrepaidExpenseAndOtherAssetsCurrent,92537.000,183239.000,
PropertyPlantAndEquipmentNet,139866.000,352621.000,369848.000
RetainedEarningsAccumulatedDeficit,4938474.000,3545904.000,2367379.000
StockholdersEquity,6343519.000,6781033.000,6894622.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,6781033.000,6894622.000
TaxesPayableCurrent,0.000,0.000,
