,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-5530694.000
ComprehensiveIncomeNetOfTax,236299.000
CostOfRevenue,-1684364.000
DeferredOtherTaxExpenseBenefit,-255127.000
Depreciation,156715.000
EarningsPerShareBasic,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,196961.000
GainLossOnSaleOfPropertyPlantEquipment,6254.000
GrossProfit,7084027.000
GuarantyFeeIncome,8547498.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-230303.000
IncomeTaxExpenseBenefit,48250.000
IncomeTaxesPaid,542358.000
IncreaseDecreaseInAccountsPayableTrade,9423.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-335481.000
IncreaseDecreaseInDeferredRevenue,1003042.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,1639725.000
IncreaseDecreaseInOtherReceivables,-28950.000
IncreaseDecreaseInPrepaidExpense,-92101.000
IncreaseDecreaseInRestrictedCash,1223839.000
InvestmentIncomeInterest,220893.000
NetCashProvidedByUsedInInvestingActivities,-8112495.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8112495.000
NetCashProvidedByUsedInOperatingActivities,2384840.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2384840.000
NetIncomeLoss,-182053.000
OperatingExpenses,7314330.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,418352.000
PaymentsToAcquireLoansReceivable,-10547004.000
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,2911307.000
ProceedsFromSaleOfPropertyPlantAndEquipment,249.000
PropertyPlantAndEquipmentAdditions,-306488.000
ProvisionForOtherLosses,463393.000
Revenues,8768391.000
SalesRevenueNet,8768391.000
SellingGeneralAndAdministrativeExpense,6694222.000
WeightedAverageNumberOfSharesIssuedBasic,60200000.000
