,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,5044000.000,4503000.000,8516000.000,8293000.000,6903000.000,8063000.000,8174000.000,5997000.000,6383000.000,3107000.000
AccountsReceivableGrossCurrent,,,,,60759000.000,56754000.000,52353000.000,43702000.000,54101000.000,52920000.000
AccountsReceivableNetCurrent,55706000.000,61192000.000,66469000.000,85154000.000,80926000.000,73806000.000,51363000.000,42863000.000,52980000.000,51774000.000
AccruedBonusesCurrent,,,,,2600000.000,3300000.000,3100000.000,4000000.000,,
AccruedInsuranceCurrent,,,,,1300000.000,1300000.000,1200000.000,1200000.000,,
AccruedLiabilitiesCurrent,31715000.000,36103000.000,41106000.000,42775000.000,39078000.000,43766000.000,38865000.000,43581000.000,42826000.000,51669000.000
AccruedMarketingCostsCurrent,,,,,2964000.000,2731000.000,4234000.000,3892000.000,5267000.000,4719000.000
AccruedSalariesCurrent,,,,,8200000.000,15400000.000,9100000.000,13300000.000,,
AccruedVacationCurrent,,,,,4200000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,51301000.000,54945000.000,56077000.000,60103000.000,64148000.000,68111000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,10038000.000,7318000.000,7923000.000,8809000.000,7886000.000,9369000.000,8934000.000,8381000.000,7377000.000,8052000.000
AdditionalPaidInCapitalCommonStock,599171000.000,602194000.000,625875000.000,632710000.000,639955000.000,646954000.000,653694000.000,657981000.000,667936000.000,676592000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,1648000.000,1228000.000,990000.000,839000.000,1121000.000,1146000.000
Assets,544958000.000,531613000.000,599227000.000,602527000.000,604061000.000,566898000.000,542470000.000,603845000.000,599667000.000,576064000.000
AssetsCurrent,225071000.000,211231000.000,184511000.000,192038000.000,200829000.000,165326000.000,140992000.000,210456000.000,208759000.000,192458000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,0.000,,,,
CapitalLeaseObligationsCurrent,1997000.000,2906000.000,3317000.000,2385000.000,1431000.000,1723000.000,2774000.000,2670000.000,2319000.000,2278000.000
CapitalLeaseObligationsNoncurrent,968000.000,649000.000,1652000.000,1023000.000,801000.000,1028000.000,2462000.000,1805000.000,1793000.000,1088000.000
CapitalLeasedAssetsGross,,,,,9500000.000,10900000.000,14500000.000,14500000.000,14500000.000,14500000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,5450000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2932000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,280000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,2239000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,215000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,5235000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,6700000.000,7200000.000,7900000.000,8500000.000,9100000.000,9600000.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,28756000.000,33116000.000,38070000.000,43640000.000,49568000.000,55872000.000
CapitalizedComputerSoftwareGross,,,,,76861000.000,83580000.000,89221000.000,94276000.000,99437000.000,104945000.000
CapitalizedComputerSoftwareNet,42188000.000,43620000.000,45093000.000,46816000.000,48105000.000,50464000.000,51151000.000,50636000.000,49869000.000,49073000.000
CashAndCashEquivalentsAtCarryingValue,157507000.000,139023000.000,108699000.000,95014000.000,107806000.000,78499000.000,58493000.000,107039000.000,108135000.000,103330000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,15529947.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesHeldInEmployeeTrust,,,,,,,500000.000,,,
CommonStockSharesHeldInEmployeeTrustShares,,,,,,,225704.000,,,
CommonStockSharesIssued,55916000.000,56035000.000,58219000.000,59943000.000,60906000.000,61950000.000,62670000.000,63134000.000,64037000.000,65303000.000
CommonStockSharesOutstanding,54141000.000,54259000.000,56443000.000,58167000.000,59130000.000,60174000.000,60894000.000,61358000.000,62262000.000,63528000.000
CommonStockValue,55000.000,55000.000,58000.000,60000.000,61000.000,62000.000,62000.000,62000.000,62000.000,64000.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,776000.000,,,
DeferredRevenueCurrent,46115000.000,52672000.000,54919000.000,66270000.000,67886000.000,68965000.000,66846000.000,74815000.000,73207000.000,69715000.000
DeferredTaxAssetsDeferredIncome,,,,,,,8880000.000,,,
DeferredTaxAssetsGross,,,,,,,90351000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-18289000.000,,,
DeferredTaxAssetsNet,,,,,,,3860000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,51573000.000,,,
DeferredTaxAssetsOther,,,,,,,3563000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,7515000.000,,,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,700000.000,700000.000,700000.000
DeferredTaxAssetsValuationAllowance,,,,,,,86491000.000,,,
DeferredTaxLiabilitiesNoncurrent,19703000.000,19556000.000,16913000.000,17608000.000,18700000.000,20047000.000,19065000.000,19945000.000,20707000.000,21427000.000
