,2014-03-30,2014-06-29,2014-09-28,2015-03-29
AdjustmentsToAdditionalPaidInCapitalOther,-4859000.000,,,8098000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1418000.000,,,2988000.000
AmortizationOfFinancingCosts,,,,9828000.000
AmortizationOfIntangibleAssets,22300000.000,,,22800000.000
AssetImpairmentCharges,6791000.000,,,1947000.000
BusinessCombinationAcquisitionRelatedCosts,,,,7089000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,56240000.000,,,-399493000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,-8000000.000,,,32000000.000
ComprehensiveIncomeNetOfTax,122470000.000,138534000.000,-267981000.000,-138846000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-11109000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,-149955000.000
CostOfGoodsSold,1845560000.000,1844836000.000,1677862000.000,1501761000.000
DebtIssuanceCosts,,,,66400000.000
DeferredIncomeTaxExpenseBenefit,,,,-48098000.000
DefinedBenefitPlanContributionsByEmployer,,,,15000000.000
Depreciation,,,,65317000.000
Dividends,180000000.000,,,180000000.000
EffectOfExchangeRateOnCashAndCashEquivalents,14584000.000,,,-52917000.000
EffectiveIncomeTaxRateContinuingOperations,0.203,,,0.195
ForeignCurrencyTransactionGainLossRealized,,21000000.000,2000000.000,
GoodwillOtherChanges,,,,10640000.000
GoodwillPurchaseAccountingAdjustments,46659000.000,,,
GoodwillTranslationAdjustments,56297000.000,,,-381635000.000
GrossProfit,954599000.000,883600000.000,916023000.000,976159000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,33000000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,249099000.000,168532000.000,214208000.000,346759000.000
IncomeLossFromSubsidiariesBeforeTax,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,50614000.000,34011000.000,40227000.000,67550000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,17864000.000
IncreaseDecreaseInAccountsPayable,,,,-63285000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,-125226000.000
IncreaseDecreaseInAccruedLiabilities,,,,-75461000.000
IncreaseDecreaseInInventories,,,,96434000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,42505000.000
InterestExpense,163125000.000,161341000.000,157469000.000,200777000.000
InterestIncomeExpenseNet,,,,-190973000.000
InvestmentIncomeInterest,,,,9804000.000
NetCashProvidedByUsedInFinancingActivities,-216747000.000,,,-213779000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-216747000.000,,,-213779000.000
NetCashProvidedByUsedInInvestingActivities,-42967000.000,,,-49377000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-42967000.000,,,-49377000.000
NetCashProvidedByUsedInOperatingActivities,301370000.000,,,-83420000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,301370000.000,,,-83420000.000
NetIncomeLoss,195202000.000,126718000.000,171618000.000,276431000.000
NetIncomeLossAttributableToNoncontrollingInterest,3283000.000,7803000.000,2363000.000,2778000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,2200000.000,,,-3200000.000
OperatingIncomeLoss,433424000.000,372463000.000,409127000.000,508501000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,-1230000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,,750000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,-794192000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-794192000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,0.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,27900000.000,25500000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,-1027000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,1829000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,315000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,254000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,-66543000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,45102000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,432089000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,-319151000.000
OtherNonoperatingIncomeExpense,-21200000.000,-42590000.000,-37450000.000,29231000.000
OtherNonrecurringIncomeExpense,140800000.000,,,16900000.000
OtherOperatingActivitiesCashFlowStatement,,,,21501000.000
OtherOperatingIncomeExpenseNet,,,,29231000.000
OtherRestructuringCosts,,,,10044000.000
PaymentsForProceedsFromLoansAndLeases,0.000,,,0.000
PaymentsForProceedsFromOtherInvestingActivities,-18616000.000,,,-828000.000
PaymentsForRestructuring,102200000.000,,,35900000.000
PaymentsOfDebtIssuanceCosts,,,,16350000.000
PaymentsOfDividends,180000000.000,,,180000000.000
PaymentsToAcquirePropertyPlantAndEquipment,61583000.000,,,53387000.000
PensionContributions,,,,15008000.000
PreOpeningCosts,,,,25976000.000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,0.000,,,0.000
ProceedsFromIssuanceOfLongTermDebt,,,,2000000000.000
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,,,,2000000000.000
ProceedsFromPaymentsForOtherFinancingActivities,466000.000,,,0.000
ProceedsFromRepaymentsOfRelatedPartyDebt,0.000,,,0.000
ProceedsFromRepurchaseOfEquity,,,,0.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,3182000.000
ProfitLoss,198485000.000,134521000.000,173981000.000,279209000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,0.000,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,24648000.000,,,1961543000.000
RestructuringAndRelatedCostIncurredCost,140800000.000,116500000.000,80900000.000,16900000.000
RestructuringReserveAcceleratedDepreciation,,,,65317000.000
SalesRevenueGoodsNet,2800159000.000,2728436000.000,2593885000.000,2477920000.000
SellingGeneralAndAdministrativeExpense,521175000.000,511137000.000,506896000.000,460569000.000
SeveranceCosts1,48600000.000,,12000000.000,4876000.000
ShareBasedCompensation,,,,2988000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.250
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.015
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,3816285.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,13.500
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedNumberOfShares,,,,193573.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,7625.000
WriteOffOfDeferredDebtIssuanceCost,,,,32200000.000
