,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-9688947.000,,
AmortizationOfDebtDiscountPremium,19266.000,22800.000,26339.000,26339.000
AmortizationOfIntangibleAssets,,0.000,,
BusinessDevelopment,3692.000,385.000,2792.000,24.000
CashPeriodIncreaseDecrease,,-140831.000,,
CostOfGoodsAndServicesSold,623293.000,373460.000,337599.000,313216.000
CostOfServicesAmortization,0.000,,0.000,
DepreciationAndAmortization,,,,215229.000
DepreciationNonproduction,4291.000,1899.000,1892.000,
DerivativeGainLossOnDerivativeNet,,10091626.000,,
DirectOperatingCosts,8431.000,4315.000,4396.000,0.000
EarningsPerShareBasic,0.020,0.470,0.890,0.220
EarningsPerShareDiluted,0.010,0.070,0.130,0.030
GainLossOnDerivativeInstrumentsNetPretax,839905.000,10091626.000,20155338.000,4881586.000
GainsLossesOnExtinguishmentOfDebt,-127723.000,0.000,,0.000
GrossProfit,283806.000,136269.000,86328.000,78446.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,339548.000,9464974.000,18320080.000,4597909.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,1050.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,138058.000,,
IncreaseDecreaseInAccountsReceivable,,94228.000,,
IncreaseDecreaseInOtherCurrentAssets,,15000.000,,
IncreaseDecreaseInPrepaidExpense,,0.000,,
InterestIncomeExpenseNonoperatingNet,-21990.000,-21729.000,-23056.000,-29019.000
InterestPaid,,6337.000,,
LaborAndRelatedExpense,405342.000,312252.000,117641.000,33283.000
LeaseAndRentalExpense,20784.000,19500.000,19500.000,19500.000
MarketingAndAdvertisingExpense,3410.000,1484.000,1100.000,1200.000
NetCashProvidedByUsedInFinancingActivities,,128750.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,128750.000,,
NetCashProvidedByUsedInInvestingActivities,,-45608.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-45608.000,,
NetCashProvidedByUsedInOperatingActivities,,-223973.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-223973.000,,
NetIncomeLoss,339548.000,9464974.000,18320080.000,4597909.000
NonoperatingIncomeExpense,670926.000,10047097.000,20105943.000,4826228.000
OperatingExpenses,615184.000,718392.000,1872191.000,306765.000
OperatingIncomeLoss,-331378.000,-582123.000,-1785863.000,-228319.000
OtherGeneralAndAdministrativeExpense,20629.000,23103.000,30060.000,23778.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000,,
PaymentsToDevelopSoftware,,45608.000,,
ProceedsFromConvertibleDebt,,0.000,,
ProceedsFromIssuanceOfCommonStock,,0.000,,
ProceedsFromIssuanceOfConvertiblePreferredStock,,100000.000,,
ProceedsFromRelatedPartyDebt,,8750.000,,
ProfessionalFees,84771.000,219219.000,62605.000,12501.000
RepaymentsOfLinesOfCredit,,0.000,,
RepaymentsOfNotesPayable,,-20000.000,,
Revenues,907099.000,509729.000,423927.000,391662.000
SalesRevenueNet,907099.000,509729.000,423927.000,391662.000
ShareBasedCompensation,72265.000,140550.000,1636600.000,1250.000
WeightedAverageNumberOfDilutedSharesOutstanding,33987952.000,135622191.000,136184908.000,136278453.000
WeightedAverageNumberOfSharesOutstandingBasic,18158829.000,20001191.000,20563908.000,20657453.000
