,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,,,250000.000,250991.000,250000.000,250000.000,250000.000
AccountsPayableAndAccruedLiabilities,56790.000,84101.000,98021.000,123995.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,120097.000,153975.000,239757.000,254748.000,321752.000,356583.000,72348.000,30370.000,6760.000,0.000,2476.000,39782.000,23272.000,53508.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000
AccountsPayableRelatedParties,95319.000,95319.000,124523.000,124523.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,137127.000,124101.000,139586.000,139586.000,139308.000,139308.000,,,,,,,,
AccountsReceivableNet,64055.000,63636.000,11396.000,12177.000,13513.000,27713.000,22431.000,11770.000,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,13803.000,39140.000,,,,1000.000,120466.000,89904.000,90816.000,60071.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,139308.000,,,,,,,,,
AccruedPayrollTaxes,124.000,-158.000,1484.000,1092.000,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,1277.000,1535.000,1783.000,2011.000,2253.000,2108.000,2476.000,2476.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-50683.000,,,,,,,,,,,,,,
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,,,,,,,,40053.000,,,,40053.000
AdditionalPaidInCapital,131260.000,131260.000,131260.000,131260.000,131260.000,131260.000,131260.000,131260.000,131260.000,131260.000,791335.000,944171.000,1094405.000,40662.000,40662.000,40662.000,40662.000,40662.000
Assets,249113.000,244087.000,180809.000,197430.000,191112.000,191509.000,201548.000,149330.000,145475.000,166483.000,63000.000,116522.000,227658.000,564861.000,536521.000,472679.000,461462.000,322771.000
AssetsCurrent,201323.000,199698.000,130127.000,150183.000,147300.000,151132.000,45896.000,35921.000,39350.000,67830.000,63000.000,116522.000,227658.000,274808.000,230396.000,128996.000,109704.000,72771.000
AssetsNoncurrent,,,,,,,,,,,,,,290053.000,306125.000,343683.000,351758.000,250000.000
BankOverdrafts,10089.000,821.000,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,,254195.000,259731.000,,,254195.000
Cash,,,,,,,,,,,,,207658.000,273808.000,109930.000,37110.000,15904.000,8725.000
CashAndCashEquivalentsAtCarryingValue,10549.000,,648.000,13237.000,16700.000,11102.000,3542.000,4489.000,6796.000,10896.000,63000.000,116522.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
