,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,1141947.000,883381.000,920780.000,1024428.000,924494.000,,955189.000,808918.000,1642015.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,63543.000,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,28118.000,56289.000,56290.000,1450.000,68574.000,,,,,,,,7873.000
AccruedSalariesCurrent,,,,,,,,,,,,36523.000,23300.000,,,965530.000,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,20000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,188165.000,,,,217733.000,,,,271546.000,,,,
AdditionalPaidInCapital,5300093.000,8787605.000,8862522.000,10452170.000,10512165.000,15901756.000,17286695.000,17286695.000,18096532.000,18096532.000,18525247.000,19579997.000,20048723.000,20532799.000,22297758.000,22865832.000,27947572.000,29671420.000,30407485.000
AdditionalPaidInCapitalCommonStock,,,,,,640756.000,,,,269235.000,,,,,,,,,
Assets,1159420.000,1132074.000,1163270.000,1682000.000,1339862.000,6158105.000,1480999.000,1237951.000,1222119.000,1076429.000,978093.000,1080793.000,1082887.000,1087371.000,556343.000,457814.000,791664.000,699313.000,244200.000
AssetsCurrent,19211.000,13691.000,132160.000,673032.000,353036.000,5093422.000,538458.000,317552.000,323862.000,200315.000,65120.000,179193.000,139147.000,157297.000,408882.000,252924.000,213143.000,124862.000,124415.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,1565000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,865000.000,,,,,
BusinessAcquisitionSharePrice,,,,,0.122,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,138843.000,131005.000,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,102864.000,131005.000,-108268.000,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,132176.000,103252.000,83179.000,60099.000,35979.000,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,9577.000,,,,
Cash,10311.000,4791.000,15821.000,261788.000,32407.000,248178.000,318445.000,93547.000,75526.000,8999.000,27448.000,103458.000,37137.000,69395.000,250339.000,74077.000,97023.000,27874.000,17893.000
CashAndCashEquivalentsAtCarryingValue,10311.000,4791.000,15821.000,261788.000,32407.000,248178.000,318445.000,93547.000,75526.000,8999.000,27448.000,103458.000,37137.000,69395.000,250339.000,74077.000,97023.000,27874.000,17893.000
ClassOfWarrantOrRightOutstanding,,,,,,,,1580000.000,1580000.000,1580000.000,1580000.000,1580000.000,1580000.000,1580000.000,,,,,
CommonStockParOrStatedValuePerShare,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,-394474.000,,-70000.000,-151592.000,,-230000.000,,,,-75500.000,,,,,,,
CommonStockSharesAuthorized,500000000.000,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,1000000000.000,5000000000.000,15000000000.000
CommonStockSharesIssued,,,113072632.000,142782976.000,143282976.000,274089203.000,291347036.000,291347036.000,307647036.000,307647036.000,316223060.000,337082783.000,346459183.000,355912596.000,382156160.000,391946160.000,546270070.000,746999272.000,6845787739.000
CommonStockSharesOutstanding,43085166.000,,113072632.000,142782976.000,143282976.000,274089203.000,291347036.000,291347036.000,307647036.000,307647036.000,316223060.000,337082783.000,346459183.000,355912596.000,382156160.000,391946160.000,546270070.000,746999272.000,6845787739.000
CommonStockSharesSubscribedButUnissued,,,,,,,,4600000.000,,,,,,,,,,,
CommonStockSharesSubscribedButUnissuedValue,,,,,,,,,,327061.000,160075.000,,,,,,,,
CommonStockSharesSubscriptions,,,,,,,-100159.000,,,,160075.000,,,,,,,,
CommonStockValue,432.000,1127.000,1131.000,1427.000,1432.000,2741.000,2913.000,2913.000,3076.000,3076.000,3163.000,3371.000,3465.000,3559.000,3822.000,3919.000,5473.000,7471.000,68459.000
ContractualObligation,,,,,,213000.000,158500000.100,,,,,,,,,,2926527.000,2773737.000,
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,300000.000,,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,,,,,,,16175.000,,381620.000,321086.000,593509.000
