,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-746000.000,,,,-1504000.000,,,,-2452000.000
AccretionExpense,,,-625000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,146000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,147000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,258000.000,537000.000,406000.000,440000.000,447000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,27000.000,3000.000,3000.000,8000.000,67000.000,14000.000,29000.000,14000.000,15000.000,16000.000,20000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,555000.000,0.000,105000.000,63000.000,47000.000,76000.000,4000.000,70000.000,198000.000,323000.000
AmortizationOfFinancingCosts,,,,,,,,,,,44000.000
AmortizationOfIntangibleAssets,,,172000.000,167000.000,160000.000,156000.000,149000.000,144000.000,138000.000,132000.000,127000.000
AmortizationOfMortgageServicingRightsMSRs,148000.000,180000.000,223000.000,218000.000,203000.000,265000.000,251000.000,305000.000,349000.000,296000.000,213000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,245432.000,,3000.000,147782.000,226040.000,-130830.000,62167.000,243587.000,272087.000,-412609.000,108000.000
AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,,,0.105,,,,0.105,,,,0.105
AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,,,0.117,,,,0.136,,,,0.095
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,532000.000,,,,264000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,853000.000,,,,447000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,321000.000,,,,183000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,376000.000,,,,310000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGains,201000.000,31000.000,390000.000,,95000.000,,693000.000,797000.000,430000.000,637000.000,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,18922000.000,9767000.000,11289000.000,22999000.000,19776000.000,59236000.000,48772000.000,13491000.000,11939000.000,19671000.000,
AvailableForSaleSecuritiesGrossRealizedLosses,138000.000,9000.000,14000.000,1000.000,90000.000,183000.000,383000.000,2000.000,,,
BankOwnedLifeInsuranceIncome,,,112000.000,,,,161000.000,,,,155000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-767000.000,,,,9660000.000,,,,23737000.000
