,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrentAndNoncurrent,146710.000,172929.000,193293.000,155107.000,125920.000,118540.000,155895.000,153947.000,173718.000,135531.000,49232.000,168860.000,327280.000,247886.000,283412.000,176323.000,206574.000
AccountsReceivableRelatedParties,,,,,285831.000,299000.000,295420.000,288399.000,288843.000,297793.000,296626.000,319532.000,396206.000,347060.000,357417.000,352441.000,349021.000
AccruedLiabilitiesCurrentAndNoncurrent,83342.000,135021.000,205466.000,168715.000,144409.000,204220.000,195875.000,163264.000,164730.000,172514.000,167427.000,186814.000,150875.000,323731.000,336797.000,233038.000,289830.000
AllowanceForLoanAndLeaseLossesRealEstate,,,,,11497000.000,16644000.000,16786000.000,16932000.000,17080000.000,19715000.000,19850000.000,19988000.000,19914000.000,19040000.000,19040000.000,19040000.000,24531000.000
Assets,354019230.000,358891268.000,355982163.000,361051940.000,365580082.000,363328872.000,366746780.000,365606692.000,368898045.000,364825533.000,368880823.000,374335695.000,378482068.000,384420606.000,389308352.000,392003726.000,391573296.000
CashAndCashEquivalentsAtCarryingValue,646681.000,895876.000,2734378.000,1013934.000,946968.000,3854711.000,728856.000,870674.000,1153893.000,1966735.000,2105443.000,157074.000,344983.000,790956.000,241159.000,95310.000,136488.000
ContractualObligation,,,,,,,,,,,,,,11250000.000,11250000.000,10000000.000,10000000.000
ContractualObligationDueAfterFifthYear,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
ContractualObligationDueInFourthAndFifthYear,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,,,,5000000.000,11250000.000,10000000.000,10000000.000
ContractualObligationDueInSecondAndThirdYear,,,,,,,,,,,,,,6250000.000,0.000,0.000,0.000
