,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,,1274072.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,902623.000,,,,2254683.000,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,560873.000,489891.000,567061.000,749144.000,895369.000,795435.000,686538.000,767478.000,694792.000,629396.000,575417.000,652212.000,653311.000,610715.000,641371.000,661673.000,635268.000,632887.000,630719.000,745956.000
AccountsPayableRelatedPartiesCurrent,,,,,4717.000,4975.000,262.000,262.000,,,,7417.000,,,,5881.000,6625.000,,,917.000,,
AccountsPayableTradeCurrent,,,,,493242.000,,,,,,,,,,,,,,,,,
AccruedLiabilities,,3093827.000,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,736784.000,994653.000,1756725.000,2513872.000,2925714.000,3088719.000,3119084.000,3324426.000,2717971.000,2897923.000,3007197.000,2356544.000,2429592.000,2367719.000,2449012.000,2547587.000,2591026.000,413416.000,382715.000,411341.000
AccruedPayrollTaxesCurrent,,,,,162236.000,,,,,,,,,,,,,,,,,
AccruedSalariesCurrent,,,,,166000.000,,,,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,721749.000,
AdditionalPaidInCapital,3620939.000,3620939.000,4216149.000,4755949.000,5039529.000,6130525.000,9113810.000,10550456.000,11009932.000,12371478.000,13837790.000,14376112.000,15447308.000,16221558.000,16294864.000,16568787.000,16589838.000,16640994.000,16640994.000,19803793.000,20799102.000,20997159.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,261890.000,,,,,,,,,,,,,,,,
