,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableCurrent,2008000.000,2638000.000,3282000.000,2209000.000,2406000.000,1522000.000,3436000.000
AccountsReceivableNetCurrent,19035000.000,17285000.000,22748000.000,23127000.000,22371000.000,22404000.000,26568000.000
AccruedLiabilitiesCurrent,6587000.000,6506000.000,9600000.000,7700000.000,8144000.000,7848000.000,9521000.000
AccruedRoyaltiesCurrent,,,,,,,425000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,16717000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,-1000.000,-1000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-3000.000,-2000.000,-3000.000,-5000.000,,
AdditionalPaidInCapitalCommonStock,122916000.000,126069000.000,129238000.000,131346000.000,132879000.000,133982000.000,134682000.000
AllowanceForDoubtfulAccountsReceivableCurrent,410000.000,106000.000,85000.000,71000.000,71000.000,69000.000,142000.000
Assets,150815000.000,151391000.000,152224000.000,149011000.000,148337000.000,144269000.000,143176000.000
AssetsCurrent,108785000.000,109779000.000,118579000.000,116668000.000,116412000.000,113684000.000,111752000.000
AvailableForSaleSecuritiesCurrent,,,,,,16915000.000,19301000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,81935000.000,79134000.000,78246000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,81932000.000,79133000.000,78245000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,3000.000,2000.000,2000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,0.000,1000.000,1000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,2071000.000,449000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,62920000.000,65261000.000,75326000.000,72765000.000,72237000.000,62218000.000,58944000.000
CashCashEquivalentsAndShortTermInvestments,,,,,81935000.000,79134000.000,78246000.000
CashEquivalentsAtCarryingValue,,,,,11000000.000,3300000.000,900000.000
ClassOfWarrantOrRightOutstanding,,,,,,,17000.000
CommitmentsAndContingencies,,,,,0.000,0.000,0.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,6900000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,23427000.000,24016000.000,24370000.000,24627000.000,24761000.000,24868000.000,24902000.000
CommonStockSharesOutstanding,23427000.000,24016000.000,24370000.000,24627000.000,24761000.000,24868000.000,24902000.000
CommonStockValue,23000.000,24000.000,24000.000,25000.000,25000.000,25000.000,25000.000
ContractualObligation,,,,,,,13706000.000
ContractualObligationDueAfterFifthYear,,,,,,,1223000.000
ContractualObligationDueInFourthAndFifthYear,,,,,,,0.000
ContractualObligationDueInNextTwelveMonths,,,,,,,8717000.000
ContractualObligationDueInSecondAndThirdYear,,,,,,,3766000.000
DeferredRevenueCurrent,47720000.000,45713000.000,46429000.000,45369000.000,44133000.000,42192000.000,38045000.000
DeferredRevenueNoncurrent,7892000.000,7715000.000,8088000.000,8565000.000,7399000.000,6004000.000,5885000.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,20000.000
DeferredTaxAssetsDeferredIncome,,,,,,,4186000.000
DeferredTaxAssetsGross,,,,,,,10688000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,6173000.000
DeferredTaxAssetsNet,,,,,,,9784000.000
DeferredTaxAssetsNetCurrent,4971000.000,5222000.000,7390000.000,7390000.000,7390000.000,7390000.000,3687000.000
DeferredTaxAssetsNetNoncurrent,779000.000,779000.000,1280000.000,713000.000,631000.000,482000.000,2486000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1420000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,2039000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,2174000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,849000.000
