,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesCurrent,0.000,235000000.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,181938000.000,220648000.000,172406000.000,185440000.000,160879000.000,136977000.000,161850000.000,144391000.000,143300000.000,134026000.000,126783000.000,158445000.000,129548000.000,156828000.000,163343000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,207594000.000,,,239380000.000,,,,282295000.000,,,,284095000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5771000.000,-5147000.000,1401000.000,1465000.000,1742000.000,2133000.000,1698000.000,1214000.000,307000.000,350000.000,,,,,
AdditionalPaidInCapitalCommonStock,1683390000.000,1299907000.000,1306549000.000,1331988000.000,1357613000.000,1369298000.000,1391368000.000,1429368000.000,1435073000.000,1436671000.000,1470284000.000,1458752000.000,1460313000.000,1439412000.000,1457412000.000
AlternativeExcessNetCapital,,,76354000.000,,,,,,,,,,,,
AlternativeNetCapitalRequirement1,,,80900000.000,,,,,,,,,,,,
Assets,11433011000.000,13293295000.000,6991215000.000,7030276000.000,7515246000.000,6830654000.000,7332051000.000,6586348000.000,6850170000.000,6051178000.000,6196298000.000,7192107000.000,6750601000.000,6261287000.000,5983429000.000
AssetsFairValueDisclosure,7573743000.000,8705198000.000,2898074000.000,2795021000.000,2858634000.000,2712820000.000,2647258000.000,2764787000.000,2916810000.000,2517735000.000,2605251000.000,2875756000.000,2975847000.000,2614729000.000,2382035000.000
AssetsHeldForSaleAtCarryingValue,0.000,,,,,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,8200000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,108804000.000,6098299000.000,,,,,,,,,,,8200000.000,8200000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,108800000.000,,,,,,,,,,,,,,
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,,1698454000.000,1737399000.000,1882891000.000,1418279000.000,1436662000.000,1907187000.000,1732302000.000,1500406000.000,1462117000.000
AvailableForSaleSecurities,,,3925000.000,3703000.000,4000000.000,4435000.000,4738000.000,4655000.000,1857000.000,1814000.000,1923000.000,1950000.000,2093000.000,9198000.000,2379000.000
CapitalLeaseObligations,,12453000.000,10039000.000,10101000.000,7250000.000,6700000.000,5080000.000,3877000.000,3221000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,13179000.000,10294000.000,10541000.000,7528000.000,6969000.000,5281000.000,4024000.000,3330000.000,2746000.000,2215000.000,1683000.000,1152000.000,8630000.000,21272000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,2126000.000,1595000.000,1063000.000,532000.000,2908000.000,
