,2011-11-30,2012-02-29,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,491.000,2679.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,25058.000,29308.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,116057.000,124935.000,216272.000,269953.000,311089.000,332053.000,322004.000,355052.000,338935.000,307981.000,231664.000,202624.000,212792.000,220079.000,176764.000,178067.000,160781.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,56050.000,62397.000,53809.000,82004.000,59999.000
AccruedAdvertisingCurrent,,,13926.000,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,10200.000,38700.000,89700.000,96651.000,52500.000,52500.000,52500.000,52500.000,38500.000,,,,156742.000,157682.000,122955.000,96063.000,100782.000
AccruedSalaries,13750.000,15000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,67467.000,68454.000,1444412.000,1474608.000,2349021.000,2562901.000,2034949.000,2088939.000,2424144.000,2425911.000,2569589.000,2569589.000,2889600.000,2983747.000,2983747.000,2983826.000,2983920.000,2984014.000,2984108.000
Assets,1037.000,737.000,78330.000,57817.000,331432.000,175686.000,4249.000,3010.000,1195.000,310.000,13393.000,16159.000,39363.000,2848.000,13245.000,2989.000,7207.000,39127.000,1983.000
AssetsCurrent,1037.000,737.000,78330.000,57817.000,331432.000,175686.000,4249.000,3010.000,1195.000,310.000,13393.000,16159.000,39363.000,2848.000,13245.000,2989.000,7207.000,39127.000,1983.000
Cash,1037.000,737.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,1296.000,834.000,185119.000,19802.000,4249.000,3010.000,1195.000,310.000,13393.000,16159.000,39363.000,2848.000,13245.000,2989.000,7207.000,39127.000,1983.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,17904857.000,17904857.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,495000000.000,495000000.000,495000000.000,495000000.000,495000000.000,495000000.000,495000000.000,495000000.000,,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,,,83651493.000,84051493.000,87551493.000,92950765.000,94151666.000,96151666.000,127652295.000,127682295.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2554197.000,2554197.000
CommonStockSharesOutstanding,,,83651493.000,84051493.000,87551493.000,92950765.000,94151666.000,96151666.000,127652295.000,127682295.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2553990.000,2554197.000,2554197.000
CommonStockSharesSubscriptions,,,,,51125.000,16250.000,,,,,,,,,,,,,
