,2012-03-31,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2017-03-25
CashAndCashEquivalentsPeriodIncreaseDecrease,-577251000.000,,-3140000.000,,,,34969.000,,,,-852000.000,,,,-637000.000,,,-26585000.000
ComprehensiveIncomeNetOfTax,-4783000.000,5022000.000,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-4783000.000,5022000.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,,0.000,,0.000,,,,,,,,,,0.000,0.000
CostsAndExpenses,2091000.000,1254000.000,1322000.000,923000.000,720000.000,-2959630.000,984.000,830000.000,540000.000,1747016.000,807000.000,381000.000,432000.000,784000.000,754000.000,808000.000,729000.000,1067000.000
DepreciationAndAmortization,,,,,,,0.000,,,,,,,,,,,
DepreciationDepletionAndAmortization,2000.000,2000.000,2000.000,2000.000,1000.000,-4994.000,0.000,,,,1000.000,1000.000,2000.000,3000.000,3000.000,4000.000,3000.000,3000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,,,,,,,,,,,,,25895000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4783000.000,5022000.000,-4185000.000,3056000.000,6532000.000,-5414193.000,-5064.000,93000.000,3517000.000,-12641936.000,-5851000.000,-1824000.000,-5278000.000,-8362000.000,2733000.000,8599000.000,15570000.000,
IncomeLossFromEquityMethodInvestments,,,,,,,,924000.000,4020000.000,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,0.000,,0.000,,,,,,,,,,0.000,
IncreaseDecreaseDueFromAffiliates,,,,,,,579.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,-10000.000,,100000.000,,,,97.000,,,,85000.000,,,,96000.000,,,64000.000
IncreaseDecreaseInAccountsReceivable,386000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInBookOverdrafts,,,,,,,-190.000,,,,,,,,-42000.000,,,-202000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,-2296000.000,,736000.000,,,,,,,,-24000.000,,,,-57000.000,,,-37000.000
IncreaseDecreaseInDueToAffiliates,,,,,,,30.000,,,,,,,,,,,
