,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,358604.000,395565.000
AccountsReceivableNet,52823.000,74730.000
AdditionalPaidInCapital,1262970.000,1249270.000
Assets,223750.000,281267.000
AssetsCurrent,,92376.000
CapitalLeaseObligations,6628.000,2995.000
CapitalLeaseObligationsCurrent,40511.000,42307.000
Cash,4046.000,4802.000
CashAndCashEquivalentsAtCarryingValue,4046.000,4802.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000
CommonStockSharesIssued,22731503.000,22731503.000
CommonStockValue,22732.000,22732.000
DeferredRevenue,34270.000,14020.000
Deposits,2005.000,2006.000
DividendsPayable,112011.000,
DividendsPayableCurrent,,125711.000
DueToRelatedParties,449316.000,
DueToRelatedPartiesCurrent,,519646.000
Liabilities,,1100244.000
LiabilitiesAndStockholdersEquity,233750.000,281267.000
LiabilitiesCurrent,994712.000,1097249.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,274000.000,274000.000
PrepaidExpense,6097.000,
PrepaidExpenseCurrent,,12194.000
PropertyPlantAndEquipmentNet,168299.000,186885.000
RetainedEarningsAccumulatedDeficit,-2053566.000,-2091253.000
StockholdersEquity,-767590.000,-818977.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-818977.000
