,2015-09-30,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-7395.000,
CashPeriodIncreaseDecrease,,-254.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,8787.000
CostOfGoodsSold,0.000,
DebtInstrumentDecreaseForgiveness,,-8157.000
Depreciation,,744.000
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,14803.000
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,973.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,2481.000
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,9127.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,-5676.000
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,-8157.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,10100.000
EarningsPerShareBasicAndDiluted,,-0.010
GeneralAndAdministrativeExpense,,58895.000
GrossProfit,0.000,
IncomeLossFromContinuingOperations,,-58895.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-44092.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,14803.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000
IncomeTaxExpenseBenefit,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-14991.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,14991.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccountsPayable,6420.000,200.000
IncreaseDecreaseInInventories,,-340.000
IncreaseDecreaseInOtherCurrentLiabilities,,1737.000
IncreaseDecreaseInPrepaidExpense,,-9167.000
InterestPaid,,0.000
NetCashProvidedByUsedInFinancingActivities,23919.000,58821.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,23919.000,58821.000
NetCashProvidedByUsedInOperatingActivities,-31314.000,-59075.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-31314.000,-67862.000
NetIncomeLoss,-37734.000,-44092.000
OperatingExpenses,37734.000,58895.000
OperatingIncomeLoss,-37734.000,
OtherNoncashExpense,,-10062.000
OtherNoncashIncome,,14791.000
OtherNoncashIncomeExpense,,466.000
ProceedsFromIssuanceOfCommonStock,23919.000,
ProceedsFromRelatedPartyDebt,,58821.000
ProceedsFromRepaymentsOfDebt,0.000,
ProfitLoss,-37734.000,-44092.000
Revenues,0.000,0.000
SalesRevenueGoodsNet,0.000,
SalesRevenueNet,0.000,0.000
SellingGeneralAndAdministrativeExpense,37734.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,6440000.000
