,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,,1500.000
AdditionalPaidInCapitalCommonStock,28126.000,28126.000
Assets,36917.000,34891.000
CashAndCashEquivalentsAtCarryingValue,35132.000,33174.000
CommonStockSharesAuthorized,75000000.000,75000000.000
CommonStockSharesIssued,2574000.000,2574000.000
CommonStockSharesOutstanding,2574000.000,2574000.000
CommonStockValue,2574.000,2574.000
DeferredRevenueAndCreditsNoncurrent,,3300.000
DueToRelatedPartiesNoncurrent,2725.000,3221.000
Liabilities,2725.000,8021.000
LiabilitiesAndStockholdersEquity,36917.000,34891.000
OtherAssetsCurrent,1785.000,1618.000
PrepaidExpenseCurrent,,99.000
RetainedEarningsAccumulatedDeficit,3492.000,-3830.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,34192.000,26870.000
