,2011-06-30,2011-09-30
AccountsPayableCurrent,7824000.000,7676000.000
AccountsReceivableNetCurrent,4005000.000,3696000.000
AccruedLiabilitiesCurrent,369000.000,423000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-239000.000,-184000.000
AdditionalPaidInCapital,9828000.000,9837000.000
Assets,11152000.000,11078000.000
AssetsCurrent,5814000.000,5841000.000
BillingsInExcessOfCostCurrent,126000.000,54000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,17000.000,6000.000
Cash,426000.000,924000.000
CashAndCashEquivalentsAtCarryingValue,426000.000,924000.000
CommitmentsAndContingencies,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,2000000000.000,2000000000.000
CommonStockSharesIssued,481419775.000,496419775.000
CommonStockSharesOutstanding,474419775.000,489419775.000
CommonStockValue,481000.000,496000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,1058000.000,892000.000
DeferredFinanceCostsNoncurrentNet,2000.000,3000.000
DerivativeLiabilitiesCurrent,64000.000,133000.000
DueToRelatedPartiesCurrent,68000.000,16000.000
EquityMethodInvestments,813000.000,767000.000
Goodwill,3710000.000,3710000.000
IntangibleAssetsNetExcludingGoodwill,645000.000,603000.000
Liabilities,9419000.000,9313000.000
LiabilitiesAndStockholdersEquity,11152000.000,11078000.000
LiabilitiesCurrent,9402000.000,9307000.000
NotesPayableCurrent,564000.000,618000.000
NotesReceivableRelatedParties,387000.000,387000.000
OtherLiabilitiesCurrent,387000.000,387000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000
PreferredStockValue,,0.000
PrepaidExpenseAndOtherAssetsCurrent,325000.000,329000.000
PropertyPlantAndEquipmentNet,168000.000,154000.000
RetainedEarningsAccumulatedDeficit,-7943000.000,-7990000.000
StockholdersEquity,1733000.000,1765000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1733000.000,1765000.000
TreasuryStockShares,7000000.000,7000000.000
TreasuryStockValue,7000.000,7000.000
