,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2665000.000,1936000.000
AmortizationOfFinancingCosts,,4074000.000
AssetImpairmentCharges,134756000.000,6049000.000
CapitalLeaseObligationsIncurred,6491000.000,2430000.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,158388000.000,123924000.000
CostsAndExpenses,972027000.000,619805000.000
CurrentForeignTaxExpenseBenefit,,10299000.000
CurrentIncomeTaxExpenseBenefit,10147000.000,10295000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,5600000.000
DeferredForeignIncomeTaxExpenseBenefit,,1671000.000
DeferredIncomeTaxExpenseBenefit,-8107000.000,4623000.000
Depreciation,,70500000.000
DirectOperatingCosts,603275000.000,424365000.000
DividendsPreferredStock,8133000.000,8955000.000
EarningsPerShareBasicAndDiluted,-12.700,-4.890
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,-5730000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,31000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,,0.000
ForeignCurrencyTransactionGainLossBeforeTax,-2333000.000,-738000.000
GainLossOnDerivativeInstrumentsNetPretax,33300000.000,5730000.000
GainLossOnSaleOfAccountsReceivable,,-500000.000
GainLossOnSaleOfOtherAssets,5254000.000,1557000.000
GeneralAndAdministrativeExpense,75608000.000,65467000.000
GoodwillAcquiredDuringPeriod,,0.000
GoodwillImpairmentLoss,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-62259000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-5784000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-220013000.000,-68043000.000
IncomeTaxExpenseBenefit,2040000.000,14918000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,35785000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,5638000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-23815000.000
IncomeTaxReconciliationNondeductibleExpense,,4992000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-2000.000
IncomeTaxReconciliationTaxContingencies,,639000.000
IncomeTaxReconciliationTaxCreditsForeign,,4408000.000
IncomeTaxesPaid,6721000.000,9820000.000
IncreaseDecreaseInAccountsPayable,13574000.000,-45157000.000
IncreaseDecreaseInAccountsReceivable,-2033000.000,-18001000.000
IncreaseDecreaseInDeferredCharges,-8825000.000,-4695000.000
IncreaseDecreaseInDeferredIncomeTaxes,8107000.000,-4624000.000
IncreaseDecreaseInDeferredRevenue,-16862000.000,-11633000.000
IncreaseDecreaseInOtherOperatingLiabilities,15118000.000,15798000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-2315000.000,-1000000.000
IncreaseDecreaseInRestrictedCash,,0.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,605000.000,5312000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,0.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,0.000
InterestCostsCapitalized,,0.000
InterestExpense,48198000.000,52093000.000
InterestIncomeExpenseNonoperatingNet,,-51864000.000
InterestPaid,34946000.000,20163000.000
InvestmentIncomeInterest,658000.000,229000.000
LeaseAndRentalExpense,,85700000.000
NetCashProvidedByUsedInContinuingOperations,1796000.000,-11205000.000
NetCashProvidedByUsedInFinancingActivities,24325000.000,-3219000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,24325000.000,-3219000.000
NetCashProvidedByUsedInInvestingActivities,-82003000.000,-38750000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-82003000.000,-38750000.000
NetCashProvidedByUsedInOperatingActivities,59474000.000,30764000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,59474000.000,30764000.000
NetIncomeLoss,-222053000.000,-82961000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-231251000.000,-93063000.000
NonoperatingIncomeExpense,-11715000.000,-44062000.000
OperatingIncomeLoss,-208298000.000,-23981000.000
OtherAssetImpairmentCharges,,0.000
OtherNonoperatingIncomeExpense,4858000.000,2810000.000
PaymentsOfDebtIssuanceCosts,2442000.000,784000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,0.000
PaymentsToAcquireOtherProductiveAssets,2204000.000,588000.000
PaymentsToAcquirePropertyPlantAndEquipment,18551000.000,11944000.000
PreferredStockAccretionOfRedemptionDiscount,1065000.000,1147000.000
PreferredStockDividendsAndOtherAdjustments,9198000.000,10102000.000
ProceedsFromIssuanceOfCommonStock,,0.000
ProceedsFromIssuanceOfLongTermDebt,60000000.000,0.000
ProceedsFromIssuanceOfRedeemablePreferredStock,,0.000
ProceedsFromRepaymentsOfShortTermDebt,2194000.000,1330000.000
ProceedsFromSaleAndCollectionOfReceivables,,186600000.000
ProceedsFromSaleOfOtherProductiveAssets,5948000.000,0.000
ProvisionForDoubtfulAccounts,1921000.000,377000.000
RepaymentsOfLongTermDebt,33000000.000,0.000
RestructuringAndRelatedCostCostIncurredToDate,,5621000.000
RestructuringAndRelatedCostExpectedCost,,5736000.000
RestructuringAndRelatedCostIncurredCost,,5621000.000
RestructuringCharges,,5621000.000
RestructuringReserveSettledWithCash,,4908000.000
RestructuringReserveSettledWithoutCash,,24000.000
Revenues,763729000.000,595824000.000
SalesRevenueNet,763729000.000,595824000.000
ShareBasedCompensation,2665000.000,1936000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.904
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.006
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.450
StockIssued1,3980000.000,0.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,0.000
StockholdersEquityOther,3980000.000,
TemporaryEquityAccretionOfDividends,,8883000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,800000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,639000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,18211000.000,19043000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,19043000.000
WeightedAverageNumberOfSharesOutstandingBasic,18211000.000,19043000.000
WriteOffOfDeferredDebtIssuanceCost,,0.000
