,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,8187.000,9648.000,7742.000,3204.000,0.000
AccountsPayableRelatedPartiesCurrent,,,,0.000,0.000
AccountsReceivableNetCurrent,,,,,20000.000
AccruedLiabilitiesCurrent,,,,,6830.000
AccruedProfessionalFeesCurrent,,,,,6902.000
AdditionalPaidInCapital,,31770.000,31770.000,66885.000,83552.000
Assets,12702.000,30657.000,18955.000,6854394.000,6441987.000
AssetsCurrent,9813.000,28084.000,16697.000,6854394.000,6427936.000
AssetsNoncurrent,,,,0.000,14051.000
Cash,9614.000,27885.000,8165.000,,
CashAndCashEquivalentsAtCarryingValue,,,,6847727.000,3292672.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,5500000.000,9030000.000,9030000.000,9030000.000,9030000.000
CommonStockSharesOutstanding,5500000.000,9030000.000,9030000.000,9030000.000,9030000.000
CommonStockValue,,,,9030.000,9030.000
CommonStockValueOutstanding,5500.000,9030.000,9030.000,,
ConvertibleNotesPayableCurrent,,,,6869818.000,6869818.000
DeferredRevenueCurrent,,,,,13333.000
DeferredTaxAssetsGross,,,,23398.000,133635.000
DeferredTaxAssetsLiabilitiesNet,,,,23398.000,133635.000
DeferredTaxAssetsNet,,,,0.000,0.000
DeferredTaxAssetsValuationAllowance,,,,23398.000,133635.000
DueToOfficersOrStockholdersCurrent,,,,,26667.000
DueToRelatedPartiesCurrent,,,,0.000,0.000
DueToRelatedPartiesCurrentAndNoncurrent,21000.000,24405.000,27405.000,,
EmployeeRelatedLiabilitiesCurrent,,,,,11074.000
InterestPayableCurrent,,,,,14312.000
InterestReceivableCurrent,,,,,18146.000
Liabilities,29187.000,34053.000,35147.000,6873022.000,6961989.000
LiabilitiesAndStockholdersEquity,12702.000,30658.000,18955.000,6854394.000,6441987.000
LiabilitiesCurrent,29187.000,34053.000,35147.000,6873022.000,6961989.000
NotesAndLoansReceivableNetCurrent,,,,,1925000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,17073.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,22764.000
OperatingLossCarryforwards,,,,94543.000,612584.000
OtherLiabilitiesCurrent,,,,,64526.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,1172118.000
PrepaidExpenseCurrent,199.000,199.000,8532.000,6667.000,
PropertyPlantAndEquipmentNet,2889.000,2573.000,2258.000,0.000,14051.000
RetainedEarningsAccumulatedDeficit,-21985.000,-44196.000,-56992.000,-94543.000,-612584.000
StockholdersEquity,-16485.000,-3396.000,-16192.000,-18628.000,-520002.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-16485.000,-3395.000,-16192.000,-18628.000,-520002.000
TaxesPayableCurrent,,,,,13053.000
