,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,126256.000,86025.000,101352.000,54857.000,51395.000,53679.000,66632.000,91249.000,70860.000,89188.000,216965.000,385321.000,748483.000,604636.000,825288.000,433711.000,536759.000
AccountsPayableCurrent,,,,,,,,,,,,264415.000,346357.000,361969.000,338586.000,193192.000,171064.000
AccountsReceivableNetCurrent,3268.000,19535.000,16270.000,13171.000,9097.000,51889.000,2212.000,670.000,4279.000,40856.000,6756.000,0.000,30879.000,51856.000,25139.000,100506.000,60269.000
AccruedLiabilitiesCurrent,,,,,,,,,19700.000,0.000,0.000,100306.000,166236.000,184433.000,415062.000,105957.000,196830.000
AccruedSalariesCurrent,,,,,,,,,,,,20600.000,20730.000,34734.000,23140.000,56562.000,90865.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1297.000,1663.000,2029.000,2761.000,3055.000,3493.000,3127.000,4226.000,4266.000,4266.000,4266.000,8310.000,13185.000,15027.000,17919.000,,
AdditionalPaidInCapitalCommonStock,1404381.000,1676261.000,1968351.000,2493596.000,2822669.000,2983251.000,3126429.000,3227832.000,3525041.000,3631738.000,3679738.000,3511349.000,3717119.000,3964409.000,3964409.000,4807934.000,4818964.000
AdvancesOnInventoryPurchases,,,,136188.000,62935.000,44940.000,,,,,,,,,,,
Assets,241063.000,246623.000,223618.000,331878.000,378457.000,345790.000,288342.000,286229.000,283032.000,269429.000,216509.000,223764.000,296069.000,461372.000,583963.000,214113.000,213132.000
AssetsCurrent,234378.000,240131.000,217493.000,326200.000,373145.000,340845.000,282962.000,281948.000,278751.000,265148.000,212188.000,183186.000,260366.000,427686.000,553169.000,186478.000,187515.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,260000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,14622.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,245378.000,,,,,,,,,,,,,
Cash,9519.000,7796.000,1201.000,19941.000,32627.000,18016.000,2229.000,7857.000,27581.000,12512.000,19426.000,4748.000,117.000,2554.000,26782.000,21238.000,3282.000
CashFDICInsuredAmount,,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,1942500.000,3603000.000,1000000.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,-30000.000,-83594.000,-282594.000,-354594.000,-18000.000,-18000.000
CommonStockSharesAuthorized,150000000.000,200000000.000,50000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,83800069.000,132720065.000,34630015.000,46859263.000,52361763.000,56479263.000,59201763.000,61587763.000,67361763.000,69304263.000,73907263.000,73907263.000,75107263.000,84968333.000,84968333.000,132260678.000,132730066.000
CommonStockSharesOutstanding,83800069.000,132720065.000,34630015.000,46859263.000,52361763.000,56479263.000,59201763.000,61587763.000,67361763.000,69304263.000,73907263.000,73907263.000,75107263.000,84968333.000,84968333.000,132260678.000,132730066.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,,,4644111.000,16349993.000,4644111.000,,
CommonStockValue,83800.000,132720.000,34630.000,46860.000,52363.000,56481.000,59203.000,61589.000,67362.000,69305.000,73908.000,73908.000,75108.000,84968.000,84968.000,132261.000,132731.000
DebtInstrumentCarryingAmount,,,,140800.000,140800.000,140800.000,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,30000.000,49000.000,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.050,0.050,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,1374000.000,,,,,
DeferredTaxAssetsNet,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,1259000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,,92000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,23000.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,611000000.000,712000000.000,795000000.000,880000.000,905000.000,1012000.000,103600.000,1155000.000,1374000.000,,,,,
DerivativeLiabilities,,,,,,,,,,,,213843.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1544085.000,1798034.000,2025431.000,2365766.000,2664215.000,2907779.000,3157993.000,3312426.000,3628773.000,3760218.000,4049828.000,4305797.000,4643012.000,4790012.000,4960073.000,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,,,213843.000,,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxReceivable,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
InterestPayableCurrent,,,,,,,,,19700.000,,,,34287.000,25614.000,36061.000,,
InventoryFinishedGoods,,,,117904.000,178693.000,161608.000,254622.000,237868.000,230866.000,177849.000,165803.000,,,,,,
InventoryNet,114407.000,108440.000,84553.000,133025.000,197410.000,178577.000,259033.000,255046.000,242261.000,1892441.000,177198.000,170891.000,138854.000,80621.000,135132.000,43030.000,67154.000
InventoryRawMaterials,,,,15121.000,18717.000,16969.000,4411.000,17178.000,11395.000,11395.000,11395.000,,,,,,
Liabilities,,235676.000,246068.000,,,213837.000,260703.000,,,325001.000,511691.000,914304.000,1063260.000,919413.000,1140065.000,680842.000,783891.000
LiabilitiesAndStockholdersEquity,241063.000,246623.000,223618.000,331878.000,378457.000,357790.000,288342.000,286229.000,283032.000,269429.000,216509.000,223764.000,296069.000,461372.000,583963.000,214113.000,213132.000
LiabilitiesCurrent,284636.000,224431.000,235910.000,151064.000,162519.000,194886.000,193773.000,174234.000,317459.000,325001.000,511691.000,914304.000,1063260.000,919413.000,1140065.000,666988.000,770037.000
LoansPayableCurrent,,,,,,,,82985.000,,,,,,,,,
LongTermDebtCurrent,,,,,,96207.000,,,,,,,,,,,
LongTermDebtNoncurrent,,,,,,,,,,,,,,,,13854.000,13854.000
LongTermNotesPayable,12331.000,11245.000,10158.000,6124.000,5121.000,18951.000,66930.000,135000.000,0.000,0.000,0.000,0.000,,,,,
NotesPayable,,,,102331.000,116245.000,160158.000,194071.000,217985.000,226899.000,235813.000,294726.000,315140.000,314777.000,314777.000,314777.000,247131.000,247131.000
NotesPayableCurrent,158380.000,138406.000,134558.000,96207.000,111124.000,141207.000,127141.000,82985.000,226899.000,235813.000,294726.000,315140.000,314777.000,314777.000,314777.000,233277.000,233278.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,16380.000,,,,,
OtherAssetsCurrent,,,,7561.000,6000.000,6000.000,6000.000,,,,,,,,,,
OtherLongTermDebtNoncurrent,,,,,,6124.000,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,4380.000,4380.000,4380.000,4380.000,4380.000,4380.000,,,4380.000,4380.000,4380.000,5000.000,,
PrepaidExpenseAndOtherAssetsCurrent,,,,160063.000,134011.000,92363.000,19488.000,18375.000,4630.000,22536.000,8808.000,7547.000,90516.000,292655.000,366116.000,,
PrepaidExpenseCurrent,107184.000,104359.000,115468.000,160063.000,134011.000,92363.000,19488.000,18375.000,4630.000,22536.000,8808.000,7547.000,90516.000,292655.000,366116.000,21704.000,56810.000
PrepaidInsurance,,,,5984.000,1496.000,1868.000,7158.000,7405.000,,,,3167.000,2542.000,5681.000,6522.000,,
PrepaidInterest,,,,4000.000,1000.000,5100.000,,4640.000,,12600.000,,,,,,,
PrepaidRent,,,,1950.000,1950.000,1950.000,1950.000,1950.000,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,48888.000,48888.000,48713.000,48713.000,,
PropertyPlantAndEquipmentNet,6685.000,6492.000,6126.000,5678.000,5312.000,4945.000,5380.000,4281.000,4281.000,4281.000,4321.000,40578.000,35703.000,33686.000,30794.000,27635.000,25617.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,,-5424924.000,-5540454.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,437500.000,2782000.000,4042000.000,4042000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,,,,,,,4475333.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,,4800000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,0.030,,,,,0.020,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,3300000.000,6800000.000,6800000.000,6800000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,0.030,,0.020,0.020,0.030,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,,,,,,,,21000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,,,,,,,,4800000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,,,,,,,21000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,2500000.000,2500000.000,3375000.000,,6800000.000,6800000.000,6800000.000,4800000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,0.030,0.030,0.030,0.030,0.025,0.025,0.025,0.020,,,,,
StockholdersEquity,-55904.000,-10947.000,-22450.000,174690.000,210817.000,131953.000,27639.000,-23005.000,-34427.000,-55572.000,-295182.000,-690540.000,-767191.000,-458041.000,-556102.000,-466729.000,-570759.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,10947.000,-22450.000,,,143953.000,27639.000,,,-55572.000,-295182.000,-690540.000,-767191.000,-458041.000,-556102.000,-466729.000,-570759.000
