,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,345000.000,488000.000,275000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,340200.000,229000.000,2042000.000,13634000.000,20505000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,57760.000,,,,
AdvertisingExpense,5683000.000,14851000.000,24100000.000,60100000.000,48100000.000
AllocatedShareBasedCompensationExpense,340000.000,229000.000,2011000.000,13011000.000,19787000.000
AmortizationOfDebtDiscountPremium,0.000,,,,
AmortizationOfIntangibleAssets,,,,1600000.000,3800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,76306174.000,34930926.000,39986111.000,222331878.000,225208557.000
AssetImpairmentCharges,,62000.000,322000.000,,800000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,13000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,145000.000,13000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,145000.000,0.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,12000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,1000000.000,200000.000
CapitalExpendituresIncurredButNotYetPaid,,,1550000.000,1483000.000,382000.000
CapitalizedComputerSoftwareAdditions,529670.000,1797000.000,846000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6916060.000,16039000.000,32218000.000,15738000.000,-43958000.000
ComprehensiveIncomeNetOfTax,,,,-26112000.000,-118605000.000
ConversionOfStockSharesConverted1,,,10.000,,
ConversionOfStockSharesIssued1,,,1.000,,
CostOfServices,,,14098000.000,,
CurrentFederalTaxExpenseBenefit,,,0.000,,0.000
CurrentForeignTaxExpenseBenefit,,,,-5000.000,124000.000
CurrentIncomeTaxExpenseBenefit,,,,-5000.000,124000.000
CurrentStateAndLocalTaxExpenseBenefit,,,0.000,,0.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,0.330,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,0.058,,
DeferredFederalIncomeTaxExpenseBenefit,,,0.000,320000.000,394000.000
DeferredIncomeTaxExpenseBenefit,,,,345000.000,422000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,0.000,25000.000,28000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,380000.000,1900000.000,2600000.000
Depreciation,678898.000,961000.000,2097000.000,,
DepreciationAndAmortization,678898.000,961000.000,2097000.000,7649000.000,13220000.000
EarningsPerShareBasicAndDiluted,-5.510,-4.140,-1.970,-0.470,-1.850
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,-0.010,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.360,0.380,0.660,-0.460,-0.370
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,0.090,-0.090,0.020
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,0.020,0.000,0.010,-0.010
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.020,0.020,0.010,0.120,0.070
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,,0.100,0.000
FairValueInputsDiscountRate,0.098,,,,
FairValueInputsPrepaymentRate,0.015,,,,
FairValueOptionCreditRiskGainsLossesOnAssets,,,,2800000.000,-2400000.000
FeesAndCommissions,6917691.000,16471000.000,68229000.000,161708000.000,95130000.000
FinancialServicesCosts,1420825.000,2056000.000,,,
FinancialServicesRevenue,6807527.000,17391000.000,77836000.000,200784000.000,132915000.000
FinitelivedIntangibleAssetsAcquired1,,,,,0.000
GainLossOnSalesOfConsumerLoans,,,,14561000.000,9634000.000
GainLossOnSalesOfLoansNet,,,4000000.000,14151000.000,3637000.000
GeneralAndAdministrativeExpense,,,27917000.000,86480000.000,102735000.000
