,2012-12-31,2013-09-30
AccountsPayableCurrent,821304.000,258554.000
AccountsReceivableNetCurrent,424629.000,47990.000
AdditionalPaidInCapital,20129.000,20129.000
Assets,923828.000,14621199.000
AssetsCurrent,880050.000,1026126.000
AssetsNoncurrent,43778.000,13595073.000
CashAndCashEquivalentsAtCarryingValue,448707.000,977649.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,10000000.000,10000000.000
CommonStockSharesIssued,1000000.000,1000000.000
CommonStockSharesOutstanding,1000000.000,1000000.000
CommonStockValue,10.000,10.000
DeferredTaxLiabilitiesCurrent,,4855897.000
EquityMethodInvestments,100.000,100.000
Goodwill,,50000.000
IntangibleAssetsCurrent,,13500000.000
InterestReceivable,,3052.000
InventoryNet,6714.000,487.000
Liabilities,911351.000,5185898.000
LiabilitiesAndStockholdersEquity,923828.000,14621199.000
LiabilitiesCurrent,911351.000,5185898.000
LoansPayableCurrent,90047.000,71447.000
LoansReceivableNet,42531.000,41020.000
PropertyPlantAndEquipmentNet,1147.000,901.000
RetainedEarningsAccumulatedDeficit,-7662.000,9415162.000
StockholdersEquity,12477.000,9435301.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12477.000,9435301.000
TaxesPayableCurrent,0.000,0.000
