,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-10-31,2014-01-31,2015-01-31,2016-10-31,2017-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,31427.000,,,,,,,
CostOfGoodsAndServicesSold,,,,7034.000,,,,,,
CostOfRevenue,,,,,,,30635.000,,399864.000,1074459.000
CostOfServices,,,,,,,,27518.000,,
CostsAndExpenses,673.000,24299.000,,,,,,,,
Depreciation,,,,,862.000,,,,,
DepreciationDepletionAndAmortization,,,,,,,,1690.000,13486.000,13486.000
DevelopmentCosts,,,-9400.000,,,,,,,
EarningsPerShareBasic,,,,,,,,-0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,,,
GeneralAndAdministrativeExpense,673.000,24299.000,12075.000,9049.000,5874.000,9658.000,14694.000,,,
GrossProfit,,,12500.000,5466.000,12500.000,13180.000,54474.000,60601.000,220151.000,288230.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,142.000,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,87500.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,10000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,10000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-9400.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-9400.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,30827.000,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,30827.000,,,,,,,
NetIncomeLoss,-673.000,-24299.000,-56815.000,-44377.000,-939.000,-19873.000,10804.000,-743600.000,13529.000,845211.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,,,,,,3061.000,-5341.000
OperatingExpenses,,,69315.000,49843.000,13439.000,33053.000,43670.000,804201.000,262437.000,97052.000
OperatingIncomeLoss,,,,,,,,-743600.000,-42286.000,191178.000
OtherAmortizationOfDeferredCharges,,,,,,1294.000,1294.000,,,
OtherIncome,,,,,,0.000,,,55815.000,654033.000
OtherNoninterestExpense,,,,,,,,,79657.000,101169.000
ProceedsFromRelatedPartyDebt,,,10000.000,,,,,,,
ProfessionalFees,,,6360.000,3610.000,6703.000,6202.000,6984.000,,8830.000,6240.000
ProfitLoss,,,,,,,,,10468.000,850552.000
Revenues,0.000,0.000,12500.000,12500.000,12500.000,13180.000,85109.000,88119.000,,
SalesRevenueGoodsGross,,,,,,,,,620015.000,1362689.000
SalesRevenueNet,0.000,0.000,12500.000,12500.000,12500.000,13180.000,85109.000,88119.000,,
SellingGeneralAndAdministrativeExpense,,,,,,,,118260.000,57914.000,67360.000
ShareBasedCompensation,,,,,,15900.000,18158.000,,102550.000,-91203.000
TechnologyServicesCosts,,,,,,,,684251.000,,
TravelAndEntertainmentExpense,,,50880.000,37184.000,,0.000,2540.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,325653281.000,342035457.000
WeightedAverageNumberOfSharesOutstandingBasic,,,50000000.000,50000000.000,50000000.000,270000000.000,270135000.000,271760634.000,,
