,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3957000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1855563.000,1855563.000,1855563.000
AssetRetirementObligationAccretionExpense,174000.000,195000.000,222000.000,273000.000
AssetRetirementObligationLiabilitiesIncurred,,330000.000,,
AssetRetirementObligationLiabilitiesSettled,,61000.000,,
AssetRetirementObligationRevisionOfEstimate,,250000.000,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.100,0.760
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.100,0.760
BusinessAcquisitionsProFormaNetIncomeLoss,,,10073000.000,75259000.000
BusinessAcquisitionsProFormaRevenue,,,150961000.000,171740000.000
BusinessCombinationAcquisitionRelatedCosts,,618000.000,1207000.000,388000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,,,569939000.000,4218000.000
CostOfGoodsSoldOverhead,59000.000,,,
CostsAndExpenses,74215000.000,66522000.000,110113000.000,36015000.000
CurrentFederalTaxExpenseBenefit,,1050000.000,,
CurrentStateAndLocalTaxExpenseBenefit,,147000.000,,
DeferredFederalIncomeTaxExpenseBenefit,,9212000.000,,
DeferredIncomeTaxExpenseBenefit,,9338000.000,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,126000.000,,
DepreciationDepletionAndAmortization,23611000.000,28076000.000,38470000.000,50246000.000
DerivativeGainLossOnDerivativeNet,-27037000.000,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,-11180000.000,-32397000.000,58526000.000
EarningsPerShareBasic,0.030,0.230,0.080,0.740
EarningsPerShareDiluted,0.030,0.230,0.080,0.740
FederalIncomeTaxExpenseBenefitContinuingOperations,,10262000.000,,
GeneralAndAdministrativeExpense,6725000.000,8965000.000,14443000.000,15310000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4201000.000,29972000.000,12892000.000,117560000.000
IncomeTaxExpenseBenefit,1934000.000,10535000.000,4719000.000,42662000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,10259000.000,,
IncomeTaxReconciliationOtherAdjustments,,3000.000,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,273000.000,,
IncreaseDecreaseInAccountsPayable,,1654000.000,,
IncreaseDecreaseInAccountsReceivable,,14992000.000,,
IncreaseDecreaseInDepositOtherAssets,,4400000.000,,
IncreaseDecreaseInInterestPayableNet,,9258000.000,,
IncreaseDecreaseInOtherCurrentAssets,,117000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,2172000.000,,
InterestExpense,10039000.000,9178000.000,13528000.000,12502000.000
LeaseOperatingExpense,8762000.000,10736000.000,14713000.000,16677000.000
NaturalGasProductionRevenue,4164000.000,7425000.000,8687000.000,9795000.000
NetCashProvidedByUsedInContinuingOperations,,-107511000.000,,
NetCashProvidedByUsedInFinancingActivities,,49000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,49000000.000,,
NetCashProvidedByUsedInInvestingActivities,,-225240000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-225240000.000,,
NetCashProvidedByUsedInOperatingActivities,,68729000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,68729000.000,,
NetIncomeLoss,2482000.000,18775000.000,7893000.000,72693000.000
NetIncomeLossAttributableToNoncontrollingInterest,-215000.000,662000.000,280000.000,2205000.000
NetIncomeLossAvailableToCommonStockholdersBasic,2476000.000,18581000.000,7811000.000,71558000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,2261000.000,18581000.000,7811000.000,71558000.000
NonoperatingIncomeExpense,-10009000.000,-9175000.000,-13505000.000,-12466000.000
OilAndGasRevenue,88425000.000,105669000.000,136510000.000,166041000.000
OperatingIncomeLoss,14210000.000,39147000.000,26397000.000,130026000.000
OtherNonoperatingIncomeExpense,30000.000,3000.000,23000.000,36000.000
OtherOperatingActivitiesCashFlowStatement,,829000.000,,
PaymentsForProceedsFromOtherInvestingActivities,,41000.000,,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,98667000.000,,
PaymentsToExploreAndDevelopOilAndGasProperties,,122132000.000,,
ProceedsFromIssuanceOfLongTermDebt,,56000000.000,,
ProfitLoss,2267000.000,19437000.000,8173000.000,74898000.000
RepaymentsOfLongTermDebt,,7000000.000,,
ShareBasedCompensation,,3703000.000,,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,273000.000,,
UndistributedEarningsAllocatedToParticipatingSecurities,6000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,78493000.000,82129000.000,93356000.000,97064000.000
WeightedAverageNumberOfSharesOutstandingBasic,76637000.000,82129000.000,93356000.000,97064000.000
