,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,716000.000,3231000.000,24331000.000
AdvertisingExpense,4200000.000,3600000.000,4900000.000
AmortizationOfDebtDiscountPremium,133000.000,157000.000,
AmortizationOfFinancingCosts,4051000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,124000.000
AmortizationOfIntangibleAssets,1600000.000,1600000.000,1600000.000
BasicEarningsPerShareProForma,0.110,0.370,
CapitalExpendituresIncurredButNotYetPaid,408000.000,1613000.000,4651000.000
CapitalizedComputerSoftwareAmortization,900000.000,1800000.000,
CapitalizedComputerSoftwareAmortization1,,,3600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,11782000.000,25570000.000,9444000.000
ContractsRevenue,148207000.000,219987000.000,323548000.000
CostOfRevenue,27318000.000,35473000.000,54066000.000
CostOfServicesDepreciation,2624000.000,,
CostOfServicesDepreciationAndAmortization,,3683000.000,5798000.000
CostsAndExpenses,,190218000.000,271170000.000
CurrentFederalTaxExpenseBenefit,1330000.000,11308000.000,12207000.000
CurrentIncomeTaxExpenseBenefit,1718000.000,13600000.000,15251000.000
CurrentStateAndLocalTaxExpenseBenefit,388000.000,2292000.000,3044000.000
DeferredFederalIncomeTaxExpenseBenefit,2114000.000,-1109000.000,-1476000.000
DeferredIncomeTaxExpenseBenefit,2275000.000,-1020000.000,-1848000.000
DeferredIncomeTaxesAndTaxCredits,,-1021000.000,-1848000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,161000.000,89000.000,-372000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,1700000.000,,
DepreciationAndAmortization,4538000.000,5738000.000,7834000.000
DepreciationDepletionAndAmortization,7162000.000,9421000.000,13632000.000
DilutedEarningsPerShareProForma,0.110,0.360,
DirectOperatingCosts,,31790000.000,48268000.000
EarningsPerShareBasic,0.110,0.370,0.760
EarningsPerShareDiluted,0.110,0.360,0.740
EffectiveIncomeTaxRateContinuingOperations,0.410,0.380,0.230
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,0.030,0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.040,0.030,0.010
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.010,0.000,-0.010
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,0.000,0.000,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.040,0.040,0.040
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,0.010,0.020
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,7000000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,209000.000,
ExciseAndSalesTaxes,3000000.000,3700000.000,4300000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,1100000.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,472000.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,0.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,-635000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,-15000.000,64000.000
GainsLossesOnExtinguishmentOfDebt,-4044000.000,,
GeneralAndAdministrativeExpense,35501000.000,47826000.000,69046000.000
GoodwillImpairmentLoss,0.000,0.000,0.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,0.000,0.000
