,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,,2365.000,2365.000,2188.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000
Assets,,51162.000,52189.000,49738.000,45214.000,44814.000,43314.000,31574.000,30789.000,16744.000,10969.000,5569.000,3885.000,1579.000,37.000,95.000,2203.000,2461.000,4169.000,527.000,285.000
AssetsCurrent,,51162.000,52189.000,49738.000,45214.000,44814.000,43314.000,31574.000,30789.000,,,,,,,,,,,,
Cash,,,,,,44814.000,,,,,,,,,,,,2461.000,,527.000,285.000
CashAndCashEquivalentsAtCarryingValue,,51162.000,52189.000,49738.000,45214.000,,43314.000,31574.000,30789.000,16744.000,10969.000,5569.000,3885.000,1579.000,,95.000,2203.000,2461.000,4169.000,527.000,285.000
CommitmentsAndContingencies,,,,,,,,,,,,,0.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000,8999886999.000
CommonStockSharesIssued,,5000000.000,,,,5000000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,,,,,,,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,,500.000,500.000,500.000,500.000,,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000
CommonStockValueOutstanding,,,,,,500.000,,,,,,,,,,,,,,,
ConvertiblePreferredStockSharesOutstanding,,,,,,,0.000,,,,,,,,,,,,,,
CustomerDepositsCurrent,,5000.000,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,,,,,18577.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,-6203.000,-176.000,-2450.000,-4786.000,-5186.000,-6686.000,-18426.000,-19211.000,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,7100.000,,,
LiabilitiesAndStockholdersEquity,,51162.000,52189.000,49738.000,45214.000,44814.000,43314.000,31574.000,30789.000,16744.000,10969.000,5569.000,3885.000,1579.000,37.000,95.000,2203.000,2461.000,4169.000,527.000,285.000
LiabilitiesCurrent,,7376.000,2365.000,2188.000,,,,,,,,,,,3500.000,5100.000,7100.000,7100.000,11100.000,13100.000,14600.000
LoansPayable,,,,,,,,,,,,,,,3500.000,5100.000,7100.000,,11100.000,13100.000,14600.000
OperatingLossCarryforwards,,,,,,,,,,33256.000,,,,48421.000,,,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,,,,,54639.000,,,
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000,9989886988.000
PreferredStockSharesIssued,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,-33256.000,-39031.000,-44431.000,-46115.000,-48421.000,-53463.000,-55005.000,-54897.000,-54639.000,-56931.000,-62573.000,-64315.000
SecuritiesBorrowed,,,,,,,,,,0.000,,,,,,,,,,,
SharesIssued,,43797.000,,,,44814.000,,,,,,,,,,,,,,,
StockholdersEquity,,43797.000,49824.000,47550.000,45214.000,44814.000,43314.000,31574.000,30789.000,16744.000,10969.000,5569.000,3885.000,,,,,-4639.000,,,
StockholdersEquityQualifiedForNetCapital,,,,,,,,,,,,,,1579.000,-3463.000,-5005.000,-4897.000,-4639.000,-6931.000,-12573.000,-14315.000
