,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30
AmortizationOfDebtDiscountPremium,1028000.000,1140000.000,1222000.000,1331000.000,1448000.000
AmortizationOfFinancingCosts,3619000.000,3683000.000,3614000.000,3613000.000,3613000.000
AssetImpairmentCharges,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,18049000.000,21520000.000,17220000.000,24964000.000
CashDividendsPaidToParentCompany,,,14000000.000,13000000.000,11000000.000
CashPeriodIncreaseDecrease,-810000.000,,,,
ContributionOfProperty,0.000,0.000,,,
CostOfReimbursableExpense,13338000.000,12906000.000,12474000.000,12908000.000,13550000.000
Depreciation,12332000.000,13641000.000,11339000.000,10951000.000,10504000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,3256000.000,1592000.000,2695000.000,2712000.000,2681000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,11961000.000,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,13577000.000,12634000.000,11389000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,-27381000.000,16840000.000,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,27381000.000,16840000.000,,,
GainLossOnSaleOfProperties,,,547000.000,-3163000.000,-1026000.000
IncomeLossFromContinuingOperations,22989000.000,,22128000.000,21226000.000,22472000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,11887000.000,0.000,0.000
IncomeTaxExpenseBenefit,,,,,0.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,358000.000,448000.000,-612000.000,-570000.000,-142000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,1853000.000,-847000.000,-763000.000,-898000.000,191000.000
IncreaseDecreaseInPrepaidExpense,-541000.000,433000.000,-7000.000,119000.000,-35000.000
IncreaseDecreaseInRestrictedCash,0.000,,,,
InterestExpense,66048000.000,67349000.000,,,
InterestIncomeExpenseNet,,,-66257000.000,-66359000.000,-66345000.000
InterestPaid,61625000.000,61625000.000,61625000.000,61625000.000,61625000.000
NetCashProvidedByUsedInFinancingActivities,-27381000.000,-16840000.000,-13577000.000,-12634000.000,-11389000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-27381000.000,-16840000.000,-13577000.000,-12634000.000,-11389000.000
NetCashProvidedByUsedInInvestingActivities,0.000,,3933000.000,1355000.000,592000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,3933000.000,1355000.000,592000.000
NetCashProvidedByUsedInOperatingActivities,26571000.000,34889000.000,31164000.000,28499000.000,35761000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,26571000.000,34889000.000,31164000.000,28499000.000,35761000.000
NetIncomeLoss,22989000.000,22529000.000,34015000.000,21226000.000,22472000.000
NumberOfReportableSegments,,1.000,1.000,1.000,1.000
OperatingExpenses,30818000.000,29978000.000,28208000.000,31546000.000,29578000.000
OperatingIncomeLoss,89037000.000,89878000.000,88385000.000,87585000.000,88817000.000
OperatingLeasesIncomeStatementLeaseRevenue,106517000.000,106950000.000,104119000.000,106223000.000,104845000.000
OtherCostAndExpenseOperating,1892000.000,1839000.000,1700000.000,4975000.000,2843000.000
PaymentsOfDebtIssuanceCosts,0.000,0.000,,,
ProceedsFromContributionsFromAffiliates,0.000,0.000,,,
ProceedsFromIssuanceOfLongTermDebt,0.000,,,,
ProceedsFromSaleOfRealEstate,,,3933000.000,1355000.000,592000.000
RealEstateAccumulatedDepreciationDepreciationExpense,,13641000.000,,,
RealEstateAccumulatedDepreciationOtherDeductions,,0.000,-3873000.000,0.000,0.000
RealEstateAccumulatedDepreciationRealEstateSold,,0.000,-4060000.000,-886000.000,-1170000.000
RealEstateCostOfRealEstateSold,,0.000,-7446000.000,-5404000.000,-2788000.000
RealEstateOtherDeductions,,0.000,-3873000.000,0.000,0.000
RealEstateRevenueNet,119855000.000,119856000.000,116593000.000,119131000.000,118395000.000
RepaymentsOfLongTermDebt,0.000,,,,
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,,12404000.000,10951000.000,10504000.000
TenantReimbursements,13338000.000,12906000.000,12474000.000,12908000.000,13550000.000
