,2012-02-29
CashAndCashEquivalentsPeriodIncreaseDecrease,-282924.000
CostOfGoodsSold,38489.000
EarningsPerShareBasicAndDiluted,-0.010
GeneralAndAdministrativeExpense,3369368.000
GrossProfit,56256.000
IncomeLossFromContinuingOperations,-3337449.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,70705.000
IncreaseDecreaseInInventories,383.000
IncreaseDecreaseInPrepaidExpense,-11702.000
InterestIncomeExpenseNet,30.000
NetCashProvidedByUsedInFinancingActivities,463147.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,463147.000
NetCashProvidedByUsedInOperatingActivities,-746071.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-746071.000
NetIncomeLoss,-3337419.000
OperatingExpenses,3393705.000
OtherIncome,30.000
ProceedsFromIssuanceOfCommonStock,461000.000
ProceedsFromRelatedPartyDebt,2147.000
Revenues,94745.000
SalesRevenueNet,94715.000
WeightedAverageNumberOfSharesOutstandingBasic,297003432.000
WriteOffOfInventory,24337.000
