,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,8255375.000,5064495.000,3412432.000
AccountsReceivableNetCurrent,28834621.000,30092100.000,31984075.000
AccruedIncomeTaxesCurrent,6047899.000,6566708.000,7730665.000
AccruedLiabilitiesCurrent,1925832.000,,
AdditionalPaidInCapital,10499135.000,9657660.000,9657660.000
Assets,45422165.000,47422615.000,47900714.000
AssetsCurrent,31208318.000,33752614.000,34363097.000
CashAndCashEquivalentsAtCarryingValue,993970.000,1285723.000,415365.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,40750006.000,40873393.000,40873393.000
CommonStockSharesOutstanding,40750006.000,40873393.000,40873393.000
CommonStockValue,4075.000,4087.000,4087.000
DueToRelatedPartiesCurrent,,4137614.000,4935929.000
DueToRelatedPartiesNoncurrent,,341186.000,346329.000
InventoryNet,1157832.000,2121299.000,1763738.000
LiabilitiesAndStockholdersEquity,45422165.000,47422615.000,47900714.000
LiabilitiesCurrent,21723427.000,22570839.000,30338984.000
LiabilitiesNoncurrent,13608569.000,13654023.000,6145054.000
LinesOfCreditCurrent,4271049.000,4417137.000,4409247.000
LongTermDebtAndCapitalLeaseObligations,13475839.000,13194943.000,5652970.000
LongTermDebtAndCapitalLeaseObligationsCurrent,1223272.000,936930.000,8243478.000
OtherAssetsNoncurrent,50996.000,46535.000,42073.000
OtherLiabilitiesNoncurrent,132730.000,117894.000,145755.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,221895.000,253492.000,199919.000
PropertyPlantAndEquipmentNet,14162851.000,13623466.000,13495544.000
RetainedEarningsAccumulatedDeficit,-413041.000,1536007.000,1754929.000
StockholdersEquity,10090169.000,11197754.000,11416676.000
