,2011-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,425071.000
ComprehensiveIncomeNetOfTax,1486547.000
CostOfRevenue,26233833.000
Depreciation,147900.000
EarningsPerShareBasicAndDiluted,0.120
EffectOfExchangeRateOnCashAndCashEquivalents,100306.000
GeneralAndAdministrativeExpense,103790.000
GrossProfit,1811002.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1671589.000
IncomeTaxExpenseBenefit,410192.000
IncomeTaxesPaid,604735.000
IncreaseDecreaseInAccountsPayableTrade,342572.000
IncreaseDecreaseInAccountsReceivable,694184.000
IncreaseDecreaseInAccruedTaxesPayable,-146003.000
IncreaseDecreaseInDeferredIncomeTaxes,-4087.000
IncreaseDecreaseInDepositOtherAssets,-109425.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,2373562.000
IncreaseDecreaseInInventories,2999500.000
IncreaseDecreaseInOtherAccountsPayable,-75414.000
IncreaseDecreaseInOtherReceivables,410267.000
IncreaseDecreaseInPrepaidExpense,-24022.000
InvestmentIncomeInterest,4282.000
NetCashProvidedByUsedInInvestingActivities,824528.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,824528.000
NetCashProvidedByUsedInOperatingActivities,-499763.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-499763.000
OperatingExpenses,140112.000
OperatingIncomeLoss,1670890.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,225150.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,225150.000
OtherNonoperatingExpense,3583.000
PaymentsToAcquireNotesReceivable,-111725.000
PaymentsToAcquirePropertyPlantAndEquipment,73991.000
PaymentsToSuppliers,437360.000
ProceedsFromSaleOfShortTermInvestments,786794.000
ProfitLoss,1261397.000
RevenueFromRelatedParties,15066781.000
SellingExpense,36322.000
