,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,22951000.000,23604000.000,26516000.000,26206000.000,31224000.000,27527000.000,27399000.000,33500000.000,32975000.000,28383000.000,30195000.000,34961000.000,41505000.000
AccountsReceivableNetCurrent,99754000.000,86236000.000,92258000.000,91059000.000,129078000.000,137748000.000,118488000.000,104585000.000,90830000.000,95988000.000,112982000.000,96850000.000,95841000.000
AccruedInsuranceCurrent,15853000.000,13079000.000,11617000.000,11525000.000,10611000.000,15228000.000,13640000.000,12121000.000,7976000.000,6154000.000,4813000.000,10372000.000,9670000.000
AccruedInsuranceNoncurrent,5836000.000,6834000.000,4905000.000,3956000.000,4233000.000,3957000.000,5252000.000,4958000.000,4311000.000,4529000.000,4663000.000,4720000.000,4117000.000
AccruedLiabilitiesCurrent,9202000.000,8018000.000,6564000.000,7551000.000,14861000.000,19235000.000,12012000.000,5908000.000,5649000.000,10363000.000,8358000.000,10269000.000,11560000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,2002000.000,
AccumulatedAmortizationOfOtherDeferredCosts,,,,382000.000,,,,1133000.000,,,,,
AccumulatedCapitalizedInterestCosts,,,,47000.000,,,,12000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,192136000.000,,,,197173000.000,,,,208820000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-122000.000,-76000.000,-35000.000,0.000,-79000.000,-121000.000,-124000.000,-47000.000,-114000.000,-113000.000,-133000.000,-119000.000,-91000.000
AdditionalPaidInCapitalCommonStock,171656000.000,171830000.000,172076000.000,173060000.000,173762000.000,174553000.000,175758000.000,176988000.000,178326000.000,179222000.000,179587000.000,180255000.000,179490000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,863000.000,,,,1894000.000,,,,5531000.000,
Assets,544337000.000,521213000.000,529779000.000,538148000.000,653901000.000,656523000.000,635446000.000,623774000.000,614181000.000,621798000.000,643630000.000,616152000.000,641713000.000
AssetsCurrent,192039000.000,173635000.000,187506000.000,193145000.000,239085000.000,244793000.000,224592000.000,211441000.000,199936000.000,206370000.000,233344000.000,213108000.000,243919000.000
AssetsHeldForSaleLongLived,,,,119000.000,311000.000,258000.000,481000.000,175000.000,50000.000,82000.000,261000.000,72000.000,109000.000
BillingsInExcessOfCost,15431000.000,7411000.000,7840000.000,5318000.000,4364000.000,10685000.000,11074000.000,6235000.000,9210000.000,12255000.000,10627000.000,6007000.000,7024000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,69654000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,2734000.000,695000.000,208000.000,1601000.000,1309000.000,2517000.000,5970000.000,2578000.000,2915000.000,2432000.000,3770000.000,989000.000,24658000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,34697000.000,34752000.000,35040000.000,35052000.000,35114000.000,35182000.000,35291000.000,31719000.000,31775000.000,31811000.000,31921000.000,31939000.000,32066000.000
CommonStockSharesOutstanding,34697000.000,34752000.000,35040000.000,35052000.000,35114000.000,35182000.000,35291000.000,31719000.000,31775000.000,31811000.000,31921000.000,31939000.000,32066000.000
CommonStockValue,6428000.000,6428000.000,6428000.000,6428000.000,6428000.000,6428000.000,6428000.000,6424000.000,6425000.000,6425000.000,6424000.000,6425000.000,6425000.000
ContractReceivableRetainage,,,,,,,,7527000.000,,,,2458000.000,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,60865000.000,58994000.000,63750000.000,66414000.000,80270000.000,77100000.000,67592000.000,71248000.000,76011000.000,76963000.000,82107000.000,85563000.000,91444000.000
DeferredCompensationCashbasedArrangementsLiabilityCurrentAndNoncurrent,,,,785000.000,,,,1396000.000,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,4993000.000,5252000.000,5383000.000,5578000.000,5946000.000,6058000.000,6157000.000,6431000.000,6997000.000,7205000.000,7281000.000,7415000.000,7622000.000
DeferredCompensationLiabilityCurrent,1598000.000,1618000.000,1595000.000,,,,,,,,,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,6602000.000,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,1800000.000,,,,1800000.000,
DeferredFinanceCostsNoncurrentNet,1687000.000,1575000.000,1464000.000,2175000.000,2123000.000,1933000.000,1747000.000,1561000.000,1375000.000,1599000.000,1355000.000,1111000.000,867000.000
DeferredTaxAssetsLiabilitiesNet,,,,-37027000.000,,,,-49683000.000,,,,-46088000.000,
DeferredTaxAssetsNet,,,,19648000.000,,,,19343000.000,,,,21580000.000,
DeferredTaxAssetsNetCurrent,8864000.000,9557000.000,8700000.000,9722000.000,7868000.000,9207000.000,9327000.000,8720000.000,4542000.000,5652000.000,7480000.000,10304000.000,10222000.000
DeferredTaxAssetsOther,,,,4030000.000,,,,5487000.000,,,,3961000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,2159000.000,,,,2510000.000,,,,2885000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,5281000.000,,,,5210000.000,,,,5418000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,3453000.000,
DeferredTaxAssetsValuationAllowance,,,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxLiabilities,,,,56675000.000,,,,69026000.000,,,,67668000.000,
