,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetRetirementObligationAccretionExpense,,0.000,,260.000,,,,,,,,,,,,,,,,
AssetRetirementObligationPeriodIncreaseDecrease,,,,0.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,3919.000,,-11442.000,,,,4173.000,,,,-48860.000,,,,15627.000,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,-2222.000
DepletionOfOilAndGasProperties,,179.000,179.000,,,,,,,,,,,,,,,,,
Depreciation,87.000,87.000,87.000,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,87.000,,,,,,77.000,,,,,,,,0.000,0.000,0.000,,
DepreciationDepletionAndAmortization,,,,362.000,211.000,81.000,80.000,77.000,77.000,77.000,76.000,74.000,0.000,0.000,,,,,,
DividendsPreferredStock,,,,,,,,,,,,587.000,299.000,0.000,305.000,0.000,0.000,0.000,,
DividendsPreferredStockPaidinkind,,,,,,,,,,,,587.000,,,,,,,,
EarningsPerShareBasic,0.000,0.000,-0.000,-0.000,0.010,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,-0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.010,-0.000
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,,,0.000,0.000,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,0.000,0.000,0.000,,181216.000,,,,,,,,,,,,,,,
GainOnSaleOfInvestments,0.000,,0.000,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,,0.000,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,16604.000,4983.000,26914.000,13687.000,43872.000,11558.000,8817.000,17484.000,17363.000,17692.000,20248.000,19824.000,27315.000,26782.000,18846.000,10504.000,32198.000,19071.000,13494.000,6781.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,-18286.000,-18285.000,-19113.000,,,,,,,-33480.000,-21549.000,,-7904.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12689.000,-752.000,-24910.000,-13502.000,135759.000,-12460.000,-8924.000,,,,,-22692.000,-33809.000,-32992.000,-110986.000,-12356.000,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24200.000,
IncomeTaxesPaidNet,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,
IncreaseDecreaseInAccountsPayable,,-2058.000,,1309.000,,,,15372.000,,,,-2487.000,,,,2079.000,,,,-2497.000
IncreaseDecreaseInAccountsReceivable,,585.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedCostOfOilAndGasReclamation,,,,,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,1220.000,,-12594.000,,,,-3715.000,,,,-9500.000,,,,477.000,,,,7434.000
IncreaseDecreaseInInterestPayableNet,,-149.000,,283.000,,,,725.000,,,,745.000,,,,427.000,,,,745.000
IncreaseDecreaseInOperatingLiabilities,,,,36402.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,-15000.000,,,,0.000,,,,
InterestExpense,,,,,,,,-725.000,-845.000,-1344.000,,-744.000,-594.000,-605.000,4456.000,427.000,620.000,753.000,756.000,745.000
InterestIncomeExpenseNet,-1128.000,-709.000,-81.000,-180.000,-153.000,-821.000,-27.000,,,,,,,,,,,,,
InterestPaid,,,,178.000,,,,0.000,,,,0.000,,,,0.000,,,,
LeaseOperatingExpense,,,,945.000,1221.000,,,0.000,0.000,0.000,5288.000,1050.000,5900.000,5605.000,4499.000,1425.000,662.000,2008.000,2260.000,378.000
NetCashProvidedByUsedInFinancingActivities,,-15050.000,,-25400.000,,,,10000.000,,,,0.000,,,,25000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-15050.000,,-25400.000,,,,10000.000,,,,0.000,,,,25000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,19857.000,,31200.000,,,,0.000,,,,0.000,,,,0.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,19857.000,,31200.000,,,,0.000,,,,0.000,,,,0.000,,,,
NetCashProvidedByUsedInOperatingActivities,,-888.000,,-17242.000,,,,-5827.000,,,,-48860.000,,,,-9373.000,,,,-2222.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-888.000,,-17242.000,,,,-5827.000,,,,-48860.000,,,,-9373.000,,,,-2222.000
NetIncomeLoss,-12689.000,-752.000,-24910.000,-13502.000,135759.000,-12460.000,,,-18285.000,-19113.000,,-22692.000,-33809.000,-32992.000,-110986.000,-12356.000,-33480.000,-21549.000,-118610.000,-7904.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,-18286.000,,,,-23279.000,-34108.000,-32992.000,-111291.000,-12356.000,-33480.000,-21549.000,-119495.000,-7904.000
NonoperatingIncomeExpense,-1128.000,-709.000,-81.000,-180.000,181063.000,-821.000,-27.000,,,,,,,,,,,,,-745.000
OilAndGasRevenue,,,,,,,,,,,,0.000,0.000,0.000,,,,,,
OilAndGasSalesRevenue,,,,1753.000,0.000,,,0.000,,,,,,,,,,,,
OperatingExpenses,,,,,,,,,,,,,,,,11929.000,32860.000,21079.000,117854.000,7159.000
OperatingIncomeLoss,-11561.000,-43.000,-24829.000,-13322.000,-45304.000,-11639.000,-8897.000,-17561.000,-17440.000,-17769.000,-25612.000,-21948.000,-33215.000,-32387.000,-138013.000,-11929.000,-32860.000,-21079.000,,
OtherExpenses,,,,,,,,-725.000,,,,-744.000,-594.000,-605.000,,427.000,620.000,470.000,,
OtherNonrecurringIncomeExpense,,,,,,,,,-845.000,-1344.000,,,,,,,,,,
PaymentsToAcquireMineralRights,,754.000,,0.000,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfConvertiblePreferredStock,,,,,,,,,,,,,,,,25000.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,0.000,,,,,,,,
ProceedsFromRepaymentsOfNotesPayable,,-15050.000,,-10000.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,-15400.000,,,,,,,,,,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,20611.000,,31200.000,,,,,,,,0.000,,,,,,,,
ProceedsFromSaleOfOtherInvestments,,,,,,,,0.000,,,,,,,,,,,,
ProfitLoss,,,,,,,,-18286.000,,,,-23279.000,,,,-12356.000,,,,
PropertyPlantAndEquipmentUsefulLifeMaximum,,,,5.000,,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentUsefulLifeMinimum,,,,3.000,,,,,,,,,,,,,,,,
Revenues,5130.000,5206.000,2351.000,,,,,,0.000,0.000,,,,,,0.000,0.000,0.000,,
SalesRevenueNet,5130.000,5206.000,2351.000,,,,,,0.000,0.000,,,,,,0.000,0.000,0.000,,
ShareBasedCompensation,0.000,0.000,0.000,1000.000,,,,0.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,,,,500000.000,,,,,,,,,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,,,,,0.000,,,,,,,,,,,,,,,
StockOptionPlanExpense,,,,,,,,,0.000,,,,,,,,,,,
TaxesOther,,,,81.000,0.000,,,0.000,0.000,0.000,0.000,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,22360233.000,22360233.000,22377187.000,,,,,,23416388.000,23432871.000,23510775.000,-46790117.000,23914610.000
