,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2914000.000,3224000.000,3068000.000,2378000.000,2493000.000,2524000.000,3084000.000,2404000.000,2568000.000,2530000.000,2659000.000,2461000.000,2657000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,4898000.000,,,,5023000.000,,,,5235000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-182000.000,-109000.000,-405000.000,-295000.000,-67000.000,-202000.000,-20000.000,29000.000,-159000.000,48000.000,-221000.000,97000.000,189000.000
AdditionalPaidInCapital,12427000.000,12427000.000,15330000.000,15063000.000,15788000.000,15114000.000,13731000.000,13341000.000,13291000.000,13364000.000,13352000.000,12816000.000,12745000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,1794000.000,912000.000,1955000.000,1344000.000,1863000.000,1059000.000,2068000.000,1495000.000,2058000.000,1190000.000,2135000.000,1591000.000,1999000.000
AdvancesFromFederalHomeLoanBanks,20000000.000,19000000.000,17000000.000,15000000.000,15000000.000,14000000.000,12000000.000,5000000.000,5000000.000,5000000.000,5000000.000,2000000.000,
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,247000.000,236000.000,373000.000,276000.000,227000.000,227000.000,234000.000,221000.000,219000.000,214000.000,211000.000,209000.000,206000.000
Assets,216204000.000,224692000.000,220926000.000,216155000.000,222124000.000,216309000.000,217523000.000,209987000.000,208495000.000,208983000.000,208935000.000,207049000.000,202590000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,57915000.000,54248000.000,54040000.000,52076000.000,48006000.000,50306000.000,44318000.000,45538000.000
AvailableForSaleSecurities,64318000.000,64300000.000,63804000.000,57341000.000,61695000.000,57577000.000,54214000.000,54089000.000,51815000.000,48085000.000,49942000.000,44477000.000,45847000.000
