,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,125874.000,,,,421000.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,322504.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,849000.000,346000.000
AmortizationOfFinancingCosts,,,457360.000,572852.000,,,,
AmortizationOfIntangibleAssets,,,282036.000,150099.000,,,,
AmortizationOfLeasedAsset,,11850.000,,,,12000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,893000.000,,
AssetImpairmentCharges,,932000.000,,,,,,1369000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,-335000.000,485000.000,,5639000.000,,
BusinessAcquisitionsProFormaRevenue,,,48605000.000,51234000.000,,72410000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,332812.000,,,,6810000.000,,
ComprehensiveIncomeNetOfTax,,,-310829.000,1360437.000,,2050000.000,7125000.000,-2672000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-325791.000,39441.000,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-636620.000,1399878.000,,1990000.000,7380000.000,-2708000.000
CostOfGoodsAndServicesSold,28843854.000,27990575.000,31442832.000,33864612.000,37882981.000,42320000.000,,
CostOfOtherPropertyOperatingExpense,,,,,,,21340000.000,20601000.000
CostOfRevenue,,,,,,,53545000.000,53783000.000
CostsAndExpenses,38834314.000,38597258.000,42770247.000,45310651.000,52048844.000,57207000.000,71644000.000,72241000.000
DebtIssuanceCosts,,,,,,,,103000.000
DeferredIncomeTaxExpenseBenefit,,-462884.000,,,,104000.000,,
DepreciationAndAmortization,8391915.000,8223683.000,8143923.000,8503841.000,9391553.000,11156000.000,13291000.000,14029000.000
DepreciationDepletionAndAmortization,,8480288.000,,,,11490000.000,,
DepreciationNonproduction,,,7437937.000,7780890.000,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,2000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-1029901.000,54432.000,,219000.000,397000.000,-5777000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,-2561.000,2566.000,,42000.000,12000.000,-4080000.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,,33000.000,406000.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,33708.000,,,82000.000,27000.000,24000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,1836514.000,102852.000,,,1541000.000,3653000.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,-996193.000,54432.000,,-1333000.000,398000.000,-4970000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,840321.000,157284.000,,2804000.000,1972000.000,4874000.000
DividendsCash,,5361276.000,,,,10245000.000,,
EarningsPerShareBasicAndDiluted,0.000,-0.110,-0.040,0.010,-0.030,-0.010,0.040,-0.070
FinancialServicesCosts,,,423110.000,227577.000,,,,
GainLossOnDispositionOfAssets,,,-186589.000,-12206.000,,6000.000,,5000.000
GainLossOnDispositionOfProperty,,,,,,1640000.000,,
IncomeLossAttributableToNoncontrollingInterest,,,-88259.000,70051.000,,74000.000,205000.000,155000.000
IncomeLossFromContinuingOperations,,-1778500.000,670549.000,1588960.000,-4108009.000,1706000.000,2218000.000,-3207000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,6636000.000,3800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,39609.000,-2046255.000,526448.000,1902159.000,-5247352.000,2116000.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,6285000.000,1116000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.080,-0.010,0.010,-0.120,-0.010,0.030,-0.050
IncomeLossFromDiscontinuedOperationsNetOfTax,,-1026310.000,-1027340.000,51866.000,3358784.000,177000.000,385000.000,-1697000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,-186683.000,8397.000,,9000.000,17000.000,-66000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-840657.000,43469.000,,168000.000,368000.000,-1631000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.030,-0.030,0.000,0.090,0.000,0.010,-0.020
IncomeTaxExpenseBenefit,-1813.000,-267755.000,-144101.000,313199.000,-1139343.000,410000.000,351000.000,2684000.000
IncomeTaxesPaidNet,,119824.000,,,,81000.000,,
IncreaseDecreaseInAccountsPayable,,5420.000,,,,1220000.000,,
IncreaseDecreaseInAccountsReceivable,,2543735.000,,,,7199000.000,,
IncreaseDecreaseInAccruedLiabilities,,-1644401.000,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,16316.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-563893.000,,,,-2423000.000,,
IncreaseDecreaseInRestrictedCash,,337133.000,,,,14030000.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,-258361.000,,,,-871000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,474000.000,457000.000
InterestExpense,3456335.000,3456365.000,4270723.000,4048676.000,3809236.000,4072000.000,4899000.000,5948000.000
InterestPaid,,3387731.000,,,,3925000.000,,
InterestPaidCapitalized,,,,,,77000.000,,
InvestmentIncomeInterest,553.000,1391.000,300.000,17863.000,15446.000,18000.000,18000.000,16000.000
LaborAndRelatedExpense,739843.000,811638.000,711770.000,1645359.000,2870233.000,2421000.000,2294000.000,1874000.000
MinorityInterestInNetIncomeLossJointVenturePartners,,,,,,-37000.000,,
MinorityInterestInNetIncomeLossOperatingPartnerships,,,,,,-28000.000,,
NetCashProvidedByUsedInFinancingActivities,,34332800.000,,,,222513000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,34332800.000,,,,222513000.000,,
NetCashProvidedByUsedInInvestingActivities,,-36905528.000,,,,-226788000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-36905528.000,,,,-226788000.000,,
NetCashProvidedByUsedInOperatingActivities,,2905540.000,,,,11085000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2905540.000,,,,11085000.000,,
NetIncomeLoss,30238.000,-1734482.000,-81849.000,1562378.000,-822047.000,1948000.000,6448000.000,-670000.000
NetIncomeLossAttributableToNoncontrollingInterest,11184.000,-1070328.000,-274942.000,78448.000,72822.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,-2890732.000,-1238099.000,406128.000,-1978297.000,-504000.000,2604000.000,-4817000.000
NoncontrollingInterestInNetIncomeLossJointVenturePartnersNonredeemable,,,,,,,89000.000,272000.000
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,,,,,,,133000.000,-183000.000
NonoperatingIncomeExpense,-3455782.000,-3454974.000,-3983448.000,-4021097.000,-4220481.000,-3888000.000,-4816000.000,-6133000.000
OccupancyCosts,12289038.000,11787043.000,13318174.000,13990364.000,14987419.000,17621000.000,21954000.000,21927000.000
OccupancyRevenue,41482931.000,39020137.000,46153920.000,50062745.000,46361198.000,60089000.000,79075000.000,78010000.000
