,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1264464.000,-850887.000,-717749.000,-405017.000,-1208954.000,-2536692.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,123702.000,119834.000,,115000.000,117300.000,186425.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,1001.000,
AdvertisingExpense,,636652.000,621216.000,769081.000,793282.000,783303.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,193578.000,273502.000,196595.000,134994.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,1545797.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,1504195.000,1274714.000,2732330.000,821905.000,2640845.000
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,1081136.000,2458828.000,625310.000,2505851.000
AmortizationOfIntangibleAssets,184691.000,76955.000,0.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,423388.000,14542.000,17503.000,112881.000
AvailableForSaleSecuritiesGrossRealizedGains,,,1039793.000,206258.000,142422.000,112881.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,616405.000,191716.000,124919.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,18444322.000,-13846427.000,-5521093.000,6365535.000,-7458040.000,6740867.000
CommonStockDividendsPerShareCashPaid,0.880,0.880,0.880,0.890,0.930,0.960
Communication,,430695.000,442781.000,408646.000,431761.000,446628.000
ComprehensiveIncomeNetOfTax,13858686.000,6688636.000,-18446207.000,19817660.000,9353202.000,3133959.000
CurrentFederalTaxExpenseBenefit,,1917067.000,2335959.000,1399794.000,2288766.000,884743.000
CurrentIncomeTaxExpenseBenefit,,2187181.000,2620003.000,1520171.000,2565285.000,937758.000
CurrentStateAndLocalTaxExpenseBenefit,,270114.000,284044.000,120377.000,276519.000,53015.000
DeferredIncomeTaxExpenseBenefit,-572140.000,-536374.000,-850100.000,307920.000,-86251.000,673977.000
DefinedContributionPlanCostRecognized,,778724.000,511984.000,485251.000,496363.000,520488.000
DefinedContributionPlanEmployerMatchingContributionPercent,,1.000,,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,0.500,0.500,0.500,0.500
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.060,,,,
DepreciationNonproduction,1181257.000,1149029.000,1140753.000,1190393.000,1040207.000,980514.000
DividendsCommonStockCash,4261652.000,4276282.000,4285371.000,4341076.000,4540748.000,4686325.000
EarningsPerShareBasic,1.490,1.400,1.470,1.530,1.560,1.380
EarningsPerShareDiluted,1.490,1.390,1.470,1.530,1.560,1.380
EquipmentExpense,2381842.000,2480323.000,2379167.000,3065842.000,3065042.000,3028654.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,17347.000,12167.000,14566.000,,1001.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,17347.000,12167.000,14566.000,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,-776957.000,-27962.000,-138344.000,118168.000,125028.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,68012.000,31824.000,75182.000,69631.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,2867834.000,3032719.000,3154469.000,3423098.000,2838452.000
FeesAndCommissionsDepositorAccounts,3688615.000,3702425.000,3884997.000,3932691.000,3866537.000,3788984.000
FeesAndCommissionsOther,1714411.000,1840211.000,1953263.000,2096836.000,2284262.000,2440819.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,7119000.000,4741000.000,3858000.000,3288000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,9261000.000,6850000.000,,
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,2028000.000,349000.000,
GainLossOnSaleOfInvestments,715223.000,,,,,
GainLossOnSaleOfSecuritiesNet,715223.000,459934.000,423388.000,14542.000,17503.000,112881.000
GainsLossesOnSalesOfOtherRealEstate,,-309797.000,,,,
HeldToMaturitySecuritiesTransferredSecurityUnrealizedGainLoss,,,,-17061438.000,,
ImpairedFinancingReceivableAverageRecordedInvestment,,12770000.000,14007000.000,13335000.000,14332000.000,10923000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,8434807.000,8919763.000,9277850.000,10067935.000,8348389.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8534909.000,,,,,
IncomeTaxExpenseBenefit,1317062.000,1650808.000,1769903.000,1828091.000,2479034.000,1611735.000
IncomeTaxExpenseBenefitContinuingOperations,,1650808.000,,,,
IncomeTaxReconciliationTaxExemptIncome,,1231567.000,1159571.000,1006536.000,928246.000,1133970.000
IncomeTaxesPaid,3012862.000,2442092.000,2357215.000,2460014.000,2301698.000,1692201.000
IncreaseDecreaseInAccruedInterestReceivableNet,-377843.000,220484.000,-533815.000,-262116.000,58124.000,792128.000
IncreaseDecreaseInDeferredCompensation,755866.000,831727.000,802286.000,489746.000,508930.000,490803.000
IncreaseDecreaseInDeposits,34908412.000,70211203.000,12080458.000,41464098.000,57310894.000,6749953.000
IncreaseDecreaseInFederalFundsPurchased,2500000.000,,-27500000.000,27500000.000,,
IncreaseDecreaseInInterestPayableNet,-166507.000,-50902.000,-121959.000,-8796.000,-10722.000,19373.000
IncreaseDecreaseInOtherOperatingAssets,846763.000,809867.000,1017032.000,784425.000,786043.000,756689.000
IncreaseDecreaseInOtherOperatingCapitalNet,245152.000,-1522053.000,-824044.000,837072.000,-188128.000,32599.000
InterestAndDividendIncomeOperating,36973669.000,34387813.000,32116095.000,31380750.000,30964759.000,30168941.000
InterestAndFeeIncomeLoansAndLeases,25338479.000,23244808.000,20610580.000,20081852.000,20040315.000,19012157.000
InterestExpense,6642093.000,5709021.000,4080457.000,3018295.000,3076879.000,3097557.000
InterestExpenseBorrowings,3431648.000,2998939.000,2135460.000,1263386.000,1233162.000,1253574.000
InterestExpenseDeposits,3210445.000,2710082.000,1944997.000,1754909.000,1843717.000,1843983.000
InterestExpenseTimeDeposits100000OrMore,,996000.000,754000.000,671000.000,626000.000,
InterestIncomeExpenseAfterProvisionForLoanLoss,27336150.000,27132995.000,25831272.000,27439058.000,27331193.000,27136440.000
InterestIncomeExpenseNet,30331576.000,28678792.000,28035638.000,28362455.000,27887880.000,27071384.000
InterestIncomeSecuritiesTaxExempt,3684702.000,3751909.000,3504084.000,3022992.000,2802915.000,3382064.000
InterestIncomeSecuritiesTaxable,7885853.000,7326516.000,7949437.000,8226508.000,8026808.000,7589532.000
InterestPaid,6808600.000,5760923.000,4202416.000,3027090.000,3087601.000,3078184.000
LaborAndRelatedExpense,14056536.000,13736939.000,13110603.000,13095023.000,13295211.000,13696985.000
LoansAndLeasesReceivableRelatedPartiesAdditions,,1423635.000,525049.000,3770089.000,2648168.000,155000.000
LoansAndLeasesReceivableRelatedPartiesCollections,,697796.000,1051945.000,957059.000,1166551.000,
LoansAndLeasesReceivableRelatedPartiesProceeds,,,,,,2230765.000
NetCashProvidedByUsedInFinancingActivities,22064488.000,19290845.000,9552619.000,28129011.000,42279354.000,48048359.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,22064488.000,19290845.000,9552619.000,28129011.000,42279354.000,48048359.000
NetCashProvidedByUsedInInvestingActivities,-15408206.000,-44224522.000,-26284540.000,-31453874.000,-60139411.000,-51386405.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-15408206.000,-44224522.000,-26284540.000,-31453874.000,-60139411.000,-51386405.000
NetCashProvidedByUsedInOperatingActivities,11788040.000,11087250.000,11210828.000,9690398.000,10402017.000,10078913.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11788040.000,11087250.000,11210828.000,9690398.000,10402017.000,10078913.000
NetIncomeLoss,7217847.000,6783999.000,7149860.000,7449759.000,7588901.000,6736654.000
NoninterestExpense,26243620.000,26099967.000,24727611.000,26323712.000,25590967.000,26479651.000
NoninterestIncome,7442379.000,7401779.000,7816102.000,8162504.000,8327709.000,7691600.000
NoninterestIncomeOtherOperatingIncome,1324130.000,1399209.000,1554454.000,2118435.000,2159407.000,1348916.000
OccupancyNet,1926803.000,2007513.000,2016965.000,2129193.000,2160198.000,2079529.000
OperatingLeasesRentExpenseNet,,177416.000,150333.000,104384.000,111684.000,118805.000
OtherComprehensiveIncomeLossNetOfTax,,-95363.000,-25596067.000,12367901.000,1764301.000,-3602695.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,6640839.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,-459934.000,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,-288379.000,,,,
