,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,84000.000,,,,-1093000.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,1464000.000,1624000.000,1626000.000,1630000.000,1735000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,614000.000,,,,41254.000,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,-1189000.000,,,,11397000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4568000.000,,,,4793000.000,,,,-1736000.000,,,,-4893000.000,,
CostOfServices,81784000.000,84920000.000,95098000.000,94007000.000,93570000.000,100259000.000,112068000.000,106584000.000,108221000.000,117351000.000,127273000.000,125687000.000,123551000.000,130694000.000,134167000.000,135677000.000,138274000.000
DepreciationAndAmortization,795000.000,824000.000,848000.000,973000.000,1027000.000,1063000.000,1154000.000,1160000.000,1148000.000,1219000.000,1265000.000,1366000.000,1375000.000,1375000.000,1515000.000,1461000.000,1544000.000
DepreciationDepletionAndAmortization,,,848000.000,,,,1154000.000,,,,,,,,1515000.000,,
EarningsPerShareBasic,0.400,0.390,0.520,0.470,0.470,0.510,0.630,0.730,0.540,0.560,0.600,0.620,0.500,0.560,0.370,0.500,0.210
EarningsPerShareDiluted,0.390,0.380,0.500,0.460,0.460,0.500,0.610,0.710,0.520,0.550,0.580,0.610,0.490,0.530,0.360,0.490,0.200
EffectiveIncomeTaxRateContinuingOperations,,,0.375,0.375,0.366,-0.739,0.383,0.383,0.383,-0.766,0.383,0.383,0.383,-0.762,0.380,0.380,0.380
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,,,0.350,,,,0.350,,0.350,,0.350,0.350,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,186000.000,,,,317000.000,,,,420000.000,,,,167000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,84000.000,430000.000,-3000.000,-187000.000,-1093000.000,-5262000.000,282000.000,340000.000,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,7349000.000,1269000.000,6537000.000,12296000.000,1211000.000,1150000.000,2438000.000,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,,-14592000.000,-973000.000,95000.000,38035000.000,3918000.000,897000.000,3119000.000,4667000.000,,,,,699000.000,,
GeneralAndAdministrativeExpense,18419000.000,18081000.000,20074000.000,20432000.000,20689000.000,22484000.000,23823000.000,23239000.000,24631000.000,27032000.000,27607000.000,28334000.000,28134000.000,30083000.000,29792000.000,31317000.000,39141000.000
GoodwillAcquiredDuringPeriod,,,18701000.000,,,,6886000.000,,,,5799000.000,,,,21088000.000,,
GoodwillAllocationAdjustment,,,,,,,2059000.000,-1136000.000,,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,0.000,,,,,,-283000.000,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,,,,,,,,,,-1861000.000,,,,-283000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10528000.000,10423000.000,13611000.000,12542000.000,12293000.000,13868000.000,17026000.000,19936000.000,14689000.000,15442000.000,16651000.000,17195000.000,13948000.000,15872000.000,10337000.000,14114000.000,5794000.000
IncomeTaxExpenseBenefit,4000000.000,3961000.000,5105000.000,4703000.000,4501000.000,5419000.000,6521000.000,7635000.000,5626000.000,5915000.000,6377000.000,6586000.000,5341000.000,6342000.000,3927000.000,5364000.000,2202000.000
IncomeTaxesPaidNet,,,627000.000,,,,490000.000,,,,635000.000,,,,777000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,3006000.000,,,,3839000.000,,,,4260000.000,,,,1939000.000,,
IncreaseDecreaseInAccountsReceivable,,,8198000.000,,,,12136000.000,,,,14064000.000,,,,11618000.000,,
IncreaseDecreaseInAccruedSalaries,,,5584000.000,,,,4796000.000,,,,2770000.000,,,,3850000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,913000.000,,,,899000.000,,,,623000.000,,,,650000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-2725000.000,,,,-4248000.000,,,,-4270000.000,,,,-5104000.000,,
IndefinitelivedIntangibleAssetsAcquired,,,,,,,,,,,118000.000,,,,,,
InterestExpense,22000.000,62000.000,82000.000,92000.000,78000.000,85000.000,115000.000,99000.000,109000.000,217000.000,314000.000,382000.000,361000.000,271000.000,277000.000,283000.000,376000.000
InterestPaidNet,,,31000.000,,,,75000.000,,,,102000.000,,,,270000.000,,
InvestmentIncomeNet,4000.000,3000.000,4000.000,4000.000,3000.000,3000.000,2000.000,3000.000,7000.000,1000.000,1000.000,1000.000,2000.000,1000.000,1000.000,0.000,1000.000
