,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,24803000.000,44690000.000,40280000.000,36393000.000,36066000.000,42794000.000,38958000.000,34430000.000,41592000.000,52742000.000,52020000.000,59713000.000,59038000.000,83048000.000,53937000.000
AccountsReceivableNetCurrent,295476000.000,297704000.000,284769000.000,312127000.000,312466000.000,313160000.000,321421000.000,339558000.000,344362000.000,396653000.000,353940000.000,331815000.000,337381000.000,355272000.000,330751000.000
AccruedIncomeTaxesCurrent,21489000.000,10485000.000,14167000.000,6889000.000,8720000.000,1529000.000,6875000.000,0.000,2900000.000,,11663000.000,7952000.000,8100000.000,20572000.000,26263000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,727372000.000,,,,804569000.000,,,,907263000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,33722000.000,53370000.000,14691000.000,4622000.000,21042000.000,-7984000.000,15004000.000,28520000.000,-13346000.000,-3579000.000,23966000.000,25746000.000,37307000.000,37708000.000,-10080000.000
AdditionalPaidInCapitalCommonStock,652800000.000,666427000.000,677777000.000,689584000.000,702339000.000,712853000.000,725727000.000,744114000.000,781863000.000,806993000.000,836056000.000,859535000.000,929961000.000,943652000.000,959398000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,6200000.000,,,,6100000.000,,,
Assets,2020024000.000,2081546000.000,2094916000.000,2108008000.000,2198336000.000,2137336000.000,2211282000.000,2288342000.000,2253855000.000,2341274000.000,2438314000.000,2556588000.000,2549269000.000,2538644000.000,2532328000.000
AssetsCurrent,990134000.000,1043540000.000,1058734000.000,1086910000.000,1152244000.000,1121868000.000,1180564000.000,1234704000.000,1236222000.000,1312240000.000,1395968000.000,1503988000.000,1490369000.000,1505735000.000,1517523000.000
AssetsHeldForSaleLongLived,,,,,,,,,,,,6700000.000,,,
CashAndCashEquivalentsAtCarryingValue,368007000.000,406207000.000,399695000.000,389103000.000,439756000.000,397828000.000,441372000.000,492824000.000,429847000.000,445600000.000,482800000.000,617686000.000,546593000.000,536009000.000,704822000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000,140000000.000
CommonStockSharesIssued,77893340.000,77978724.000,78013506.000,78127480.000,78738719.000,78756465.000,78807030.000,79131299.000,80100313.000,80409500.000,80695716.000,80935089.000,82365554.000,82396835.000,82461494.000
CommonStockValue,779000.000,780000.000,780000.000,781000.000,787000.000,788000.000,788000.000,791000.000,801000.000,804000.000,807000.000,809000.000,824000.000,824000.000,825000.000
DebtCurrent,45000000.000,10000000.000,90000000.000,30000000.000,340000000.000,330000000.000,340000000.000,320000000.000,325000000.000,325000000.000,265000000.000,0.000,,40000000.000,
DebtInstrumentBasisSpreadOnVariableRate,,0.020,0.020,0.020,0.013,0.013,0.013,0.013,0.013,0.013,,,,,
DeferredTaxAssetsGrossCurrent,,,,52994000.000,,,,46625000.000,,,,52005000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,26658000.000,,,,44711000.000,,,,39261000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,52078000.000,47879000.000,53220000.000,54635000.000,44903000.000,46646000.000,47953000.000,49363000.000,51543000.000,52575000.000,54211000.000,56027000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,-42295000.000,-36758000.000,-28408000.000,-21299000.000,-27912000.000,-20273000.000,-20760000.000,-21186000.000,-32035000.000,-30571000.000,-13402000.000,-13022000.000
DeferredTaxAssetsNetCurrent,36859000.000,38397000.000,40318000.000,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,2100000.000,,,
DeferredTaxLiabilitiesNoncurrent,31310000.000,29881000.000,25818000.000,68953000.000,,,,72623000.000,,,,71296000.000,,,
