,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,8088.000,4915.000,4965.000,17432.000,9814.000,10056.000,24555.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,4875.000,7413.000,9001.000,11295.000,13793.000,15675.000,17614.000,,,,,,,,,
AccountsPayableCurrent,7180.000,7671.000,11082.000,22562.000,17216.000,27632.000,33979.000,40550.000,40268.000,7275.000,51070.000,62911.000,73370.000,67318.000,1419.000,,,,,,,
AccountsPayableInterestBearingInterestRate,,,,,,,0.080,,,,0.080,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,270.000,4330.000,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,11295.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,9167.000,11667.000,14167.000,16667.000,19167.000,21667.000,24167.000,26667.000,29167.000,31667.000,34167.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,494.000,-1777.000,-862.000,-689.000,-5002.000,-14584.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,24936.000,24936.000,24936.000,511116.000,511116.000,511116.000,511116.000,543483.000
AdditionalPaidInCapitalCommonStock,34650.000,34650.000,34650.000,34650.000,34650.000,34650.000,24936.000,24936.000,24936.000,24936.000,24936.000,24936.000,24936.000,24936.000,,,,,,,,
Assets,24.000,559.000,746.000,973.000,664.000,694.000,776.000,1720.000,2221.000,2186.000,556.000,494.000,419.000,413.000,485.000,4330.000,27326.000,94172.000,80954.000,159086.000,148312.000,238458.000
AssetsCurrent,24.000,,746.000,973.000,664.000,694.000,776.000,1720.000,2221.000,2186.000,556.000,494.000,419.000,413.000,485.000,4330.000,27326.000,94172.000,80954.000,159086.000,147666.000,236625.000
BankOverdrafts,,,,,,,,,,,,,,,,,4192.000,,,,,
CashAndCashEquivalentsAtCarryingValue,24.000,559.000,746.000,973.000,664.000,694.000,776.000,1720.000,1108.000,1074.000,556.000,494.000,419.000,413.000,215.000,,,54240.000,53609.000,34540.000,2514.000,47904.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,,,150000.000,150000.000,30000.000,30000.000,30000.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000
